canonical_smiles,Input_SMILES,SMILES_state,Tanimoto,NLL,pred_logIC50_uM,pred_ic50_uM,pred_pIC50,pred_cLogP,pred_logS_ESOL,pred_Solubility_ESOL_mol_per_L,pred_Solubility_ESOL_class,pred_MetStab_Clearance_Microsome_AZ,pred_MetStab_Clearance_Hepatocyte_AZ,pred_MetStab_Half_Life_Obach,passes_optimal
Cn1cc(C#Cc2cncc(N3CCC4(CN(Cc5cc([N+](=O)[O-])cc([N+](=O)[O-])c5)C4)C3)c2)cn1,CCCCCCC#Cc1cncc(N2CCC3(CN(Cc4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,1,0.6779661016949152,10.19,-0.10776256207089578,0.7802565766176098,6.107762562070896,2.7436000000000007,-5.095051348953554,8.034311226216476e-06,Moderately Soluble,27.897776,12.72198,60.03829,1
O=C(c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1)N1CC2(CCN(c3cncc(C#Cc4cccnc4)c3)C2)C1,O=C(c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1)N1CC2(CCN(c3cncc(C#Cc4ccccc4)c3)C2)C1,1,0.8378378378378378,5.55,-0.10776256207089578,0.7802565766176098,6.107762562070896,3.045300000000002,-5.400969029793234,3.97219874819039e-06,Moderately Soluble,27.12641,12.452687,51.777515,1
O=C(c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1)N1CC2(CCN(c3cncc(C#Cc4ccncc4)c3)C2)C1,O=C(c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1)N1CC2(CCN(c3cncc(C#Cc4ccccc4)c3)C2)C1,1,0.8378378378378378,6.02,-0.10776256207089578,0.7802565766176098,6.107762562070896,3.045300000000001,-5.400969029793233,3.9721987481903986e-06,Moderately Soluble,25.803196,11.004229,61.201317,1
O=C(c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1)N1CC2(CCN(c3cncc(C#Cc4ccccn4)c3)C2)C1,O=C(c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1)N1CC2(CCN(c3cncc(C#Cc4ccccc4)c3)C2)C1,1,0.8214285714285714,6.1,-0.10776256207089578,0.7802565766176098,6.107762562070896,3.045300000000001,-5.400969029793233,3.9721987481903986e-06,Moderately Soluble,31.194046,15.93605,61.205017,1
O=C(c1ncc([N+](=O)[O-])cc1[N+](=O)[O-])N1CC2(CCN(c3cncc(C#Cc4ccccc4)c3)C2)C1,O=C(c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1)N1CC2(CCN(c3cncc(C#Cc4ccccc4)c3)C2)C1,1,0.7739130434782608,8.33,-0.10776256207089578,0.7802565766176098,6.107762562070896,3.045300000000001,-5.400969029793233,3.9721987481903986e-06,Moderately Soluble,38.98252,25.96886,50.853783,1
O=C(c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1)N1CC2(CCN(c3cncc(C#Cc4nccs4)c3)C2)C1,O=C(c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1)N1CC2(CCN(c3cncc(C#Cc4ccccc4)c3)C2)C1,1,0.7478260869565218,8.54,-0.10776256207089578,0.7802565766176098,6.107762562070896,3.1068000000000016,-5.480367826243653,3.3085078830448932e-06,Moderately Soluble,27.642078,13.074755,61.661358,1
O=C(c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1)N1CCC2(C1)CN(c1cncc(C#Cc3cccnc3)c1)C2,O=C(c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1)N1CC2(CCN(c3cncc(C#Cc4ccccc4)c3)C2)C1,1,0.7894736842105263,8.63,-0.10776256207089578,0.7802565766176098,6.107762562070896,3.045300000000002,-5.400969029793234,3.97219874819039e-06,Moderately Soluble,25.796947,10.601155,52.179726,1
O=C(c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1)N1CC2(CCN(c3ccc(C#Cc4cccnc4)cn3)C2)C1,O=C(c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1)N1CC2(CCN(c3cncc(C#Cc4ccccc4)c3)C2)C1,1,0.7288135593220338,8.65,-0.10776256207089578,0.7802565766176098,6.107762562070896,3.045300000000001,-5.400969029793233,3.9721987481903986e-06,Moderately Soluble,30.593884,12.199817,57.53959,1
O=C(c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1)N1CC2(CCN(c3cncc(C#Cc4ccncn4)c3)C2)C1,O=C(c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1)N1CC2(CCN(c3cncc(C#Cc4ccccc4)c3)C2)C1,1,0.7586206896551724,8.88,-0.10776256207089578,0.7802565766176098,6.107762562070896,2.4403000000000006,-4.958790806783569,1.0995353417764655e-05,Moderately Soluble,25.37544,9.920959,51.996178,1
O=C(c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1)N1CC2(CCN(c3cc(C#Cc4cccnc4)ccn3)C2)C1,O=C(c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1)N1CC2(CCN(c3cncc(C#Cc4ccccc4)c3)C2)C1,1,0.7288135593220338,8.88,-0.10776256207089578,0.7802565766176098,6.107762562070896,3.045300000000001,-5.400969029793233,3.9721987481903986e-06,Moderately Soluble,30.02677,11.489981,62.371346,1
O=C(c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1)N1CC2(CCN(c3cncc(C#Cc4cncs4)c3)C2)C1,O=C(c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1)N1CC2(CCN(c3cncc(C#Cc4ccccc4)c3)C2)C1,1,0.7478260869565218,8.88,-0.10776256207089578,0.7802565766176098,6.107762562070896,3.1068000000000016,-5.480367826243653,3.3085078830448932e-06,Moderately Soluble,27.67207,14.2611065,51.869984,1
O=C(c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1)N1CC2(CCN(c3cncc(C#Cc4cscn4)c3)C2)C1,O=C(c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1)N1CC2(CCN(c3cncc(C#Cc4ccccc4)c3)C2)C1,1,0.7478260869565218,9.21,-0.10776256207089578,0.7802565766176098,6.107762562070896,3.1068000000000016,-5.480367826243653,3.3085078830448932e-06,Moderately Soluble,27.83482,13.308522,58.357098,1
O=C(c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1)N1CCC2(C1)CN(c1cncc(C#Cc3ccncc3)c1)C2,O=C(c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1)N1CC2(CCN(c3cncc(C#Cc4ccccc4)c3)C2)C1,1,0.7894736842105263,9.39,-0.10776256207089578,0.7802565766176098,6.107762562070896,3.045300000000002,-5.400969029793234,3.97219874819039e-06,Moderately Soluble,24.376415,9.171752,61.55083,1
Cn1cccc1C#Cc1cncc(N2CCC3(CN(C(=O)c4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,O=C(c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1)N1CC2(CCN(c3cncc(C#Cc4ccccc4)c3)C2)C1,1,0.7807017543859649,9.4,-0.10776256207089578,0.7802565766176098,6.107762562070896,2.9888000000000012,-5.360557809734167,4.35955529298703e-06,Moderately Soluble,34.32096,16.097897,67.33203,1
O=C(c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1)N1CCC2(C1)CN(c1cncc(C#Cc3ccccn3)c1)C2,O=C(c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1)N1CC2(CCN(c3cncc(C#Cc4ccccc4)c3)C2)C1,1,0.7739130434782608,9.43,-0.10776256207089578,0.7802565766176098,6.107762562070896,3.045300000000002,-5.400969029793234,3.97219874819039e-06,Moderately Soluble,29.581715,13.997025,61.706318,1
O=C(c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1)N1CC2(CCN(c3ccc(C#Cc4cccnc4)nc3)C2)C1,O=C(c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1)N1CC2(CCN(c3cncc(C#Cc4ccccc4)c3)C2)C1,1,0.7288135593220338,9.47,-0.10776256207089578,0.7802565766176098,6.107762562070896,3.045300000000001,-5.400969029793233,3.9721987481903986e-06,Moderately Soluble,25.443869,10.212102,61.264393,1
O=C(c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1)N1CC2(CCN(c3ccc(C#Cc4ccncc4)cn3)C2)C1,O=C(c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1)N1CC2(CCN(c3cncc(C#Cc4ccccc4)c3)C2)C1,1,0.6859504132231405,9.67,-0.10776256207089578,0.7802565766176098,6.107762562070896,3.045300000000001,-5.400969029793233,3.9721987481903986e-06,Moderately Soluble,29.183338,10.150136,67.06596,1
O=C(c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1)N1CC2(CCN(c3ccc(C#Cc4ccccn4)cn3)C2)C1,O=C(c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1)N1CC2(CCN(c3cncc(C#Cc4ccccc4)c3)C2)C1,1,0.6721311475409836,9.68,-0.10776256207089578,0.7802565766176098,6.107762562070896,3.045300000000001,-5.400969029793233,3.9721987481903986e-06,Moderately Soluble,35.29532,15.659002,67.53596,1
O=C(c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1)N1CC2(CCN(c3ccnc(C#Cc4cccnc4)c3)C2)C1,O=C(c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1)N1CC2(CCN(c3cncc(C#Cc4ccccc4)c3)C2)C1,1,0.7288135593220338,9.83,-0.10776256207089578,0.7802565766176098,6.107762562070896,3.045300000000002,-5.400969029793234,3.97219874819039e-06,Moderately Soluble,23.224659,7.755104,64.71625,1
O=C(c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1)N1CC2(CCN(c3cc(C#Cc4ccncc4)ccn3)C2)C1,O=C(c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1)N1CC2(CCN(c3cncc(C#Cc4ccccc4)c3)C2)C1,1,0.6859504132231405,9.88,-0.10776256207089578,0.7802565766176098,6.107762562070896,3.045300000000001,-5.400969029793233,3.9721987481903986e-06,Moderately Soluble,28.812952,9.666198,72.231674,1
O=C(c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1)N1CC2(CCN(c3cc(C#Cc4ccccn4)ccn3)C2)C1,O=C(c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1)N1CC2(CCN(c3cncc(C#Cc4ccccc4)c3)C2)C1,1,0.6721311475409836,9.95,-0.10776256207089578,0.7802565766176098,6.107762562070896,3.045300000000001,-5.400969029793233,3.9721987481903986e-06,Moderately Soluble,34.093903,14.5784855,73.090454,1
CCCOCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,1,0.8090909090909091,7.4,-0.07180928615661585,0.8475995429277765,6.071809286156616,3.0286000000000017,-5.278316013680115,5.268463630064412e-06,Moderately Soluble,48.174095,25.874218,42.53559,1
CCOCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,1,0.8256880733944955,7.45,-0.07180928615661585,0.8475995429277765,6.071809286156616,3.0286000000000017,-5.278316013680115,5.268463630064412e-06,Moderately Soluble,44.384537,24.669012,41.571575,1
CCCCC#Cc1cncc(N2CC3(CN(C(=O)c4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,1,0.8285714285714286,7.96,-0.07180928615661585,0.8475995429277765,6.071809286156616,3.4021000000000017,-5.369051385927369,4.27512299702558e-06,Moderately Soluble,51.272877,30.06626,45.348186,1
CCCC#Cc1cncc(N2CC3(CCN(C(=O)c4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,1,0.8207547169811321,8.08,-0.07180928615661585,0.8475995429277765,6.071809286156616,3.4021000000000026,-5.372502931493327,4.241281210305655e-06,Moderately Soluble,44.049446,23.56496,41.78652,1
CC(C)OCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,1,0.7522123893805309,8.55,-0.07180928615661585,0.8475995429277765,6.071809286156616,3.027000000000002,-5.2805808809223285,5.241059849328682e-06,Moderately Soluble,45.56413,23.074688,40.87508,1
O=C(c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1)N1CC2(CCN(c3cncc(C#CCCCF)c3)C2)C1,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,1,0.8490566037735849,8.65,-0.07180928615661585,0.8475995429277765,6.071809286156616,3.351700000000002,-5.446095999346938,3.5801728982733843e-06,Moderately Soluble,33.98228,9.464113,45.566765,1
CC#CC#Cc1cncc(N2CCC3(CN(C(=O)c4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,1,0.7387387387387387,8.69,-0.07180928615661585,0.8475995429277765,6.071809286156616,2.625300000000001,-4.773154967472643,1.6859513271261338e-05,Moderately Soluble,18.512524,2.7704182,73.57228,1
O=C(c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1)N1CC2(CCN(c3cncc(C#CCCl)c3)C2)C1,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,1,0.7924528301886793,8.77,-0.07180928615661585,0.8475995429277765,6.071809286156616,2.8408000000000007,-5.006765957068451,9.845415359637106e-06,Moderately Soluble,30.32019,8.669268,51.761555,1
C#CC#Cc1cncc(N2CCC3(CN(C(=O)c4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,1,0.7431192660550459,8.83,-0.07180928615661585,0.8475995429277765,6.071809286156616,2.2352,-4.39589872880976,4.0188451357795664e-05,Moderately Soluble,17.242805,6.723849,59.520752,1
CCC#CC#Cc1cncc(N2CCC3(CN(C(=O)c4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,1,0.7657657657657657,9.06,-0.07180928615661585,0.8475995429277765,6.071809286156616,3.0154000000000014,-5.150696131539544,7.068119255707236e-06,Moderately Soluble,18.08115,1.7013165,78.59097,1
CC(F)(F)C#Cc1cncc(N2CCC3(CN(C(=O)c4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,1,0.7321428571428571,9.13,-0.07180928615661585,0.8475995429277765,6.071809286156616,3.257200000000002,-5.409121727341471,3.898327061035306e-06,Moderately Soluble,26.94636,6.9476075,54.693596,1
O=C(c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1)N1CC2(CCN(c3cncc(C#CCF)c3)C2)C1,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,1,0.7924528301886793,9.14,-0.07180928615661585,0.8475995429277765,6.071809286156616,2.5715000000000003,-4.698201687749069,2.0035413602515508e-05,Moderately Soluble,28.434458,1.6109512,43.77563,1
CSCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,1,0.7870370370370371,9.27,-0.07180928615661585,0.8475995429277765,6.071809286156616,2.9650000000000016,-5.167631728245675,6.797798259759067e-06,Moderately Soluble,41.499264,16.981546,42.747173,1
CSCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,1,0.8148148148148148,9.3,-0.07180928615661585,0.8475995429277765,6.071809286156616,3.355100000000002,-5.541721346746619,2.8726231314260965e-06,Moderately Soluble,50.023293,27.338434,40.90209,1
O=C(c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1)N1CC2(CCN(c3cncc(C#CCBr)c3)C2)C1,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,1,0.7924528301886793,9.38,-0.07180928615661585,0.8475995429277765,6.071809286156616,2.996900000000001,-5.416535053112015,3.832348072076274e-06,Moderately Soluble,30.338491,3.7367141,56.37788,1
O=C(c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1)N1CC2(CCN(c3cncc(C#CCCCl)c3)C2)C1,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,1,0.8207547169811321,9.51,-0.07180928615661585,0.8475995429277765,6.071809286156616,3.230900000000002,-5.380570650165376,4.163219890801917e-06,Moderately Soluble,38.370403,15.10247,48.18078,1
CC(C)(F)C#Cc1cncc(N2CCC3(CN(C(=O)c4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,1,0.7321428571428571,9.64,-0.07180928615661585,0.8475995429277765,6.071809286156616,3.350100000000002,-5.451812412155109,3.533357556133913e-06,Moderately Soluble,31.489521,9.175047,43.03049,1
O=C(c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1)N1CC2(CCN(c3cncc(C#CCCF)c3)C2)C1,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,1,0.8207547169811321,9.67,-0.07180928615661585,0.8475995429277765,6.071809286156616,2.9616000000000016,-5.072006380845995,8.472149663933564e-06,Moderately Soluble,34.53612,6.560281,41.618656,1
CCSCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,1,0.7981651376146789,9.7,-0.07180928615661585,0.8475995429277765,6.071809286156616,3.355100000000002,-5.541721346746619,2.8726231314260965e-06,Moderately Soluble,42.738503,18.757376,52.896954,1
Cn1cc(C#Cc2cncc(N3CCC4(CN(C(=O)c5cc([N+](=O)[O-])cc([N+](=O)[O-])c5)C4)C3)c2)cn1,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,1,0.7652173913043478,10.01,-0.07180928615661585,0.8475995429277765,6.071809286156616,2.383800000000001,-4.918379586724503,1.2067586299028102e-05,Moderately Soluble,30.577307,11.526679,49.991356,1
COCCC#Cc1cncc(N2CCC3(CN(Cc4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,CCCCCCC#Cc1cncc(N2CCC3(CN(Cc4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,1,0.8113207547169812,7.14,-0.07180928615661585,0.8475995429277765,6.071809286156616,2.9983000000000013,-5.07944549011027,8.328264505210187e-06,Moderately Soluble,35.84098,24.321283,40.186985,1
CCOCC#Cc1cncc(N2CCC3(CN(Cc4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,CCCCCCC#Cc1cncc(N2CCC3(CN(Cc4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,1,0.794392523364486,7.16,-0.07180928615661585,0.8475995429277765,6.071809286156616,2.9983000000000013,-5.07944549011027,8.328264505210187e-06,Moderately Soluble,36.26719,20.128216,49.655884,1
COCCCC#Cc1cncc(N2CCC3(CN(Cc4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,CCCCCCC#Cc1cncc(N2CCC3(CN(Cc4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,1,0.839622641509434,7.25,-0.07180928615661585,0.8475995429277765,6.071809286156616,3.3884000000000025,-5.453535108611215,3.519369705912629e-06,Moderately Soluble,32.05961,22.614935,47.577053,1
CC#CC#Cc1cncc(N2CCC3(CN(Cc4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,CCCCCCC#Cc1cncc(N2CCC3(CN(Cc4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,1,0.7339449541284404,8.68,-0.07180928615661585,0.8475995429277765,6.071809286156616,2.985100000000002,-4.948919491034294,1.1248134711496948e-05,Moderately Soluble,16.258043,3.5718627,84.23777,1
O=[N+]([O-])c1cc(CN2CC3(CCN(c4cncc(C#CCF)c4)C3)C2)cc([N+](=O)[O-])c1,CCCCCCC#Cc1cncc(N2CCC3(CN(Cc4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,1,0.7884615384615384,9.04,-0.07180928615661585,0.8475995429277765,6.071809286156616,2.931300000000001,-4.874278710140936,1.3357380264517373e-05,Moderately Soluble,24.265112,1.9356906,53.172554,1
O=[N+]([O-])c1cc(CN2CC3(CCN(c4cncc(C#CC(F)F)c4)C3)C2)cc([N+](=O)[O-])c1,CCCCCCC#Cc1cncc(N2CCC3(CN(Cc4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,1,0.7247706422018348,9.12,-0.07180928615661585,0.8475995429277765,6.071809286156616,3.2269000000000014,-5.207345086836221,6.2037589273260895e-06,Moderately Soluble,23.61231,6.7468157,60.842793,1
