canonical_smiles,murcko_scaffold,novel_scaffold,pred_log10_ic50_uM,pred_ic50_uM,max_sim_to_seriesCE,has_spiro_motif,drug_like,mw,logp,hbd,hba,rot_bonds,tpsa
COC(=O)COc1cc(OCC2CO2)cc2oc(-c3ccc([N+](=O)[O-])cc3)cc(=O)c12,O=c1cc(-c2ccccc2)oc2cc(OCC3CO3)ccc12,1,0.6536,4.5038,0.1553,0,1,427.37,2.7,0,9,8,130.64
CC(=O)c1ccc(CN2C3CCCC2CC(NC(=O)Nc2cccc(C(C)=O)c2)C3)cc1,O=C(Nc1ccccc1)NC1CC2CCCC(C1)N2Cc1ccccc1,1,0.658,4.5496,0.1443,0,1,433.55,4.8,2,4,6,78.51
N#Cc1cccc(NC(=O)NC2CC3CCC(C2)N3CCc2cncc(F)c2)c1,O=C(Nc1ccccc1)NC1CC2CCC(C1)N2CCc1cccnc1,1,0.667,4.6447,0.1935,0,1,393.47,3.45,2,4,5,81.05
N#Cc1ccc(F)cc1N1CC2(Cc3sc(NC(=O)c4ccccc4OCO)c(C#N)c3C2)C1,O=C(Nc1cc2c(s1)CC1(C2)CN(c2ccccc2)C1)c1ccccc1,1,0.6912,4.9111,0.202,0,1,474.52,3.82,2,7,5,109.38
CCn1c(SCC(=O)NC2C3CC4CC(C3)CC2C4)nnc1C1CCCCC1,O=C(CSc1nnc(C2CCCCC2)[nH]1)NC1C2CC3CC(C2)CC1C3,1,0.7009,5.0222,0.1158,0,1,402.61,4.38,1,4,6,59.81
COc1cncc(N2CCCC3(CCN(C(=O)c4cnccn4)C3)C2)c1,O=C(c1cnccn1)N1CCC2(CCCN(c3cccnc3)C2)C1,1,0.7139,5.1751,0.4,0,1,353.43,2.01,0,6,3,71.45
COc1ccnc(N2CCC3(CCN(C(=O)c4cncnc4C)C3)C2)c1,O=C(c1cncnc1)N1CCC2(CCN(c3ccccn3)C2)C1,1,0.7139,5.1751,0.32,0,1,353.43,1.93,0,6,3,71.45
CCCCOc1ccc(S(=O)(=O)n2cc(N3CCCC(NC(C)=O)C3)c3ccccc32)cc1,O=S(=O)(c1ccccc1)n1cc(N2CCCCC2)c2ccccc21,1,0.7177,5.2208,0.19,0,1,469.61,4.16,1,5,8,80.64
CC1CCN(c2cc(C3CCN(C(=O)c4cccnc4)C3)ncn2)CC1,O=C(c1cccnc1)N1CCC(c2cc(N3CCCCC3)ncn2)C1,1,0.7248,5.3065,0.2299,0,1,351.45,2.74,0,5,3,62.22
O=C(c1cc(COc2ccc(F)cc2F)on1)N1CC2(COC2)COc2cccnc21,O=C(c1cc(COc2ccccc2)on1)N1CC2(COC2)COc2cccnc21,1,0.73,5.3701,0.1895,0,1,429.38,2.98,0,7,4,86.92
Cc1cc(C2CC2)c(-c2cc(C3CNC3)[nH]n2)cc1C(=O)N1CC(F)(c2ccc(C#N)cc2)C1,O=C(c1ccc(C2CC2)c(-c2cc(C3CNC3)[nH]n2)c1)N1CC(c2ccccc2)C1,1,0.7356,5.4405,0.1759,0,1,455.54,4.14,2,4,5,84.81
CC(=O)N1CC(NC(=O)c2ccc3cc(Oc4ncc(C(F)(F)F)cn4)ccc3n2)C1,O=C(NC1CNC1)c1ccc2cc(Oc3ncccn3)ccc2n1,1,0.7367,5.454,0.1758,0,1,431.37,2.8,1,6,4,97.31
COc1ccc(N2C(=O)CCc3c(N4CCCCC4)nc(N4CCCCC4)nc32)cc1,O=C1CCc2c(N3CCCCC3)nc(N3CCCCC3)nc2N1c1ccccc1,1,0.7376,5.4647,0.1579,0,1,421.55,4.08,0,6,4,61.8
N#Cc1ccc(N=c2nc(C3CCCN(C(=O)c4ccccc4-c4ccc(F)cn4)C3)cc[nH]2)cn1,O=C(c1ccccc1-c1ccccn1)N1CCCC(c2cc[nH]c(=Nc3cccnc3)n2)C1,1,0.7376,5.4648,0.1635,0,1,479.52,4.13,1,6,4,110.92
CC1(C)CN(c2cc(N3CCC(O)CC3)ccc2[N+](=O)[O-])C1,c1cc(N2CCCCC2)cc(N2CCC2)c1,1,0.743,5.5337,0.2468,0,1,305.38,2.4,1,5,3,69.85
Cn1cnc2c1CN(Cc1ccc3c(c1)OCO3)CC2COCC1CC1,c1nc2c([nH]1)CN(Cc1ccc3c(c1)OCO3)CC2COCC1CC1,1,0.7437,5.5427,0.2041,0,1,355.44,2.67,0,5,6,48.75
COc1ccc2[nH]cc(CCCNCC3CCCCC3)c2c1,c1ccc2c(CCCNCC3CCCCC3)c[nH]c2c1,1,0.7452,5.5621,0.2062,0,1,300.45,4.28,2,2,7,37.05
O=[N+]([O-])OCc1ccc2c(c1)N(Cc1ccccc1)C(N1CC3(CCOC3)C1)=NS2(=O)=O,O=S1(=O)N=C(N2CC3(CCOC3)C2)N(Cc2ccccc2)c2ccccc21,1,0.749,5.6108,0.2188,0,1,458.5,2.18,0,8,5,114.58
O=C(c1ccc([N+](=O)[O-])cc1)N1CCC2(C1)CN(c1ccccc1)C2,O=C(c1ccccc1)N1CCC2(C1)CN(c1ccccc1)C2,1,0.7517,5.6457,0.5156,0,1,337.38,2.95,0,4,3,66.69
O=C(c1cc2ccncc2o1)N1CCc2ccc(OC3CCNC3)cc2C1,O=C(c1cc2ccncc2o1)N1CCc2ccc(OC3CCNC3)cc2C1,1,0.7552,5.6913,0.1731,0,1,363.42,2.77,1,5,3,67.6
Cc1cc(Nc2ccc3c(c2)OCO3)cn2c(C)c(C3CC3)nc12,c1cc2c(cc1Nc1ccc3nc(C4CC4)cn3c1)OCO2,1,0.7552,5.6913,0.1828,0,1,321.38,4.3,1,4,3,47.79
COc1ccc(N=c2[nH]c(Cl)nc3ccccc23)cc1CN1CCC(O)C1,c1cc(CN2CCCC2)cc(N=c2[nH]cnc3ccccc23)c1,1,0.7552,5.6913,0.1748,0,1,384.87,3.02,2,5,4,73.74
COC1CCC(NC(=O)C2CCN(Cc3cccc(NC(=O)c4ccc(C#N)cn4)c3)CC2)CC1,O=C(Nc1cccc(CN2CCC(C(=O)NC3CCCCC3)CC2)c1)c1ccccn1,1,0.7612,5.7697,0.1981,0,1,475.59,3.49,2,6,7,107.35
Cc1ccc(C)c(C2=NN(C(=O)NCCC3CCN(c4ncccn4)CC3)CC2)c1,O=C(NCCC1CCN(c2ncccn2)CC1)N1CCC(c2ccccc2)=N1,1,0.7642,5.8108,0.17,0,1,406.53,3.52,1,5,5,73.72
O=C(COc1ccccc1)N1CCCCC1c1cc(-c2ccccn2)[nH]c(=NN2CCCC2)n1,O=C(COc1ccccc1)N1CCCCC1c1cc(-c2ccccn2)[nH]c(=NN2CCCC2)n1,1,0.7653,5.8246,0.1915,0,1,458.57,3.52,1,6,6,86.71
c1ccc(C2CCN(c3nccc(-c4ccc5c(c4)OCO5)n3)CC2)cc1,c1ccc(C2CCN(c3nccc(-c4ccc5c(c4)OCO5)n3)CC2)cc1,1,0.7655,5.8282,0.1957,0,1,359.43,4.26,0,5,3,47.48
COc1ccc(N2CCC3(CCC(=O)N(C4CC4)C3)c3c(C)ccnc32)cc1,O=C1CCC2(CCN(c3ccccc3)c3ncccc32)CN1C1CC1,1,0.7743,5.9464,0.1786,0,1,377.49,3.96,0,4,3,45.67
COCC1CN(c2cc3c(cn2)CCN(C(=O)c2cc4cc(Cl)ccc4[nH]2)C3)C1,O=C(c1cc2ccccc2[nH]1)N1CCc2cnc(N3CCC3)cc2C1,1,0.7743,5.9464,0.2157,0,1,410.91,3.5,1,4,4,61.46
N#Cc1ccc(-n2nc(C(=O)O)cc2-c2ccc(N3CC4(CCNCC4)C3)cc2)cc1,c1ccc(-n2nccc2-c2ccc(N3CC4(CCNCC4)C3)cc2)cc1,1,0.7756,5.9647,0.2817,0,1,413.48,3.3,2,5,4,94.18
CCN(CC)CCOC(O)c1cc(O)n(N2C(=O)c3c(OC)cc(OC)c(C)c3C2=O)c1,O=C1c2ccccc2C(=O)N1n1cccc1,1,0.7764,5.9758,0.11,0,1,447.49,1.8,2,8,10,113.7
CCCOc1ccc2nc(-c3ccco3)cc(C(=O)NCC3CCNCC3)c2c1,O=C(NCC1CCNCC1)c1cc(-c2ccco2)nc2ccccc12,1,0.7764,5.9762,0.1481,0,1,393.49,4.01,2,5,7,76.39
CC(=O)c1c2cc3c(c(C)c4c-2c([nH]c(=CCC(C)C)c4=O)oc1O)OCC3,C=c1[nH]c2occc3cc4c(cc(c2-3)c1=O)OCC4,1,0.7766,5.9785,0.1182,0,1,381.43,3.49,2,5,3,92.53
Cc1c[n+](Cc2cc(N(C)C)ccc2OCCC2COc3ccccc3O2)cs1,c1ccc(OCCC2COc3ccccc3O2)c(C[n+]2ccsc2)c1,1,0.7777,5.9943,0.1193,0,1,411.55,4.07,0,5,7,34.81
Cc1ccc(N=C(NC#N)Nc2ccc(C(=O)N3CCC4(CC3)OCCO4)c(Cl)c2)cc1,O=C(c1ccc(NC=Nc2ccccc2)cc1)N1CCC2(CC1)OCCO2,1,0.7804,6.0305,0.1636,0,1,453.93,3.8,2,5,3,98.98
CC(C)CN(Cc1cccc(C#N)c1)C(=O)C1CCN(Cc2cc3c(cc2Cl)OCO3)C1,O=C(NCc1ccccc1)C1CCN(Cc2ccc3c(c2)OCO3)C1,1,0.7846,6.0894,0.1963,0,1,453.97,4.45,0,5,7,65.8
Cn1nc(Cc2ccccc2)cc(N2CCC3(CN(Cc4cccc(F)c4F)C3)C2)c1=O,O=c1[nH]nc(Cc2ccccc2)cc1N1CCC2(CN(Cc3ccccc3)C2)C1,1,0.7846,6.0894,0.2632,0,1,436.51,3.36,0,4,5,41.37
FC(F)(F)COc1cnc(N2CCC3(CN(Cc4ccccc4)C3)C2)c(Cl)c1,c1ccc(CN2CC3(CCN(c4ccccn4)C3)C2)cc1,1,0.7846,6.0894,0.2989,0,1,411.86,4.39,0,4,5,28.6
COc1ccc2cccc(C(=O)N3CC4(CCN(c5cncc(C#CC6CC6)c5)C4)C3)c2c1,O=C(c1cccc2ccccc12)N1CC2(CCN(c3cncc(C#CC4CC4)c3)C2)C1,1,0.7846,6.0894,0.4872,1,1,437.54,4.36,0,4,3,45.67
CCOC(=O)c1c(-c2sccc2NC(=O)c2ccccc2[N+](=O)[O-])[nH]c2ccc(C)cc2c1=O,O=C(Nc1ccsc1-c1cc(=O)c2ccccc2[nH]1)c1ccccc1,1,0.7849,6.0941,0.1624,0,1,477.5,4.9,2,7,6,131.4
COc1ccc(C(SCCN)(c2ccccc2)c2cccs2)cc1,c1ccc(C(c2ccccc2)c2cccs2)cc1,1,0.7879,6.1365,0.122,0,1,355.53,4.74,1,4,7,35.25
CC(C)Oc1ccc(-n2nnc3c2CCN(c2ncccc2C#N)C3)cc1C#N,c1ccc(-n2nnc3c2CCN(c2ccccn2)C3)cc1,1,0.789,6.1513,0.1474,0,1,385.43,2.76,0,7,4,103.65
O=C(NC1CC1)c1ccnc(N2CCCC(C(=O)c3ccc(F)cc3)C2)c1,O=C(NC1CC1)c1ccnc(N2CCCC(C(=O)c3ccccc3)C2)c1,1,0.7933,6.2134,0.2024,0,1,367.42,3.21,1,4,5,62.3
O=C(CCCc1c[nH]c2ccccc12)NCC1(N2CCCCC2)CCCCC1,O=C(CCCc1c[nH]c2ccccc12)NCC1(N2CCCCC2)CCCCC1,1,0.7955,6.2441,0.3333,0,1,381.56,4.8,2,2,7,48.13
O=C(N=c1[nH]cc[nH]1)C1(CCCCCCN2CCC(c3ccccc3)CC2)CCOC1,O=C(N=c1[nH]cc[nH]1)C1(CCCCCCN2CCC(c3ccccc3)CC2)CCOC1,1,0.7955,6.2441,0.18,0,1,424.59,4.01,2,3,9,73.48
Cc1[nH]c(=N)nc2c1c(=O)cc(CN1CCC3(CC1)OCCO3)n2C(C)C,N=c1nc2[nH]c(CN3CCC4(CC3)OCCO4)cc(=O)c2c[nH]1,1,0.7955,6.2441,0.1649,0,1,373.46,1.43,2,6,3,96.23
O=C(c1ccc(-c2cc(=NC3CC3)[nH]c3ccccc23)cc1)N(CC1CCNCC1F)C1CC1,O=C(c1ccc(-c2cc(=NC3CC3)[nH]c3ccccc23)cc1)N(CC1CCNCC1)C1CC1,1,0.7998,6.3073,0.1466,0,1,458.58,4.45,2,3,6,60.49
COc1ccc(-c2nc(CN(C)CC3CCOC3)co2)cc1,c1ccc(-c2nc(CNCC3CCOC3)co2)cc1,1,0.8031,6.3546,0.1136,0,1,302.37,2.82,0,5,6,47.73
COc1ccc(CN(Cc2ccc(Br)cc2)C(=S)NCC2CCCO2)cc1,S=C(NCC1CCCO1)N(Cc1ccccc1)Cc1ccccc1,1,0.8031,6.3546,0.1111,0,1,449.41,4.51,1,3,7,33.73
O=C1CCC(c2ccc(OCCCN3CCCC3CO)cc2)CN1CCc1ccc(F)cc1,O=C1CCC(c2ccc(OCCCN3CCCC3)cc2)CN1CCc1ccccc1,1,0.8058,6.3943,0.1635,0,1,454.59,4.0,1,4,10,53.01
COc1cc(CNC(=O)Cn2c(C3CCNCC3)nc3cnccc32)ccc1Cl,O=C(Cn1c(C2CCNCC2)nc2cnccc21)NCc1ccccc1,1,0.8068,6.4097,0.1574,0,1,413.91,2.88,2,5,6,81.07
COC(=O)c1cccc(OCCn2c3ccccc3c(=O)n2Cc2cccnc2C)c1,O=c1c2ccccc2n(CCOc2ccccc2)n1Cc1cccnc1,1,0.8227,6.6478,0.1553,0,1,417.47,3.42,0,5,7,75.35
CCOC(=O)c1c(C#Cc2ccccc2)[nH]c2cc(OC)c(OC)cc2c1=O,O=c1cc(C#Cc2ccccc2)[nH]c2ccccc12,1,0.8227,6.6478,0.2346,0,1,377.4,3.12,1,5,4,77.62
COc1cc(OC)cc(N(CCCN)c2ccc3ncc(-c4cnn(CCO)c4)nc3c2)c1,c1ccc(Nc2ccc3ncc(-c4cn[nH]c4)nc3c2)cc1,1,0.8227,6.6478,0.1111,0,1,448.53,2.99,2,8,10,111.55
COc1cc(N=c2nc(N(CC3CC3)C(=O)c3ccc4c(c3)OCCO4)cc[nH]2)ccn1,O=C(c1ccc2c(c1)OCCO2)N(CC1CC1)c1cc[nH]c(=Nc2ccncc2)n1,1,0.8227,6.6478,0.1835,0,1,433.47,2.87,1,7,6,101.93
CCOc1cc(-c2cc(C)no2)ccc1NC(=O)CSc1nnnn1-c1ccccc1OC,O=C(CSc1nnnn1-c1ccccc1)Nc1ccc(-c2ccno2)cc1,1,0.8227,6.6478,0.1456,0,1,466.52,3.76,1,9,9,117.19
CCOC(=O)c1cc(N2CC3(CCN(Cc4ccccc4OC)C3)C2)cs1,c1ccc(CN2CCC3(C2)CN(c2ccsc2)C3)cc1,1,0.824,6.6681,0.2857,0,1,386.52,3.65,0,6,6,42.01
Cc1cc(F)ccc1OCCN(C(=O)C1CN(C2CC2)CC12CCOCC2)C1CC1,O=C(C1CN(C2CC2)CC12CCOCC2)N(CCOc1ccccc1)C1CC1,1,0.8246,6.6768,0.2174,0,1,416.54,3.39,0,4,7,42.01
O=C(CN1CCn2c1nc(N1CCC3CC3C1)cc2=O)c1ccc(=S)[nH]c1,O=C(CN1CCn2c1nc(N1CCC3CC3C1)cc2=O)c1ccc(=S)[nH]c1,1,0.8246,6.6768,0.1518,0,1,383.48,1.85,1,6,4,74.23
COc1cc(-c2cn3nc(Cc4ccc(Cl)cc4)sc3n2)cc(OC)c1OC,c1ccc(Cc2nn3cc(-c4ccccc4)nc3s2)cc1,1,0.8363,6.8597,0.1264,0,1,415.9,4.73,0,6,6,57.88
O=C(CC(F)(F)F)N1CC2(CCN(c3ccc(C#Cc4ccccc4)cn3)C2)C1,C(#Cc1ccc(N2CCC3(CNC3)C2)nc1)c1ccccc1,1,0.839,6.9032,0.4507,0,1,399.42,3.47,0,3,2,36.44
CCCn1cc(-c2nc(COc3ccc(OC)cc3C3CCNC3)cs2)cn1,c1ccc(C2CCNC2)c(OCc2csc(-c3cn[nH]c3)n2)c1,1,0.8425,6.9584,0.1308,0,1,398.53,4.08,1,6,8,61.2
COc1ccc(CN2CCc3ncnc(N(C)C)c3CC2)cc1OC,c1ccc(CN2CCc3cncnc3CC2)cc1,1,0.8425,6.9584,0.1667,0,1,342.44,2.16,0,6,5,50.72
COc1ccccc1OCCNCC1CCCN(C)C1,c1ccc(OCCNCC2CCCNC2)cc1,1,0.8425,6.9584,0.1839,0,1,278.4,2.01,1,4,7,33.73
COc1c(C)cc2c(c1C)OC(CNCCCn1ccnc1)C2,c1ccc2c(c1)CC(CNCCCn1ccnc1)O2,1,0.8425,6.9584,0.1354,0,1,315.42,2.49,1,4,7,48.31
COC(=O)N1CCC(N2CCCC(C(=O)c3cccc(OC(C)C)c3)C2)CC1,O=C(c1ccccc1)C1CCCN(C2CCNCC2)C1,1,0.8463,7.02,0.1899,0,1,388.51,3.6,0,5,5,59.08
COc1ccccc1CC1CCN(C2CCN(C(=O)OC(C)(C)C)CC2)CC1,c1ccc(CC2CCN(C3CCNCC3)CC2)cc1,1,0.8463,7.02,0.2958,0,1,388.55,4.35,0,4,4,42.01
CCOc1cc(NC(=O)c2cc(N3CCCC3=O)cn2C)cnc1N1CCc2ccccc2C1,O=C(Nc1ccc(N2CCc3ccccc3C2)nc1)c1cc(N2CCCC2=O)c[nH]1,1,0.8481,7.049,0.1818,0,1,459.55,3.76,1,5,6,79.7
Clc1cc(Cl)c(-c2cc(CNC3CCCC3)no2)c(OCCN2CCOCC2)c1,c1ccc(-c2cc(CNC3CCCC3)no2)c(OCCN2CCOCC2)c1,1,0.8496,7.0725,0.1212,0,1,440.37,4.39,1,6,8,59.76
C#Cc1cccc(NC(=O)c2ccc(C)c(NC(=O)C3(c4cc(=NC5CCOC5)[nH]cn4)CC3)c2)c1,O=C(Nc1ccccc1)c1cccc(NC(=O)C2(c3cc(=NC4CCOC4)[nH]cn3)CC2)c1,1,0.8497,7.0741,0.1468,0,1,481.56,3.31,3,5,6,108.47
COc1cc(C(=O)N2CCC(C(N)c3ccccc3)CC2)ccc1OC1CCN(C(C)=O)CC1,O=C(c1ccc(OC2CCNCC2)cc1)N1CCC(Cc2ccccc2)CC1,1,0.8518,7.1094,0.1868,0,1,465.59,3.64,1,5,6,85.1
CS(=O)(=O)Nc1cccc(Oc2ccc3c(c2)CC(C2CCCCC2)O3)c1,c1ccc(Oc2ccc3c(c2)CC(C2CCCCC2)O3)cc1,1,0.8521,7.1139,0.1205,0,1,387.5,4.73,1,4,5,64.63
CC(C)N1CC2(CCN(c3noc(-c4nnnn4Cc4ccccc4F)n3)CC2)C1,c1ccc(Cn2nnnc2-c2nc(N3CCC4(CC3)CNC4)no2)cc1,1,0.8522,7.1156,0.2,0,1,412.47,2.22,0,8,5,89.0
O=C1NCN(c2ccccc2)C12CCN(CC1COc3ccccc3O1)CC2,O=C1NCN(c2ccccc2)C12CCN(CC1COc3ccccc3O1)CC2,1,0.8528,7.1256,0.1711,0,1,379.46,2.25,1,5,3,54.04
N#CC1CCN(c2nccnc2C2CN(c3ccc4ccccc4n3)C2)CC1,c1ccc2nc(N3CC(c4nccnc4N4CCCCC4)C3)ccc2c1,1,0.8533,7.1338,0.15,0,1,370.46,3.37,0,6,3,68.94
[O-][n+]1ccccc1C1CCN(CCc2cncc(OC3CCOCC3)c2)CC1,c1ccc(C2CCN(CCc3cncc(OC4CCOCC4)c3)CC2)[nH+]c1,1,0.8533,7.1338,0.1959,0,1,383.49,2.69,0,5,6,61.53
O=C1NCCC12CCN(c1cncc(C#Cc3cccc(N4CCCC4)n3)c1)CC2,O=C1NCCC12CCN(c1cncc(C#Cc3cccc(N4CCCC4)n3)c1)CC2,1,0.8533,7.1338,0.3971,0,1,401.51,2.58,1,5,2,61.36
O=c1c(NC2CCCCC2)c(N2CCC(c3ccc(Cl)c(Cl)c3)CC2)c1=O,O=c1c(NC2CCCCC2)c(N2CCC(c3ccccc3)CC2)c1=O,1,0.8533,7.1338,0.1099,0,1,407.34,4.72,1,4,4,49.41
OC(COCc1ccc(Cl)c(Cl)c1)CN1CCC2(CC1)CCN(c1ccncc1)C2,c1ccc(COCCCN2CCC3(CC2)CCN(c2ccncc2)C3)cc1,1,0.8533,7.1338,0.2564,0,1,450.41,4.26,1,5,7,48.83
COC1Cc2ccccc2C2(CCN(CCCCn3nnc4ccccc43)CC2)O1,c1ccc2c(c1)CCOC21CCN(CCCCn2nnc3ccccc32)CC1,1,0.8533,7.1338,0.1717,0,1,406.53,3.75,0,5,6,52.41
Cc1c(C(O)CN2CCC3(CC2)CCN(c2ncccn2)C3)ccc2c(O)occ12,c1cnc(N2CCC3(CCN(CCc4ccc5cocc5c4)CC3)C2)nc1,1,0.8533,7.1338,0.2222,0,1,408.5,3.26,2,7,4,85.86
COc1ccc(CCN2CCC3(CC2)CCN(C(=O)c2ccc(Cl)cc2)C3)cc1,O=C(c1ccccc1)N1CCC2(CCN(CCc3ccccc3)CC2)C1,1,0.8533,7.1338,0.2644,0,1,412.96,4.52,0,3,5,32.78
c1ccc2c(c1)CCN(c1cc(N3CCCCC3)nc(N3CCCCC3)n1)C2,c1ccc2c(c1)CCN(c1cc(N3CCCCC3)nc(N3CCCCC3)n1)C2,1,0.8533,7.1338,0.1719,0,1,377.54,4.02,0,5,3,35.5
Cc1[nH]c(=NC(=O)c2ccco2)sc1-c1ncc([N+](=O)[O-])n1C,O=C(N=c1[nH]cc(-c2ncc[nH]2)s1)c1ccco1,1,0.8541,7.147,0.1739,0,1,333.33,2.03,1,6,3,119.32
O=C(CCc1ccnc(N2CCCC2c2ccccc2F)c1)c1cnccn1,O=C(CCc1ccnc(N2CCCC2c2ccccc2)c1)c1cnccn1,1,0.8552,7.1643,0.202,0,1,376.44,4.17,0,5,6,58.98
CC(=NNC(=O)c1ccc2c(c1)OCO2)c1ccc([N+](=O)[O-])o1,O=C(NN=Cc1ccco1)c1ccc2c(c1)OCO2,1,0.8565,7.1857,0.25,0,1,317.26,2.07,1,7,4,116.2
CN1CC2CCN(C3CCN(CCc4ccccc4)CC3)CC2(O)C(O)C1O,c1ccc(CCN2CCC(N3CCC4CNCCC4C3)CC2)cc1,1,0.8572,7.1982,0.2247,0,1,389.54,0.37,3,6,4,70.41
