canonical_smiles,Input_SMILES,SMILES_state,Tanimoto,NLL,qsar_model_count,qsar_models_used,pred_logIC50_uM,pred_ic50_uM,pred_pIC50,pred_logIC50_uM_ensemble_mean,pred_logIC50_uM_ensemble_std,pred_ic50_uM_ensemble_mean,pred_ic50_uM_ensemble_std,pred_pIC50_ensemble_mean,pred_pIC50_ensemble_std,pred_ic50_uM_lower95,pred_ic50_uM_upper95,pred_pIC50_lower95,pred_pIC50_upper95,pred_pIC50_uncertainty,pred_cLogP,pred_logS_ESOL,pred_Solubility_ESOL_mol_per_L,pred_Solubility_ESOL_class,pred_MetStab_Clearance_Microsome_AZ,pred_MetStab_Clearance_Hepatocyte_AZ,pred_MetStab_Half_Life_Obach,PAINS_alert,BRENK_alert,NIH_alert,AMES,ClinTox,DILI,Carcinogens_Lagunin,hERG,CYP1A2_Veith,CYP2C19_Veith,CYP2C9_Veith,CYP2D6_Veith,CYP3A4_Veith,HIA_Hou,Bioavailability_Ma,PAMPA_NCATS,Pgp_Broccatelli,Caco2_Wang,PPBR_AZ,VDss_Lombardo,molecular_weight,logP,QED,Lipinski,sa_score,sa_accessibility,liability_alert_count,passes_qsar_uncertainty,passes_optimal
CCCCC#Cc1cc(C#N)cc(N2CCC3(CN(C(=O)c4cc(N)cc([N+](=O)[O-])c4)C3)C2)n1,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,1,0.5555555555555556,10.35,5,KNN | KNN | DT | LGBM | ET,0.2546435817310873,1.797395217266017,5.745356418268913,0.9490477680685252,0.645608364834293,19.69167417364944,18.368600707741233,5.050952231931475,0.645608364834293,0.48267563098497734,163.8476297363782,3.785559836856261,6.316344627006689,0.645608364834293,3.337880000000001,-5.380202550437045,4.166750052497886e-06,Moderately Soluble,38.83727,27.846125,54.71383,0,5,0,0.7050535,0.13590047,0.9692953,0.114777744,0.6722616,0.062094726,0.34343442,0.5287976,0.049341623,0.81577265,0.9988241,0.79739296,0.9129696,0.8404393,-4.509645,100.863525,5.058473,458.5220000000002,3.337880000000001,0.2390767877123571,4.0,3.6664138799415653,0.7037317911176039,5,0,1
CC(C)C(O)C#Cc1cncc(N2CCC3(CN(C(=O)c4cc(Cl)cc([N+](=O)[O-])c4)C3)C2)c1,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,1,0.5867768595041323,10.9,5,KNN | KNN | DT | LGBM | ET,0.4207212335521989,2.6346397112819764,5.579278766447801,1.2498771838104732,0.669322742857155,53.62618132645359,74.90665211751555,4.750122816189527,0.669322742857155,0.8669710741647104,364.5438364843289,3.438250240189503,6.061995392189551,0.669322742857155,3.3641000000000023,-5.476569658956611,3.3375696769836663e-06,Moderately Soluble,38.92006,28.067743,50.182976,0,3,0,0.36077747,0.1873711,0.91216296,0.10093789,0.7082279,0.038782045,0.3893308,0.52060515,0.101530895,0.86830455,0.9993235,0.7922215,0.8820449,0.7698652,-4.7804136,95.192726,9.003217,468.94100000000014,3.3641000000000023,0.4192999902773434,4.0,4.034490297972256,0.662834411336416,3,0,1
CC(C)CC#Cc1cccc(N2CCC3(CN(C(=O)c4cc(N)cc([N+](=O)[O-])c4)C3)C2)n1,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,1,0.4615384615384615,11.29,5,KNN | KNN | DT | LGBM | ET,0.4207212335521989,2.6346397112819764,5.579278766447801,1.2740749645310723,0.6863185376575185,55.595956179166556,74.3451132425783,4.7259250354689275,0.6863185376575185,0.8489666510858511,416.1590067699853,3.3807407016601916,6.071109369277664,0.6863185376575185,3.3221000000000016,-5.215939761173301,6.082193585091452e-06,Moderately Soluble,46.724655,36.455757,46.582397,0,4,0,0.7637652,0.23437674,0.91992474,0.13822238,0.8007561,0.16159114,0.5416578,0.5292078,0.12536277,0.8028959,0.9995836,0.802207,0.94801605,0.8215372,-4.573566,101.14311,5.896797,433.51200000000017,3.3221000000000016,0.34316513993334824,4.0,3.5314520216126155,0.7187275531541538,4,0,1
CNc1cc(C(=O)N2CC3(CCN(c4cncc(C#CC(C)C)c4)C3)C2)cc([N+](=O)[O-])c1,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,1,0.5966386554621849,11.42,5,KNN | KNN | DT | LGBM | ET,0.4207212335521989,2.6346397112819764,5.579278766447801,1.1596724078021523,0.7092919537219596,50.614248264442985,75.6657212165512,4.8403275921978475,0.7092919537219596,0.5881121862670307,354.7191516407892,3.4501153629028067,6.230539821492888,0.7092919537219596,3.3915000000000024,-5.26741193346576,5.4024165423285076e-06,Moderately Soluble,38.89808,32.42552,41.12838,0,3,0,0.6041061,0.24462302,0.9147746,0.08793838,0.83780736,0.13103878,0.58372223,0.6668354,0.11485244,0.9488689,0.99984396,0.79951584,0.9486637,0.84236974,-4.9142137,92.94078,10.321246,433.5120000000002,3.3915000000000024,0.4514917003009575,4.0,3.5443476136610172,0.7172947095932203,3,0,1
Cc1cc(N2CCC3(CN(C(=O)c4cc(N)cc([N+](=O)[O-])c4)C3)C2)cnc1C#CCCCCO,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,1,0.5934959349593496,11.33,5,KNN | KNN | DT | LGBM | ET,0.4207212335521989,2.6346397112819764,5.579278766447801,1.237499543745622,0.7162543860750246,53.97444219690677,74.19392844841231,4.762500456254378,0.7162543860750246,0.68177480375893,437.8830560752115,3.3586418595473297,6.166359052961426,0.7162543860750246,2.7470200000000013,-4.971700779416659,1.0673312387493695e-05,Moderately Soluble,20.069572,19.655422,41.79818,0,5,0,0.7440418,0.17319961,0.91460866,0.09547262,0.7119875,0.040500082,0.4377417,0.47438383,0.07728447,0.87586355,0.9984244,0.75001323,0.8933377,0.7972062,-4.9262476,93.106476,9.147972,463.5380000000004,2.7470200000000013,0.2217569456273805,4.0,3.629921248362618,0.7077865279597091,5,0,1
CCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc(N)cc([N+](=O)[O-])c4)C3)C2)n1,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,1,0.6440677966101694,9.89,5,KNN | KNN | DT | LGBM | ET,0.4207212335521989,2.6346397112819764,5.579278766447801,1.0894821775627868,0.7403312662600067,48.076603105559315,76.29562562620615,4.910517822437213,0.7403312662600067,0.4349435508417654,347.16142266300045,3.4594685405676002,6.361567104306826,0.7403312662600067,3.2513000000000005,-5.250989902226926,5.610610211003786e-06,Moderately Soluble,42.976234,34.485023,42.931557,0,5,0,0.57603925,0.18977143,0.96054614,0.097550675,0.85046166,0.3251437,0.76028454,0.86256915,0.11276237,0.9763333,0.9999669,0.78992885,0.97176754,0.89124584,-4.782544,100.45372,5.8059816,448.5270000000002,3.2513000000000005,0.23683565057083394,4.0,3.5853183098658654,0.7127424100149038,5,0,1
CC(C)C(=O)Nc1cc(CN2CC3(CCN(c4cncc(C#CCO)c4)C3)C2)cc([N+](=O)[O-])c1,CCCCCCC#Cc1cncc(N2CCC3(CN(Cc4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,1,0.6033057851239669,8.74,5,KNN | KNN | DT | LGBM | ET,0.4207212335521989,2.6346397112819764,5.579278766447801,1.1953383326196776,0.7484032235012458,53.10727340196345,74.56637704957406,4.804661667380323,0.7484032235012458,0.5351407396305526,459.41868107477046,3.3377913493178806,6.271531985442764,0.7484032235012458,2.6404000000000014,-4.892623502618072,1.2804909027867778e-05,Moderately Soluble,28.315685,13.370066,44.085335,0,3,0,0.42331082,0.5181054,0.8101571,0.18143435,0.8934514,0.06546073,0.39048892,0.5717319,0.29365635,0.87515604,0.9942683,0.76333874,0.6649877,0.76777744,-5.2673974,89.63617,9.325454,463.53800000000024,2.6404000000000014,0.3847772012415735,4.0,3.4628564710346836,0.7263492809961463,3,0,1
CCC(C)C#Cc1cncc(N2CCC3(CN(C(=O)c4cc(N)cc([N+](=O)[O-])c4)C3)C2)c1,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,1,0.6239316239316239,7.79,5,KNN | KNN | DT | LGBM | ET,0.4207212335521989,2.6346397112819764,5.579278766447801,1.1010986149840865,0.7505449527268538,49.15341339572601,76.03447276880152,4.898901385015914,0.7505449527268538,0.42660948554490136,373.39347318255915,3.4278332776712803,6.369969492360547,0.7505449527268538,3.3221000000000016,-5.215939761173301,6.082193585091452e-06,Moderately Soluble,31.899792,25.70929,42.728035,0,4,0,0.5670208,0.22026709,0.91207016,0.08273282,0.8286786,0.10646297,0.6193522,0.7318945,0.12891029,0.95927894,0.99980277,0.75564027,0.9349682,0.8558219,-4.818291,94.45195,8.537554,433.51200000000017,3.3221000000000016,0.34316513993334824,4.0,4.041791220449001,0.6620231977278888,4,0,1
CCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc(N)cc([N+](=O)[O-])c4)C3)C2)c1,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,1,0.7685185185185185,2.8,5,KNN | KNN | DT | LGBM | ET,0.4207212335521989,2.6346397112819764,5.579278766447801,1.0419202754552284,0.7651771522401469,47.29585719623411,76.68581794464112,4.958079724544771,0.7651771522401469,0.34847614766665386,348.0707217953223,3.4583325061540835,6.457826942935459,0.7651771522401469,3.4662000000000015,-5.319363432139666,4.793321595802333e-06,Moderately Soluble,38.25124,34.256702,42.67406,0,5,0,0.56828034,0.23421839,0.9264919,0.07704042,0.8519454,0.15603247,0.628715,0.7536036,0.11655255,0.9704455,0.99988997,0.78353405,0.95196533,0.8813807,-4.78674,98.07588,7.3760757,433.51200000000017,3.4662000000000015,0.25447386960465257,4.0,3.4731771210076037,0.7252025421102662,5,0,1
CCCCC#Cc1cncc(N2CCC3(CN(Cc4cc([N+](=O)[O-])cc(S(=O)(=O)N(C)C)c4)C3)C2)c1,CCCCCCC#Cc1cncc(N2CCC3(CN(Cc4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,1,0.7008547008547008,10.45,5,KNN | KNN | DT | LGBM | ET,0.4651304597910375,2.9183035254613956,5.5348695402089625,0.9970009323160607,0.592251287607766,18.652598233958138,13.659983380151274,5.002999067683939,0.592251287607766,0.6857856741628916,143.81806989620586,3.842186543972718,6.163811591395161,0.592251287607766,3.494100000000002,-5.828723649219072,1.4834617430189251e-06,Moderately Soluble,62.79464,37.008644,50.70553,0,4,0,0.35208955,0.46733943,0.8214842,0.23166537,0.9373929,0.053475343,0.47748405,0.6655544,0.41967353,0.97035015,0.9991869,0.74102867,0.8547223,0.91856384,-4.961644,98.92703,6.640058,511.64800000000025,3.494100000000002,0.23146114030489603,3.0,3.552431872690354,0.7163964585899607,4,0,1
CCCCNc1cc(C(=O)N2CC3(CCN(c4cncc(C#CCCO)c4)C3)C2)cc([N+](=O)[O-])c1,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,1,0.7241379310344828,11.4,5,KNN | KNN | DT | LGBM | ET,0.489402782258008,3.086048749791668,5.510597217741992,1.066193582149332,0.42255768535455446,17.155820420346096,12.16678732610722,4.933806417850668,0.42255768535455446,1.7297387665908617,78.41635394722465,4.105593354555741,5.762019481145595,0.42255768535455446,3.2882000000000025,-5.454651456297841,3.5103348339458725e-06,Moderately Soluble,48.669273,36.950855,45.35565,0,4,0,0.43857592,0.27928573,0.9224075,0.112092435,0.84026223,0.050337654,0.4983067,0.69676155,0.1462956,0.94861287,0.998942,0.7565856,0.87294644,0.8922203,-5.092572,96.34782,11.776552,477.5650000000003,3.2882000000000025,0.259682015553043,4.0,3.482821329512884,0.7241309633874573,4,0,1
COc1cncc(C#Cc2cncc(N3CCC4(CN(C(=O)c5cc(N)cc([N+](=O)[O-])c5)C4)C3)c2)c1,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,1,0.5378787878787878,10.42,5,KNN | KNN | DT | LGBM | ET,0.4981647831159991,3.148942881873351,5.501835216884001,1.0126676668022365,0.5181566254379079,17.816191297934555,14.39405025963969,4.987332333197763,0.5181566254379079,0.9933005614338235,106.72217133062998,3.971745347339464,6.002919319056063,0.5181566254379079,2.727900000000001,-5.1658527282502815,6.8257011834284025e-06,Moderately Soluble,29.101038,26.79092,49.548424,0,4,0,0.3503124,0.23195378,0.9793633,0.041137576,0.879697,0.09363431,0.5110633,0.8386444,0.044471994,0.99241704,0.99997556,0.843692,0.93195665,0.87401855,-5.0222955,96.41904,4.953803,484.51600000000025,2.727900000000001,0.25915018660211286,4.0,3.5632366509708975,0.7151959276699003,4,0,1
COc1ncc(C#Cc2cncc(N3CCC4(CN(C(=O)c5cc(N)cc([N+](=O)[O-])c5)C4)C3)c2)c(C)n1,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,1,0.5298507462686567,11.01,5,KNN | KNN | DT | LGBM | ET,0.4981647831159991,3.148942881873351,5.501835216884001,0.9940288428812177,0.5294580117205471,16.741804622763357,11.746933356773793,5.005971157118783,0.5294580117205471,0.9042554603052487,107.58867173653444,3.96823345414651,6.043708860091055,0.5294580117205471,2.4313200000000004,-5.039434433771476,9.131992922461987e-06,Moderately Soluble,23.751286,21.076313,46.181374,0,4,0,0.47826505,0.22991809,0.98248494,0.05601145,0.8295797,0.053475667,0.25340396,0.60255516,0.026966,0.9802243,0.99995834,0.8761957,0.9286081,0.7159312,-4.9976244,94.31089,5.3042803,499.5310000000003,2.4313200000000004,0.24791276880253657,4.0,3.7317761989710077,0.6964693112254436,4,0,1
COc1ncc(C#Cc2cncc(N3CCC4(CN(C(=O)c5cc(N)cc([N+](=O)[O-])c5)C4)C3)c2)cn1,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,1,0.5378787878787878,8.29,5,KNN | KNN | DT | LGBM | ET,0.4981647831159991,3.148942881873351,5.501835216884001,1.0293883239876567,0.5614076712088837,19.363441622464848,14.652812442609978,4.970611676012343,0.5614076712088837,0.8492377449133607,134.81783838547582,3.8702526404429314,6.070970711581755,0.5614076712088837,2.1228999999999996,-4.723674505240616,1.8894068900767056e-05,Moderately Soluble,17.5405,15.844371,45.607338,0,4,0,0.37078124,0.24322231,0.98994255,0.045833416,0.7761283,0.02834,0.13255128,0.5071181,0.015676996,0.97133684,0.99994266,0.8901985,0.8680828,0.55187863,-5.138969,92.43982,5.144675,485.50400000000025,2.1228999999999996,0.2545360526803281,4.0,3.6521547505184087,0.7053161388312879,4,0,1
