SMILES,SMILES_state,Warheads,Linker,NLL
c1([*])ncc(C(N2CCc3cccc([*])c3C2)=O)cc1,0,C1C2(CN(c3cc(N4CC(OCCCCCC)C4)cnc3)CC2)CN1C(=O)OC(C)(C)C,c1([*])ncc(C(N2CCc3cccc([*])c3C2)=O)cc1,13.09
[*]c1ccc(NC2CCN(C(C3CCCN3C(C[*])=O)=O)CC2)cc1,0,c1ccc(C#Cc2cc(N3CCC4(CN(C(=O)c5cc([N+](=O)[O-])cc([N+]([O-])=O)c5)C4)C3)cnc2)cc1,[*]c1ccc(NC2CCN(C(C3CCCN3C(C[*])=O)=O)CC2)cc1,14.0
c1(C#C[*])ccc(Cl)c(CN2CCC(C[*])CC2)c1,0,c1c(C#Cc2ccccc2)cc(N2CCC3(CNC3)C2)cn1,c1(C#C[*])ccc(Cl)c(CN2CCC(C[*])CC2)c1,12.69
C(=O)(c1cc(C)c(C=CC(=O)Nc2nc(C)c([*])s2)cc1)NCC[*],0,n1c(N2CCC3(CN(C(=O)OC(C)(C)C)C3)C2)cccc1Br,C(=O)(c1cc(C)c(C=CC(=O)Nc2nc(C)c([*])s2)cc1)NCC[*],16.03
O=C(c1nn(-c2ccc([*])cc2)c(N)n1)NCC[*],0,c1cc(-c2cncc(N3CC4(CC3)CN(C(OC(C)(C)C)=O)C4)c2)ccc1F,O=C(c1nn(-c2ccc([*])cc2)c(N)n1)NCC[*],15.33
C1C(c2ccc(C(=O)NS(=O)(=O)c3ccc([*])cc3)cc2)CCC(C[*])C1,0,CC(C)(OC(N1CC2(C1)CCN(c1cncc(Br)c1)C2)=O)C,C1C(c2ccc(C(=O)NS(=O)(=O)c3ccc([*])cc3)cc2)CCC(C[*])C1,10.81
[*]c1ccc(N2C(c3nnc([*])[nH]3)CC2)nc1,0,c1(C#Cc2ccccc2)cncc(N2CCC3(CN(C(=O)OC(C)(C)C)C3)C2)c1,[*]c1ccc(N2C(c3nnc([*])[nH]3)CC2)nc1,11.07
[*]c1ccc(C#Cc2cc3c(nccc3[*])cc2)cc1,0,n1cc(N2CC3(CC2)CN(C(OC(C)(C)C)=O)C3)cc(N2CC(OCCCc3ccccc3)C2)c1,[*]c1ccc(C#Cc2cc3c(nccc3[*])cc2)cc1,10.9
C1(=O)C(NCc2ccc([*])cc2)C2N(C(=O)C2)C1C([*])=O,0,n1cc(N2CCC3(CN(C(CCc4c[nH]c5c4cccc5)=O)C3)C2)cc(C#CCCCCCC)c1,C1(=O)C(NCc2ccc([*])cc2)C2N(C(=O)C2)C1C([*])=O,25.82
[*]c1ccc(N2CCC(CN3CCC([*])CC3)CC2)cc1,0,C(CCCCC)C#Cc1cc(N2CC3(CC2)CN(C(=O)c2cc([N+](=O)[O-])cc([N+](=O)[O-])c2)C3)cnc1,[*]c1ccc(N2CCC(CN3CCC([*])CC3)CC2)cc1,4.54
N1(c2ccc([*])cc2)CCC(C[*])CC1,0,C1CN(c2cncc(C#CCCCCCC)c2)CC12CN(C(c1c([N+]([O-])=O)cc3c(c1)OCO3)=O)C2,N1(c2ccc([*])cc2)CCC(C[*])CC1,5.58
c1(C[*])nc(CN2CCCC(C[*])C2)c(C)o1,0,c1c(C#CCCCCCC)cncc1N1CC2(CN(C(=O)c3cc4c(cc3)OCO4)C2)CC1,c1(C[*])nc(CN2CCCC(C[*])C2)c(C)o1,9.52
c1cc([*])ccc1C1=CN(CCCNC(C2CCCN2C(=O)C[*])=O)CCC1,0,O=[N+]([O-])c1cc(CN2CC3(C2)CCN(c2cncc(C#CCCCCCC)c2)C3)cc([N+](=O)[O-])c1,c1cc([*])ccc1C1=CN(CCCNC(C2CCCN2C(=O)C[*])=O)CCC1,21.03
c1c([*])ccc(CN2CCC(C[*])CC2)c1,0,C1C2(CN(c3cc(N4CC(OCCCCCC)C4)cnc3)CC2)CN1C(=O)OC(C)(C)C,c1c([*])ccc(CN2CCC(C[*])CC2)c1,7.41
c1c([*])cc2nc(C3N(C(=O)C(N)Cc4ccc([*])cc4)=O)coc3c2c1,0,c1ccc(C#Cc2cc(N3CCC4(CN(C(=O)c5cc([N+](=O)[O-])cc([N+]([O-])=O)c5)C4)C3)cnc2)cc1,c1c([*])cc2nc(C3N(C(=O)C(N)Cc4ccc([*])cc4)=O)coc3c2c1,19.94
[*]c1nc(C2CCN(C(=O)CC[*])CC2)on1,0,c1c(C#Cc2ccccc2)cc(N2CCC3(CNC3)C2)cn1,[*]c1nc(C2CCN(C(=O)CC[*])CC2)on1,11.41
c1([*])ccc(NC(NCCN2CCC([*])CC2)=O)cc1,0,n1c(N2CCC3(CN(C(=O)OC(C)(C)C)C3)C2)cccc1Br,c1([*])ccc(NC(NCCN2CCC([*])CC2)=O)cc1,14.57
n1(C)c([*])nnc1CN1CCC([*])CC1,0,c1cc(-c2cncc(N3CC4(CC3)CN(C(OC(C)(C)C)=O)C4)c2)ccc1F,n1(C)c([*])nnc1CN1CCC([*])CC1,13.8
C1([*])CC(c2cc(C(F)(F)F)c(S(=O)(N3CCC([*])CC3)=O)cc2)C1,0,CC(C)(OC(N1CC2(C1)CCN(c1cncc(Br)c1)C2)=O)C,C1([*])CC(c2cc(C(F)(F)F)c(S(=O)(N3CCC([*])CC3)=O)cc2)C1,22.21
c1(C(=O)Nc2nn(C)c([*])c2)n(C)cc([*])c1,0,c1(C#Cc2ccccc2)cncc(N2CCC3(CN(C(=O)OC(C)(C)C)C3)C2)c1,c1(C(=O)Nc2nn(C)c([*])c2)n(C)cc([*])c1,11.06
C1CC(c2nc([*])[nH]n2)CCC1CN[*],0,n1cc(N2CC3(CC2)CN(C(OC(C)(C)C)=O)C3)cc(N2CC(OCCCc3ccccc3)C2)c1,C1CC(c2nc([*])[nH]n2)CCC1CN[*],10.91
c1(C#Cc2cc3c(nc([*])[nH]3)cc2)nc(C2CCCN2CC[*])ccc1Cl,0,n1cc(N2CCC3(CN(C(CCc4c[nH]c5c4cccc5)=O)C3)C2)cc(C#CCCCCCC)c1,c1(C#Cc2cc3c(nc([*])[nH]3)cc2)nc(C2CCCN2CC[*])ccc1Cl,19.57
c1([*])ccc(N2C(=O)CCC2C(N2CCCC2C(N2CCN([*])CC2)=O)=O)cc1,0,C(CCCCC)C#Cc1cc(N2CC3(CC2)CN(C(=O)c2cc([N+](=O)[O-])cc([N+](=O)[O-])c2)C3)cnc1,c1([*])ccc(N2C(=O)CCC2C(N2CCCC2C(N2CCN([*])CC2)=O)=O)cc1,11.05
O=S(c1ccc([*])cc1)(=O)N1CCC([*])CC1,0,C1CN(c2cncc(C#CCCCCCC)c2)CC12CN(C(c1c([N+]([O-])=O)cc3c(c1)OCO3)=O)C2,O=S(c1ccc([*])cc1)(=O)N1CCC([*])CC1,12.28
c1c([*])ccc(N2CCC(C[*])CC2)n1,0,c1c(C#CCCCCCC)cncc1N1CC2(CN(C(=O)c3cc4c(cc3)OCO4)C2)CC1,c1c([*])ccc(N2CCC(C[*])CC2)n1,9.49
O(c1ccc(C(N2CCN([*])CC2)=O)cc1)CCC[*],0,O=[N+]([O-])c1cc(CN2CC3(C2)CCN(c2cncc(C#CCCCCCC)c2)C3)cc([N+](=O)[O-])c1,O(c1ccc(C(N2CCN([*])CC2)=O)cc1)CCC[*],13.19
c1([*])ccc(C(=O)Nc2c(C)ccc([*])c2)cc1,0,C1C2(CN(c3cc(N4CC(OCCCCCC)C4)cnc3)CC2)CN1C(=O)OC(C)(C)C,c1([*])ccc(C(=O)Nc2c(C)ccc([*])c2)cc1,8.68
c12c(nc([*])o1)cc(C(N1CCC(N3CCN(CC[*])CC3)=O)c3c1cccc3)C2=O,0,c1ccc(C#Cc2cc(N3CCC4(CN(C(=O)c5cc([N+](=O)[O-])cc([N+]([O-])=O)c5)C4)C3)cnc2)cc1,c12c(nc([*])o1)cc(C(N1CCC(N3CCN(CC[*])CC3)=O)c3c1cccc3)C2=O,19.15
N1(C(c2ccc([*])nc2)=O)CCC([*])CC1,0,c1c(C#Cc2ccccc2)cc(N2CCC3(CNC3)C2)cn1,N1(C(c2ccc([*])nc2)=O)CCC([*])CC1,13.05
c1c(C)c(OCCCNC(=O)c2cccc([*])c2)cc(CC(C(F)(F)F)O[*])c1Cl,0,n1c(N2CCC3(CN(C(=O)OC(C)(C)C)C3)C2)cccc1Br,c1c(C)c(OCCCNC(=O)c2cccc([*])c2)cc(CC(C(F)(F)F)O[*])c1Cl,29.14
c12n(ncc1[*])c(C(N)=O)c(N1CCC([*])CC1)nc2,0,c1cc(-c2cncc(N3CC4(CC3)CN(C(OC(C)(C)C)=O)C4)c2)ccc1F,c12n(ncc1[*])c(C(N)=O)c(N1CCC([*])CC1)nc2,15.32
c1c(C2(S(NCc3nc([*])sc3)(=O)=O)CCC([*])CC2)ccc(F)c1,0,CC(C)(OC(N1CC2(C1)CCN(c1cncc(Br)c1)C2)=O)C,c1c(C2(S(NCc3nc([*])sc3)(=O)=O)CCC([*])CC2)ccc(F)c1,27.11
c1cc(N2C(c3noc([*])n3)CC2)ccc1[*],0,c1(C#Cc2ccccc2)cncc(N2CCC3(CN(C(=O)OC(C)(C)C)C3)C2)c1,c1cc(N2C(c3noc([*])n3)CC2)ccc1[*],15.75
c1([*])ccc(NC(=O)C2N(C(=O)C[*])CC2)cc1,0,n1cc(N2CC3(CC2)CN(C(OC(C)(C)C)=O)C3)cc(N2CC(OCCCc3ccccc3)C2)c1,c1([*])ccc(NC(=O)C2N(C(=O)C[*])CC2)cc1,17.42
c1c([*])ccc(C2CCC(NCC[*])CC2)c1,0,n1cc(N2CCC3(CN(C(CCc4c[nH]c5c4cccc5)=O)C3)C2)cc(C#CCCCCCC)c1,c1c([*])ccc(C2CCC(NCC[*])CC2)c1,8.73
[*]c1ccc(N2CCN(C(=O)CNC(C3CCCC3)=O)CC2)cc1CN1CCN(CC[*])C(=O)c2c1cccc2,0,C(CCCCC)C#Cc1cc(N2CC3(CC2)CN(C(=O)c2cc([N+](=O)[O-])cc([N+](=O)[O-])c2)C3)cnc1,[*]c1ccc(N2CCN(C(=O)CNC(C3CCCC3)=O)CC2)cc1CN1CCN(CC[*])C(=O)c2c1cccc2,28.57
C1Cc2c(=O)n(CCC3CC3)c(=O)n(C(C(=O)N3CCC(NCC[*])CC3)C)c2CC1C[*],0,C1CN(c2cncc(C#CCCCCCC)c2)CC12CN(C(c1c([N+]([O-])=O)cc3c(c1)OCO3)=O)C2,C1Cc2c(=O)n(CCC3CC3)c(=O)n(C(C(=O)N3CCC(NCC[*])CC3)C)c2CC1C[*],36.62
c1(-c2ccc([*])cc2)nn(CCCN2CCC([*])CC2)c2ccccc12,0,c1c(C#CCCCCCC)cncc1N1CC2(CN(C(=O)c3cc4c(cc3)OCO4)C2)CC1,c1(-c2ccc([*])cc2)nn(CCCN2CCC([*])CC2)c2ccccc12,10.65
N1(c2ccc(C[*])cc2)CCC([*])CC1,0,O=[N+]([O-])c1cc(CN2CC3(C2)CCN(c2cncc(C#CCCCCCC)c2)C3)cc([N+](=O)[O-])c1,N1(c2ccc(C[*])cc2)CCC([*])CC1,12.03
C1CN(C(c2cc([*])ccc2)=O)CCC1c1ccc([*])cc1,0,C1C2(CN(c3cc(N4CC(OCCCCCC)C4)cnc3)CC2)CN1C(=O)OC(C)(C)C,C1CN(C(c2cc([*])ccc2)=O)CCC1c1ccc([*])cc1,12.92
c1([*])cc2oc(=O)n(CCCN3CCN([*])CC3)c2cc1,0,c1ccc(C#Cc2cc(N3CCC4(CN(C(=O)c5cc([N+](=O)[O-])cc([N+]([O-])=O)c5)C4)C3)cnc2)cc1,c1([*])cc2oc(=O)n(CCCN3CCN([*])CC3)c2cc1,11.44
O=C(N1CCN(Cc2c(Cl)ccc([*])c2)CC1)c1ccc(C#C[*])cc1,0,c1c(C#Cc2ccccc2)cc(N2CCC3(CNC3)C2)cn1,O=C(N1CCN(Cc2c(Cl)ccc([*])c2)CC1)c1ccc(C#C[*])cc1,15.53
Brc1cc(C(=O)Nc2cc(Cl)cc([*])c2)c(OC)cc1[*],0,n1c(N2CCC3(CN(C(=O)OC(C)(C)C)C3)C2)cccc1Br,Brc1cc(C(=O)Nc2cc(Cl)cc([*])c2)c(OC)cc1[*],18.28
c1([*])cn(C)c(=O)n1Cc1cc([*])ccc1,0,c1cc(-c2cncc(N3CC4(CC3)CN(C(OC(C)(C)C)=O)C4)c2)ccc1F,c1([*])cn(C)c(=O)n1Cc1cc([*])ccc1,5.86
C(=O)(c1cc(S(C)(=O)=O)cc(C(N2CCC([*])CC2)=O)c1Cl)N1CCC([*])CC1,0,CC(C)(OC(N1CC2(C1)CCN(c1cncc(Br)c1)C2)=O)C,C(=O)(c1cc(S(C)(=O)=O)cc(C(N2CCC([*])CC2)=O)c1Cl)N1CCC([*])CC1,18.03
c12c(ccc([*])n1)c(=O)n(Cc1cc([*])ccc1)cn2,0,c1(C#Cc2ccccc2)cncc(N2CCC3(CN(C(=O)OC(C)(C)C)C3)C2)c1,c12c(ccc([*])n1)c(=O)n(Cc1cc([*])ccc1)cn2,11.03
c1([*])ccc(CN2CCC(c3nc([*])[nH]c3)CC2)c(Cl)c1,0,n1cc(N2CC3(CC2)CN(C(OC(C)(C)C)=O)C3)cc(N2CC(OCCCc3ccccc3)C2)c1,c1([*])ccc(CN2CCC(c3nc([*])[nH]c3)CC2)c(Cl)c1,12.48
