canonical_smiles,Input_SMILES,SMILES_state,Tanimoto,NLL,pred_logIC50_uM,pred_ic50_uM,pred_pIC50,pred_cLogP,pred_logS_ESOL,pred_Solubility_ESOL_mol_per_L,pred_Solubility_ESOL_class,pred_MetStab_Clearance_Microsome_AZ,pred_MetStab_Clearance_Hepatocyte_AZ,pred_MetStab_Half_Life_Obach,passes_optimal
Cn1ccnc1C#Cc1cncc(N2CCC3(CCN(C(=O)c4cc(N)cc([N+](=O)[O-])c4)C3)CC2)c1,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,1,0.5073529411764706,12.73,0.41173241210701106,2.5806696368421287,5.588267587892989,2.838000000000001,-5.245947871599682,5.676127319200485e-06,Moderately Soluble,21.761997,13.251996,58.27561,1
Cn1cc(C#Cc2cncc(N3CC4(CCN(Cc5cc(N)cc([N+](=O)[O-])c5)C4)C3)n2)cn1,CCCCCCC#Cc1cncc(N2CCC3(CN(Cc4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,1,0.4402985074626865,9.73,0.4428998747527408,2.772680797992009,5.557100125247259,1.8126,-4.228789041834607,5.904878394721227e-05,Moderately Soluble,11.669389,5.4742785,49.13984,1
COCCOCC#Cc1cncc(N2CC3(CCN(Cc4cc(N)cc([N+](=O)[O-])c4)CC3)C2)c1,CCCCCCC#Cc1cncc(N2CCC3(CN(Cc4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,1,0.53125,11.53,0.48940278019807837,3.0860487351540353,5.510597219801921,2.688900000000001,-4.935025189878806,1.1613812496379769e-05,Moderately Soluble,14.313991,6.883101,52.987244,1
O=[N+]([O-])c1cc(F)cc(CN2CC3(CCN(c4cncc(C#CC5CC5)n4)CC3)C2)c1,CCCCCCC#Cc1cncc(N2CCC3(CN(Cc4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,1,0.4166666666666667,6.69,0.5327965771977323,3.4103313486053617,5.4672034228022675,3.387800000000002,-5.190219253402384,6.453283530112254e-06,Moderately Soluble,27.666409,22.567747,57.18067,1
CC(C)OC(=O)CC[C@H](N)C(=O)N1CC2(CCN(c3cncc(C#Cc4ccccc4)c3)CC2)C1,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4ccc5c(c4)OCO5)C3)C2)c1,1,0.5739130434782609,20.67,0.5327965771977323,3.4103313486053617,5.4672034228022675,2.9693000000000005,-5.205457625097597,6.23077939310891e-06,Moderately Soluble,42.66358,44.337177,44.19613,1
COc1ncc(C#Cc2cncc(N3CCC4(CC3)CN(Cc3cc(C#N)cc([N+](=O)[O-])c3)C4)c2)cn1,CCCCCCC#Cc1cncc(N2CCC3(CN(Cc4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,1,0.4642857142857143,12.11,0.5486359202787916,3.5370070078355846,5.451364079721208,3.1622800000000018,-5.551740707930442,2.8071090999244054e-06,Moderately Soluble,21.562359,15.740916,57.701946,1
COc1cc(C(=O)N2CC3(CCN(c4cncc(C#Cc5ccccc5F)c4)CC3)C2)[nH]n1,O=C(c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1)N1CC2(CCN(c3cncc(C#Cc4ccccc4)c3)C2)C1,1,0.4873949579831932,12.3,0.5486359202787916,3.5370070078355846,5.451364079721208,3.094800000000001,-5.189822199981159,6.459186137806613e-06,Moderately Soluble,36.630314,24.757082,63.928722,1
Cn1cc(C#Cc2cncc(N3CCC(CN)(C(=O)Nc4cc(C#N)cc([N+](=O)[O-])c4)CC3)c2)cn1,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,1,0.4166666666666667,13.88,0.5531432977998904,3.573907416966345,5.44685670220011,2.1787799999999997,-4.743319404058063,1.8058455193480984e-05,Moderately Soluble,9.83405,-1.1630104,61.48456,1
O=C(Nc1cncc(N2CCC3(CC2)CN(CC2CC2)C3)c1)c1ccc2c(c1)OCO2,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4ccc5c(c4)OCO5)C3)C2)c1,1,0.4761904761904761,10.89,0.5576247392552037,3.610977141714382,5.442375260744797,3.3748000000000022,-5.170756775418761,6.749058997490423e-06,Moderately Soluble,26.516964,26.59908,41.077644,1
N#Cc1cccc(C#Cc2cncc(N3CC4(CCN(C(=O)c5cnccn5)CC4)C3)c2)c1,O=C(c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1)N1CC2(CCN(c3cncc(C#Cc4ccccc4)c3)C2)C1,1,0.4590163934426229,9.72,0.5961650761041726,3.946072644953062,5.403834923895827,2.8856800000000016,-4.978371843860476,1.0510615673033008e-05,Moderately Soluble,19.858812,22.94488,49.687862,1
N#Cc1cccc(C(=O)N2CC3(CCN(c4cncc(C#Cc5ccncc5)c4)CC3)C2)c1,O=C(c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1)N1CC2(CCN(c3cncc(C#Cc4ccccc4)c3)C2)C1,1,0.5114503816793893,6.25,0.5961650761041726,3.946072644953062,5.403834923895827,3.490680000000003,-5.420550066870141,3.797081624650471e-06,Moderately Soluble,18.266376,24.642708,51.472313,1
N#CCNC(=O)c1cccnc1N1CCC2(CC1)CN(c1ccnc(C#Cc3ccccc3)c1)C2,CC(C)(C)OC(=O)N1CC2(CCN(c3cncc(C#Cc4ccccc4)c3)C2)C1,1,0.3834586466165413,10.12,0.5961650761041726,3.946072644953062,5.403834923895827,3.236580000000002,-5.403982401497899,3.944732866171035e-06,Moderately Soluble,29.509207,16.632553,76.620346,1
N#Cc1ccc(C(=O)N2CC3(CCN(c4cc(C#Cc5cccnc5)ccn4)CC3)C2)cc1,O=C(c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1)N1CC2(CCN(c3cncc(C#Cc4ccccc4)c3)C2)C1,1,0.4142857142857143,10.33,0.5961650761041726,3.946072644953062,5.403834923895827,3.490680000000002,-5.420550066870139,3.797081624650487e-06,Moderately Soluble,22.260181,23.618847,55.995373,1
N#Cc1cccc(C(=O)N2CC3(CCN(c4cncc(C#Cc5ccccn5)c4)CC3)C2)c1,O=C(c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1)N1CC2(CCN(c3cncc(C#Cc4ccccc4)c3)C2)C1,1,0.5230769230769231,5.97,0.5961650761041726,3.946072644953062,5.403834923895827,3.490680000000003,-5.420550066870141,3.797081624650471e-06,Moderately Soluble,26.837894,32.675964,52.109215,1
N#Cc1cccc(C(=O)N2CC3(CCN(c4cncc(C#Cc5cccnc5)c4)CC3)C2)c1,O=C(c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1)N1CC2(CCN(c3cncc(C#Cc4ccccc4)c3)C2)C1,1,0.5230769230769231,5.39,0.5961650761041726,3.946072644953062,5.403834923895827,3.490680000000003,-5.420550066870141,3.797081624650471e-06,Moderately Soluble,18.995163,25.387932,42.000637,1
CC(=O)Nc1cc(N2CC3(CCN(c4cncc(C#Cc5ccccc5)c4)CC3)C2=O)ccn1,O=C(c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1)N1CC2(CCN(c3cncc(C#Cc4ccccc4)c3)C2)C1,1,0.4909090909090909,13.24,0.5961650761041726,3.946072644953062,5.403834923895827,3.468200000000002,-5.512736615360299,3.070883808992226e-06,Moderately Soluble,24.198467,28.100689,72.22886,1
N#Cc1cncc(N2CC3(CCN(c4cnc(Cl)c(C#Cc5ccncc5)c4)CC3)C2=O)c1,O=C(c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1)N1CC2(CCN(c3cncc(C#Cc4ccccc4)c3)C2)C1,1,0.376068376068376,17.71,0.5961650761041726,3.946072644953062,5.403834923895827,3.4298800000000016,-5.517033108037205,3.0406532154615044e-06,Moderately Soluble,28.776361,29.992325,78.612015,1
Cn1cnc(C#Cc2cccc(N3CC4(CCN(Cc5cc(N)cc([N+](=O)[O-])c5)CC4)C3)n2)c1,CCCCCCC#Cc1cncc(N2CCC3(CN(Cc4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,1,0.3517241379310344,11.54,0.5961650761041726,3.946072644953062,5.403834923895827,2.8077000000000014,-5.046608926217709,8.982372757313741e-06,Moderately Soluble,8.178218,3.7289453,65.301834,1
N#Cc1cccc(C(=O)N2CC3(CCN(c4ccnc(C#Cc5ccncc5)c4)CC3)C2)c1,O=C(c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1)N1CC2(CCN(c3cncc(C#Cc4ccccc4)c3)C2)C1,1,0.4142857142857143,9.05,0.5961650761041726,3.946072644953062,5.403834923895827,3.490680000000003,-5.420550066870141,3.797081624650471e-06,Moderately Soluble,14.867404,20.719707,66.27193,1
N#Cc1ccc(CN2CC3(CCN(c4cncc(C#Cc5ccccn5)c4)CC3)C2=O)cn1,O=C(c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1)N1CC2(CCN(c3cncc(C#Cc4ccccc4)c3)C2)C1,1,0.396551724137931,9.81,0.5961650761041726,3.946072644953062,5.403834923895827,2.7720800000000017,-4.890666137308592,1.2862751004188359e-05,Moderately Soluble,43.249943,45.23437,57.78181,1
N#Cc1cccnc1C(=O)N1CCC2(CC1)CN(c1ccnc(C#Cc3ccccc3)c1)C2,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4ccc5c(c4)OCO5)C3)C2)c1,1,0.4042553191489361,10.36,0.5961650761041726,3.946072644953062,5.403834923895827,3.490680000000003,-5.420550066870141,3.797081624650471e-06,Moderately Soluble,37.75666,39.785614,69.964424,1
N#Cc1ccc(C#Cc2ccc(N3CC4(CCN(C(=O)c5cccnc5)CC4)C3)nn2)cc1,O=C(c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1)N1CC2(CCN(c3cncc(C#Cc4ccccc4)c3)C2)C1,1,0.3561643835616438,11.16,0.5961650761041726,3.946072644953062,5.403834923895827,2.8856800000000016,-4.978371843860476,1.0510615673033008e-05,Moderately Soluble,9.294026,10.336953,48.918446,1
O=C(C1CCCO1)N1CCC2(CCN(c3cncc(C#Cc4ccncc4)c3)C2)C1,CC(C)(C)OC(=O)N1CC2(CCN(c3cncc(C#Cc4ccccc4)c3)C2)C1,1,0.4869565217391304,18.47,0.6051538950805846,4.028597650189411,5.394846104919416,2.4842000000000004,-4.4069274353724035,3.918073372496687e-05,Moderately Soluble,10.073771,23.500103,46.383156,1
Cc1cccc(C#Cc2ccc(N3CC4(CCN(C(=O)c5cncc(F)c5)C4)C3)nn2)c1,O=C(c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1)N1CC2(CCN(c3cncc(C#Cc4ccccc4)c3)C2)C1,1,0.4264705882352941,15.42,0.6051538950805847,4.028597650189412,5.394846104919416,3.0714200000000007,-5.076966490458226,8.375939071829223e-06,Moderately Soluble,34.228256,31.515976,52.321724,1
Cn1cc(C#Cc2cccnc2N2CC3(CCN(Cc4cc(N)cc([N+](=O)[O-])c4)C3)C2)cn1,CCCCCCC#Cc1cncc(N2CCC3(CN(Cc4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,1,0.4087591240875912,8.31,0.6051538950805847,4.028597650189412,5.394846104919416,2.4176,-4.670967264844271,2.133205698493736e-05,Moderately Soluble,15.587329,10.95432,45.726597,1
Cn1cc(C#Cc2cccc(N3CC4(CCN(C(=O)c5ccc(N)cc5)C4)C3)n2)cn1,O=C(c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1)N1CC2(CCN(c3cncc(C#Cc4ccccc4)c3)C2)C1,1,0.368,11.96,0.6051538950805848,4.028597650189413,5.394846104919415,2.1496000000000004,-4.288145328008534,5.150562624095233e-05,Moderately Soluble,15.314911,17.123951,51.72282,1
O=C(Nc1ncc(C#CCC2CC2)cn1)N1CC2(CCN(c3ccccn3)CC2)C1,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)CCc4c[nH]c5ccccc45)C3)C2)c1,1,0.3203125,16.26,0.6263690484109211,4.230279360648028,5.373630951589079,3.1575000000000015,-4.9028714174566685,1.250629252022243e-05,Moderately Soluble,58.362404,53.513863,40.87572,1
N#Cc1ccc(C(=O)N2CC3(CCN(c4cncc(C#CC5CC5)c4)CC3)C2)cn1,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc5c(cc4[N+](=O)[O-])OCO5)C3)C2)c1,1,0.4330708661417323,8.18,0.6263690484109211,4.230279360648028,5.373630951589079,2.852380000000001,-4.646821705119561,2.2551648555595108e-05,Moderately Soluble,20.705355,22.372456,43.38033,1
Cn1ccnc1C(=O)N1CCC2(CC1)CCN(c1cncc(C#CC3CC3)c1)C2,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,1,0.3833333333333333,7.4,0.6263690484109211,4.230279360648028,5.373630951589079,2.7093000000000007,-4.4791118769028415,3.318089705309894e-05,Moderately Soluble,20.289677,16.309414,40.0654,1
CCOC(=O)N1CCC2(CC1)CC(Nc1cncc(C#Cc3ccccc3)n1)CO2,CC(C)(C)OC(=O)N1CC2(CCN(c3cncc(C#Cc4ccccc4)c3)C2)C1,1,0.3934426229508196,11.08,0.6269673212607438,4.236110899890319,5.373032678739256,3.0683000000000016,-4.863063817846945,1.3706803353413452e-05,Moderately Soluble,38.304794,53.266075,55.668,1
CCOC(=O)C(=O)N1CCC2(CC1)CN(c1cncc(C#Cc3ccccc3)c1)C2,C(#Cc1cncc(N2CCC3(CNC3)C2)c1)c1ccccc1,1,0.6153846153846154,14.1,0.626967321260744,4.23611089989032,5.373032678739256,2.4733,-4.405351251909371,3.932319057925383e-05,Moderately Soluble,58.06563,60.842407,41.289925,1
O=C(NCC(=O)N1CC2(CCN(c3cncc(Cl)c3)CC2)C1)c1ccc2[nH]ccc2c1,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)CCc4c[nH]c5ccccc45)C3)C2)c1,1,0.3642857142857142,10.84,0.6540675378753535,4.5088681726736,5.3459324621246465,3.0751000000000017,-5.108379128047733,7.791496357132644e-06,Moderately Soluble,24.195356,18.081568,52.04328,1
CN(C)CCC#Cc1cncc(N2CC3(CN(C(=O)c4ccnc5[nH]ccc45)C3)C2)c1,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,1,0.4393939393939394,15.62,0.6619495963134459,4.5914472196946035,5.338050403686554,2.2234999999999996,-4.32188563659981,4.7655646259311626e-05,Moderately Soluble,14.460228,4.9930468,42.23122,1
Nc1ccc(C#Cc2cncc(N3CCC4(CC3)CC(=O)N4c3ccc(F)cc3)c2)cn1,O=C(c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1)N1CC2(CCN(c3cncc(C#Cc4ccccc4)c3)C2)C1,1,0.3859649122807017,12.94,0.664387035161298,4.617288754436569,5.335612964838702,3.3736000000000024,-5.3010855253766,4.9993607314274475e-06,Moderately Soluble,9.752965,15.124014,70.08616,1
CNc1cc(N2CC3(CCN(c4cncc(C#CCCO)c4)CC3)C2=O)cc([N+](=O)[O-])c1,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,1,0.4615384615384615,10.55,0.6646004308046102,4.619558070433945,5.33539956919539,2.3988000000000005,-4.540743236185055,2.8791000947437715e-05,Moderately Soluble,26.312336,27.540844,44.40558,1
Nn1cc(C(=O)N2CC3(CCN(c4cncc(C#CC5CC5)c4)CC3)C2)c2ccccc21,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,1,0.45,18.74,0.6886307867790415,4.882371105876463,5.311369213220958,3.2542000000000018,-5.159691633898645,6.9232237245640385e-06,Moderately Soluble,18.326204,17.654873,52.624542,1
C=CCn1cc(C#Cc2cncc(N3CCC4(CC3)CN(C(=O)CCCN3CCOCC3)C4)c2)cn1,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)CCc4c[nH]c5ccccc45)C3)C2)c1,1,0.3550724637681159,15.15,0.6886307867790415,4.882371105876463,5.311369213220958,2.4051,-4.860453310813647,1.3789441895326024e-05,Moderately Soluble,34.54053,29.694622,44.35714,1
Cn1ccnc1C#Cc1cncc(N2CCC3(CCN(Cc4cc(N)cc([N+](=O)[O-])c4)C3)CC2)c1,CCCCCCC#Cc1cncc(N2CCC3(CN(Cc4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,1,0.4598540145985401,9.43,0.6886307867790415,4.882371105876463,5.311369213220958,3.1978000000000018,-5.422619633828735,3.7790302312368078e-06,Moderately Soluble,10.963348,1.4705769,69.21619,1
Cc1ccnc(C#Cc2cncc(N3CC4(CCN(Cc5cc(N)cc([N+](=O)[O-])c5)CC4)C3)n2)c1,CCCCCCC#Cc1cncc(N2CCC3(CN(Cc4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,1,0.3916083916083916,14.71,0.6886307867790415,4.882371105876463,5.311369213220958,3.172620000000002,-5.4027892178450525,3.955585553983719e-06,Moderately Soluble,17.11913,7.4907074,71.986946,1
Cn1nccc1C(=O)N1CCC2(CC1)CCN(c1ccnc(C#Cc3cccnc3)c1)C2,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc5c(cc4[N+](=O)[O-])OCO5)C3)C2)c1,1,0.3858267716535433,13.42,0.6886307867790415,4.882371105876463,5.311369213220958,2.7426000000000013,-4.813426283313442,1.536645599797222e-05,Moderately Soluble,15.481689,13.691089,59.015923,1
O=[N+]([O-])c1cc(C#CC2CC2)cc(CN2CC3(CCN(c4ncnc5[nH]cnc45)CC3)C2)c1,CCCCCCC#Cc1cncc(N2CCC3(CN(Cc4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,1,0.3661971830985915,10.79,0.6886307867790415,4.882371105876463,5.311369213220958,3.125000000000001,-5.169794182099122,6.7640345599289085e-06,Moderately Soluble,26.203518,9.455028,77.15714,1
CC(C)(O)c1ccc(C(=O)N2CC3(CCN(c4cncc(C#Cc5cccnc5)c4)CC3)C2)cn1,O=C(c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1)N1CC2(CCN(c3cncc(C#Cc4ccccc4)c3)C2)C1,1,0.5041322314049587,10.11,0.6886307867790415,4.882371105876463,5.311369213220958,3.2414000000000023,-5.444184061539856,3.5959689944775397e-06,Moderately Soluble,16.330606,16.283085,43.687218,1
N#Cc1cccc(C#Cc2cncc(N3CCC4(CC3)CN(CCNC(=O)Nc3ccncc3)C4)c2)c1,O=C(c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1)N1CC2(CCN(c3cncc(C#Cc4ccccc4)c3)C2)C1,1,0.4093959731543624,14.11,0.6886307867790415,4.882371105876463,5.311369213220958,3.471980000000001,-5.755351969422287,1.756499500301901e-06,Moderately Soluble,13.089175,7.346446,82.84448,1
Cc1noc(C)c1C#Cc1ccnc(N2CC3(CCN(C(=O)c4c[nH]nn4)CC3)C2)c1,O=C(c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1)N1CC2(CCN(c3cncc(C#Cc4ccccc4)c3)C2)C1,1,0.2857142857142857,17.83,0.6886307867790417,4.882371105876464,5.311369213220958,1.94694,-4.1569984269324305,6.966290373815164e-05,Moderately Soluble,7.2828712,4.0888324,45.28048,1
CC#Cc1cncc(N2CCC3(CC2)CN(Cc2cc(N)cc([N+](=O)[O-])c2)C3)c1,CCCCCCC#Cc1cncc(N2CCC3(CN(Cc4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,1,0.5603448275862069,10.75,0.6957116304164612,4.962626958284848,5.3042883695835386,3.0458000000000007,-4.7495228723495355,1.7802341494078756e-05,Moderately Soluble,20.982672,18.47113,47.593235,1
O=C1Cc2cc(CN3CCC4(C3)CN(c3cncc(C#CCN5CCCC5)c3)C4)ccc2N1,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,1,0.4,15.06,0.6976196057554537,4.984477107800574,5.302380394244547,2.7358000000000002,-4.829606799518282,1.4804481461250265e-05,Moderately Soluble,6.1564116,-2.197328,42.894157,1
