canonical_smiles,Input_SMILES,SMILES_state,Tanimoto,NLL,qsar_model_count,qsar_models_used,pred_logIC50_uM,pred_ic50_uM,pred_pIC50,pred_logIC50_uM_ensemble_mean,pred_logIC50_uM_ensemble_std,pred_ic50_uM_ensemble_mean,pred_ic50_uM_ensemble_std,pred_pIC50_ensemble_mean,pred_pIC50_ensemble_std,pred_ic50_uM_lower95,pred_ic50_uM_upper95,pred_pIC50_lower95,pred_pIC50_upper95,pred_pIC50_uncertainty,pred_cLogP,pred_logS_ESOL,pred_Solubility_ESOL_mol_per_L,pred_Solubility_ESOL_class,pred_MetStab_Clearance_Microsome_AZ,pred_MetStab_Clearance_Hepatocyte_AZ,pred_MetStab_Half_Life_Obach,PAINS_alert,BRENK_alert,NIH_alert,AMES,ClinTox,DILI,Carcinogens_Lagunin,hERG,CYP1A2_Veith,CYP2C19_Veith,CYP2C9_Veith,CYP2D6_Veith,CYP3A4_Veith,HIA_Hou,Bioavailability_Ma,PAMPA_NCATS,Pgp_Broccatelli,Caco2_Wang,PPBR_AZ,VDss_Lombardo,molecular_weight,logP,QED,Lipinski,sa_score,sa_accessibility,liability_alert_count,passes_qsar_uncertainty,passes_optimal
O=[N+]([O-])c1cc(CN2CC3(CCN(c4cncc(C#Cc5ccccn5)c4)C3)C2)cc([N+](=O)[O-])c1,CCCCCCC#Cc1cncc(N2CCC3(CN(Cc4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,1,0.6583333333333333,8.03,5,KNN | KNN | DT | LGBM | ET,-0.10776255579545735,0.7802565878921075,6.107762555795457,0.1682527880551086,0.18628406875173273,1.6178463099969285,0.7275772195562755,5.831747211944891,0.18628406875173273,0.6355299373521903,3.414833732331387,5.466630437191495,6.196863986698288,0.18628406875173273,3.405100000000002,-5.57797908440674,2.642536018615744e-06,Moderately Soluble,28.533756,16.464306,71.78799,0,3,0,0.7126554,0.4039282,0.932768,0.25177702,0.90962327,0.09275787,0.55269915,0.6553168,0.32938504,0.90675896,0.9994466,0.7856483,0.8212091,0.88343793,-4.8113327,97.81917,9.302688,470.4890000000002,3.405100000000002,0.3162266505360035,4.0,3.5128654414009945,0.7207927287332228,3,1,1
O=[N+]([O-])c1cc(CN2CC3(CCN(c4cncc(C#CCC[18F])c4)C3)C2)cc([N+](=O)[O-])c1,CCCCCCC#Cc1cncc(N2CCC3(CN(Cc4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,1,0.8173076923076923,13.88,5,KNN | KNN | DT | LGBM | ET,-0.07180928019262259,0.8475995545675238,6.071809280192623,0.17715977902034566,0.2131281005353675,1.7167064298814503,0.9763318142857068,5.822840220979654,0.2131281005353675,0.5746834654434135,3.934511835590186,5.405109143930334,6.240571298028975,0.2131281005353675,3.3214000000000024,-5.241176451227245,5.738832495329005e-06,Moderately Soluble,30.19078,6.479678,51.441822,0,3,0,0.7910196,0.37123182,0.86182725,0.21885498,0.9052661,0.139379,0.59845465,0.5662783,0.41094923,0.91165,0.99970865,0.7466868,0.89032304,0.8453677,-4.740256,93.9998,8.337525,438.44993800000026,3.3214000000000024,0.3869106743622168,4.0,3.639355582546064,0.7067382686059929,3,1,1
O=[N+]([O-])c1cc(CN2CC3(CCN(c4cncc(C#CCC#CCO)c4)C3)C2)cc([N+](=O)[O-])c1,CCCCCCC#Cc1cncc(N2CCC3(CN(Cc4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,1,0.7410714285714286,11.84,5,KNN | KNN | DT | LGBM | ET,-0.0718092801926226,0.8475995545675238,6.071809280192623,0.14647251638519038,0.2185338773559315,1.6140770083629168,0.9562965868771042,5.853527483614809,0.2185338773559315,0.5225719768291762,3.7566342695896906,5.425201083997184,6.2818538832324355,0.2185338773559315,2.3476,-4.665288312304448,2.1612832500567332e-05,Moderately Soluble,21.103607,-6.418359,60.487976,0,3,0,0.75399846,0.28953534,0.85263413,0.27759707,0.88509923,0.12693721,0.71030915,0.72689587,0.5175072,0.92618686,0.99698687,0.58256084,0.7980549,0.80089456,-4.9498224,93.36178,10.311518,461.4780000000003,2.3476,0.4085640074618045,4.0,3.8111769518039136,0.6876470053551207,3,1,1
C=CCOCC#Cc1cncc(N2CCC3(CN(Cc4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,CCCCCCC#Cc1cncc(N2CCC3(CN(Cc4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,1,0.7410714285714286,13.63,5,KNN | KNN | DT | LGBM | ET,-0.0718092801926226,0.8475995545675238,6.071809280192623,0.1597792993369085,0.2202681340574718,1.6617399629550593,0.9603294815267758,5.8402207006630915,0.2202681340574718,0.5346305313926597,3.9039553512940204,5.408495157910447,6.271946243415736,0.2202681340574718,3.1644000000000014,-5.274066551582737,5.32026724881425e-06,Moderately Soluble,40.030437,20.213408,43.134666,0,5,0,0.727014,0.3758492,0.8524844,0.22518119,0.93129367,0.11280012,0.66905963,0.6742855,0.46440244,0.95688725,0.9996586,0.7044648,0.88949907,0.8802738,-4.8693833,93.4363,9.102516,463.4940000000002,3.1644000000000014,0.19277598385100903,4.0,3.683013490265452,0.7018873899705054,5,1,1
O=[N+]([O-])c1cc(CN2CC3(CCN(c4cncc(C#CCOCCF)c4)C3)C2)cc([N+](=O)[O-])c1,CCCCCCC#Cc1cncc(N2CCC3(CN(Cc4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,1,0.7567567567567568,10.64,5,KNN | KNN | DT | LGBM | ET,-0.0718092801926226,0.8475995545675238,6.071809280192623,0.18332175372406795,0.23273649147877892,1.7923749380551908,1.1443324574239286,5.816678246275932,0.23273649147877892,0.5335292456029624,4.359987829949747,5.360514722977525,6.272841769574339,0.23273649147877892,2.9479000000000015,-5.153038557963882,7.030099017899575e-06,Moderately Soluble,31.495464,5.9138207,52.82895,0,4,0,0.7600373,0.36206645,0.87855196,0.20420034,0.9210269,0.08867712,0.61143315,0.6119696,0.35878712,0.94106054,0.9997091,0.7395768,0.89505595,0.8852154,-4.872569,90.21885,10.697771,469.4730000000003,2.9479000000000015,0.2508767370131368,4.0,3.704907721034683,0.699454697662813,4,1,1
CN(C)CCC#Cc1cncc(N2CCC3(CN(Cc4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,CCCCCCC#Cc1cncc(N2CCC3(CN(Cc4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,1,0.7962962962962963,12.91,5,KNN | KNN | DT | LGBM | ET,-0.021228494891377337,0.9522950022461045,6.0212284948913775,0.1879945001413879,0.25208315228746336,1.879241567878347,1.3688703612560222,5.812005499858612,0.25208315228746336,0.49420999186626696,4.8092513838345345,5.317922521375184,6.306088478342041,0.25208315228746336,2.913500000000001,-5.098257631592993,7.975214423072613e-06,Moderately Soluble,23.025738,2.7406285,45.113056,0,3,0,0.81854784,0.52993566,0.660766,0.20198853,0.9161004,0.041081607,0.19992669,0.11482786,0.37687328,0.6384702,0.9973747,0.8260582,0.8440757,0.5555762,-5.139825,73.027245,13.617449,464.52600000000024,2.913500000000001,0.34958623311162346,4.0,3.5999727463383273,0.7111141392957414,3,1,1
O=[N+]([O-])c1cc(CN2CCC3(CCN(c4cncc(C#CCCCO)c4)C3)C2)cc([N+](=O)[O-])c1,CCCCCCC#Cc1cncc(N2CCC3(CN(Cc4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,1,0.7657657657657657,11.64,5,KNN | KNN | DT | LGBM | ET,0.018737586966826415,1.044089160329687,5.981262413033174,0.20825726182641624,0.1641364503850821,1.7375654540108567,0.6757339555278424,5.791742738173584,0.1641364503850821,0.770104780051602,3.3881661915465937,5.470035295418823,6.113450180928345,0.1641364503850821,3.1244000000000014,-5.261184730759175,5.480438003601061e-06,Moderately Soluble,18.056314,4.130071,41.911903,0,4,0,0.7641815,0.44210052,0.83312047,0.18500802,0.9348439,0.123835966,0.58577776,0.60533226,0.45834833,0.9535834,0.99977267,0.70358616,0.91388637,0.90383756,-5.2033815,84.92373,11.804136,465.51000000000033,3.1244000000000014,0.2860749268276219,4.0,3.948311897227634,0.6724097891969296,4,1,1
O=[N+]([O-])c1cc(CN2CC3(CCN(c4cncc(C#CCCl)c4)C3)C2)cc([N+](=O)[O-])c1,CCCCCCC#Cc1cncc(N2CCC3(CN(Cc4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,1,0.7884615384615384,7.96,5,KNN | KNN | DT | LGBM | ET,0.02518003784514915,1.0596929324440827,5.974819962154851,0.21680969956104704,0.21853737370744228,1.9116784325230558,1.2087109804489549,5.783190300438953,0.21853737370744228,0.6144357083750958,4.417158182557433,5.3548570479723665,6.21152355290554,0.21853737370744228,3.2006000000000014,-5.182842979460317,6.563825405844457e-06,Moderately Soluble,27.009094,9.04878,62.207306,0,4,1,0.84894687,0.31510523,0.89840156,0.26193088,0.889785,0.17501922,0.64897263,0.6169673,0.4075511,0.89437294,0.99936295,0.7090229,0.8702329,0.83289987,-4.784993,95.52875,9.754561,441.8750000000002,3.2006000000000014,0.3033234945233011,4.0,3.5705797188188377,0.7143800312423514,5,1,1
COC(C)(C)C#Cc1cncc(N2CCC3(CN(Cc4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,CCCCCCC#Cc1cncc(N2CCC3(CN(Cc4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,1,0.7079646017699115,11.71,5,KNN | KNN | DT | LGBM | ET,0.02518003784514915,1.0596929324440827,5.974819962154851,0.2189303494551594,0.2435218501062854,1.9961107635065338,1.427042346587552,5.781069650544841,0.2435218501062854,0.5516041478552045,4.968590168367926,5.303766824336521,6.25837247675316,0.2435218501062854,3.386800000000002,-5.459251521419384,3.473349443322232e-06,Moderately Soluble,27.570026,14.022903,43.22353,0,3,0,0.72465944,0.34400374,0.83491915,0.2045432,0.91040945,0.059677977,0.64490855,0.62462157,0.33464026,0.9092959,0.9995178,0.7428148,0.8855332,0.86273956,-4.905539,87.64996,9.677625,465.5100000000002,3.386800000000002,0.3622454177041751,4.0,3.694739482491311,0.7005845019454099,3,1,1
O=[N+]([O-])c1cc(CN2CC3(CCN(c4cncc(C#Cc5cccc[n+]5[O-])c4)C3)C2)cc([N+](=O)[O-])c1,CCCCCCC#Cc1cncc(N2CCC3(CN(Cc4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,1,0.6475409836065574,13.9,5,KNN | KNN | DT | LGBM | ET,0.05469086256966116,1.1342031851534902,5.945309137430339,0.25899117877194555,0.1675733478673961,1.96456671250134,0.8309690880065621,5.741008821228054,0.1675733478673961,0.8522115520922046,3.8675411266180504,5.412565059407958,6.069452583048151,0.1675733478673961,2.6435000000000013,-5.112846481880817,7.711760227700564e-06,Moderately Soluble,30.3211,14.876625,50.894962,0,5,0,0.86401635,0.35069263,0.8844698,0.36394134,0.8658546,0.0991219,0.42251873,0.45222855,0.42421237,0.64686686,0.9201559,0.6296062,0.47572803,0.60786706,-5.040164,89.568214,9.904905,486.4880000000002,2.6435000000000013,0.17673269824067755,4.0,3.8690180989346974,0.6812202112294781,5,1,1
O=[N+]([O-])c1cc(CN2CC3(CCN(c4cncc(C#CCCC#CCO)c4)C3)C2)cc([N+](=O)[O-])c1,CCCCCCC#Cc1cncc(N2CCC3(CN(Cc4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,1,0.7678571428571429,9.87,5,KNN | KNN | DT | LGBM | ET,0.05469086256966116,1.1342031851534902,5.945309137430339,0.1589728369156593,0.17861399494847321,1.583854706924371,0.7589292045019331,5.841027163084341,0.17861399494847321,0.6440052485573459,3.2289124311821924,5.4909437329853334,6.191110593183348,0.17861399494847321,2.737700000000001,-5.039638434031926,9.127704377371457e-06,Moderately Soluble,29.010351,3.5094466,54.618034,0,4,0,0.70558167,0.32427633,0.8577113,0.264958,0.90814227,0.10111455,0.6904752,0.7227948,0.50871193,0.9482819,0.9981076,0.6198807,0.8109536,0.8524656,-4.9974103,94.33339,10.410569,475.50500000000034,2.737700000000001,0.2925556300168286,4.0,3.776461888953442,0.6915042345607287,4,1,1
C=Cn1cc(C#Cc2cncc(N3CCC4(CN(C(=O)c5cc([N+](=O)[O-])cc([N+](=O)[O-])c5)C4)C3)c2)cn1,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,1,0.6532258064516129,11.22,5,KNN | KNN | DT | LGBM | ET,0.06931837226807167,1.173054992682967,5.9306816277319285,0.21294838465256624,0.11710853175252722,1.6954517522723862,0.48281913435317386,5.787051615347433,0.11710853175252722,0.9625330762319123,2.770008532863688,5.55751889311248,6.016584337582387,0.11710853175252722,2.947300000000001,-5.4068605760580235,3.918676603427721e-06,Moderately Soluble,32.87785,12.742113,59.197166,0,3,0,0.77458584,0.07392271,0.9914321,0.15340182,0.595171,0.01662829,0.32052618,0.55979526,0.0587205,0.87747127,0.99789506,0.7354323,0.7606743,0.82989156,-4.827171,97.530014,4.384734,499.48700000000025,2.947300000000001,0.2964309333429431,4.0,3.9343813764858018,0.6739576248349108,3,1,1
C=CCn1cc(C#Cc2cncc(N3CCC4(CN(C(=O)c5cc([N+](=O)[O-])cc([N+](=O)[O-])c5)C4)C3)c2)cn1,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,1,0.6507936507936508,8.56,5,KNN | KNN | DT | LGBM | ET,0.06931837226807167,1.173054992682967,5.9306816277319285,0.21876492192279057,0.1296879417253522,1.7350303436988987,0.5678608764256728,5.781235078077209,0.1296879417253522,0.921672344078743,2.9713464193952595,5.527046712295519,6.0354234438589,0.1296879417253522,3.0328000000000017,-5.554441329311632,2.789707504334213e-06,Moderately Soluble,42.03927,18.852705,50.536293,0,4,0,0.78113943,0.08290857,0.98819864,0.15131804,0.65421045,0.014424933,0.36273748,0.60693085,0.055389393,0.9299363,0.99933606,0.74974394,0.81848633,0.8411005,-4.8674927,97.5483,5.0564394,513.5140000000002,3.0328000000000017,0.21199329927550764,3.0,3.788772323212365,0.6901364085319595,4,1,1
Cc1cn(C)c(C#Cc2cncc(N3CCC4(CN(Cc5cc([N+](=O)[O-])cc([N+](=O)[O-])c5)C4)C3)c2)n1,CCCCCCC#Cc1cncc(N2CCC3(CN(Cc4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,1,0.6666666666666666,14.12,5,KNN | KNN | DT | LGBM | ET,0.06931837226807167,1.173054992682967,5.9306816277319285,0.24367192593250095,0.14644662626433813,1.8626892709701313,0.6995780488902342,5.756328074067499,0.14644662626433813,0.9049749093555711,3.3939646407799273,5.469292686589396,6.043363461545602,0.14644662626433813,3.0520200000000015,-5.410820420521832,3.883108982014694e-06,Moderately Soluble,36.109776,13.532196,62.24574,0,3,0,0.67949235,0.36627588,0.90996134,0.19342367,0.9193249,0.0653707,0.5441567,0.632129,0.32916993,0.940098,0.999728,0.7727072,0.8443592,0.86990196,-4.946028,95.28513,9.304901,487.52000000000027,3.0520200000000015,0.30561603043227614,4.0,3.8106431202151043,0.6877063199760995,3,1,1
