canonical_smiles,Input_SMILES,SMILES_state,Tanimoto,NLL,qsar_model_count,qsar_models_used,pred_logIC50_uM,pred_ic50_uM,pred_pIC50,pred_logIC50_uM_ensemble_mean,pred_logIC50_uM_ensemble_std,pred_ic50_uM_ensemble_mean,pred_ic50_uM_ensemble_std,pred_pIC50_ensemble_mean,pred_pIC50_ensemble_std,pred_ic50_uM_lower95,pred_ic50_uM_upper95,pred_pIC50_lower95,pred_pIC50_upper95,pred_pIC50_uncertainty,pred_cLogP,pred_logS_ESOL,pred_Solubility_ESOL_mol_per_L,pred_Solubility_ESOL_class,pred_MetStab_Clearance_Microsome_AZ,pred_MetStab_Clearance_Hepatocyte_AZ,pred_MetStab_Half_Life_Obach,PAINS_alert,BRENK_alert,NIH_alert,AMES,ClinTox,DILI,Carcinogens_Lagunin,hERG,CYP1A2_Veith,CYP2C19_Veith,CYP2C9_Veith,CYP2D6_Veith,CYP3A4_Veith,HIA_Hou,Bioavailability_Ma,PAMPA_NCATS,Pgp_Broccatelli,Caco2_Wang,PPBR_AZ,VDss_Lombardo,molecular_weight,logP,QED,Lipinski,sa_score,sa_accessibility,liability_alert_count,passes_qsar_uncertainty,passes_optimal
CCCCC#Cc1cncc(N2CCC3(CN4COCOc5cc(N)c(cc53)C4=O)C2)c1,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc5c(cc4[N+](=O)[O-])OCO5)C3)C2)c1,1,0.4961832061068702,11.28,5,KNN | KNN | DT | LGBM | ET,0.547305243864102,3.52618621954716,5.452694756135898,1.190455835561637,0.498262021714247,30.013994252431512,35.71154865366999,4.809544164438363,0.498262021714247,1.6362975231588706,146.90933677837197,3.832950601878439,5.786137726998287,0.498262021714247,3.133400000000001,-5.07290291377595,8.454678277705419e-06,Moderately Soluble,34.036575,35.331997,45.15724,0,3,0,0.41281828,0.31707034,0.87895423,0.050427984,0.86947584,0.4486383,0.7849495,0.8201219,0.20358637,0.97658396,0.9999568,0.7418512,0.95144796,0.85977507,-4.7797728,96.93355,8.543523,432.5240000000002,3.133400000000001,0.45600806226862134,4.0,5.559767419573375,0.4933591756029583,3,0,1
CCCCC#Cc1cncc(N2CCC3(CN4COCOc5cc(C#N)c(cc53)C4=O)C2)c1,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc5c(cc4[N+](=O)[O-])OCO5)C3)C2)c1,1,0.4850746268656716,9.73,5,KNN | KNN | DT | LGBM | ET,0.5576247411305316,3.6109771573069502,5.442375258869468,1.2520791223332897,0.5958091510126513,49.880708908140726,75.34879473122852,4.747920877666711,0.5958091510126513,1.214208269474237,262.9450855906345,3.580134941681914,5.915706813651507,0.5958091510126513,3.422880000000002,-5.34886473594606,4.478527693339253e-06,Moderately Soluble,50.92689,50.97572,40.63363,0,2,0,0.2754431,0.20867963,0.90909624,0.061691236,0.7485303,0.27238554,0.6565517,0.79908913,0.10865949,0.96281034,0.99993116,0.72914803,0.9398984,0.8420952,-4.587053,98.45798,5.0011234,442.51900000000023,3.422880000000002,0.5354297161641219,4.0,5.607484765379528,0.4880572482911636,2,0,1
CCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc5c(cc4N)OCO5)C3)C2)c1,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc5c(cc4[N+](=O)[O-])OCO5)C3)C2)c1,1,0.7727272727272727,7.69,5,KNN | KNN | DT | LGBM | ET,0.5576247411305316,3.6109771573069502,5.442375258869468,1.202643999226805,0.6027867767415637,48.16748725694215,76.0808612751983,4.7973560007731955,0.6027867767415637,1.0499821519639987,242.16204843716574,3.6158939183597303,5.97881808318666,0.6027867767415637,3.2867000000000006,-5.183149985103852,6.559187033864989e-06,Moderately Soluble,59.470905,57.217213,40.80253,0,3,0,0.18446866,0.4202435,0.8358315,0.045150176,0.93863076,0.4181108,0.74428266,0.86179936,0.29756492,0.993687,0.99998724,0.72179,0.95702255,0.9055355,-4.767286,101.187904,5.7485113,432.5240000000002,3.2867000000000006,0.4537042148229764,4.0,3.4819910674958976,0.724223214722678,3,0,1
C#Cc1cncc(N2CCC3(CN(C(=O)c4ccc(NC(C)C)cc4)C3)C2)c1,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,1,0.4173228346456692,13.22,5,KNN | KNN | DT | LGBM | ET,0.6051538968907209,4.028597666980577,5.394846103109279,1.1312249919127055,0.28261939264697467,15.990871062253323,7.5607665861575395,4.868775008087295,0.28261939264697467,3.778252534271487,48.434966255447485,4.314840998499224,5.4227090176753645,0.28261939264697467,3.2357000000000022,-4.784315932749043,1.643175940205489e-05,Moderately Soluble,39.401455,34.596264,65.551,0,1,0,0.14702462,0.40208426,0.8129655,0.06055311,0.76648605,0.049731158,0.16659983,0.28222975,0.0532313,0.67265505,0.9988283,0.8737863,0.8524991,0.55461806,-4.8829274,92.54989,14.19005,374.4880000000001,3.2357000000000022,0.8350221348795639,4.0,3.2254876360299285,0.7527235959966746,1,0,1
CCCC#Cc1cncc(N2CCC3(CN(C(=O)c4c(N)ccc(F)c4F)C3)C2)c1,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,1,0.5080645161290323,13.25,5,KNN | KNN | DT | LGBM | ET,0.605153896890721,4.028597666980578,5.394846103109279,1.3511862459634674,0.560227127751947,53.25495660942596,73.88074698902417,4.648813754036532,0.560227127751947,1.7911876062442154,281.33995674888035,3.5507685836427165,5.746858924430349,0.560227127751947,3.4461000000000013,-5.169604726210874,6.766985934598466e-06,Moderately Soluble,54.780415,53.948944,42.263634,0,2,0,0.18460526,0.25687665,0.82958543,0.047774144,0.7852019,0.3549327,0.5801858,0.698696,0.10743179,0.9525402,0.9999625,0.7946434,0.96635866,0.7364034,-4.5146513,97.03194,7.1760817,410.4680000000001,3.4461000000000013,0.6220239383830584,4.0,3.5454924882729335,0.7171675013030074,2,0,1
CCCC#Cc1cncc(N2CCC3(CN4COCOc5cc(F)c(cc53)C4=O)C2)c1,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc5c(cc4[N+](=O)[O-])OCO5)C3)C2)c1,1,0.4621212121212121,9.55,5,KNN | KNN | DT | LGBM | ET,0.6269673230267181,4.236110917115642,5.373032676973282,0.951672325616992,0.2894871743761564,11.247174181439737,7.938219712114166,5.048327674383008,0.2894871743761564,2.4225762979071317,33.04206547087185,4.480932812605742,5.615722536160274,0.2894871743761564,3.300200000000002,-5.132125250770142,7.376914488232969e-06,Moderately Soluble,43.974663,45.257977,40.182514,0,1,0,0.35470244,0.27558118,0.8434334,0.05669544,0.8141662,0.46889743,0.7424625,0.7493405,0.20171921,0.9671052,0.9999782,0.75198203,0.9571764,0.77994585,-4.5625267,96.482544,6.9222975,421.47200000000015,3.300200000000002,0.6968438792856956,4.0,5.550955981276114,0.49433822430265406,1,0,1
CC#Cc1cncc(N2CCC3(CN(C(=O)c4ccc(OCC)c(F)c4)C3)C2)c1,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,1,0.4878048780487805,12.46,5,KNN | KNN | DT | LGBM | ET,0.6269673230267181,4.236110917115642,5.373032676973282,0.9743427950432322,0.28995482922481264,11.620084460188338,7.035045535882798,5.025657204956768,0.28995482922481264,2.5470139861313994,34.886247721814435,4.457345739676136,5.593968670237401,0.28995482922481264,3.343300000000002,-4.983312662216628,1.0391717641219204e-05,Moderately Soluble,56.797344,54.976635,41.234493,0,1,0,0.14551897,0.261257,0.82535684,0.046285022,0.71848905,0.13729511,0.2744694,0.3504954,0.031368837,0.873135,0.9999236,0.8855177,0.962492,0.6404986,-4.5404334,94.15052,6.388451,393.46200000000016,3.343300000000002,0.7477658580763316,4.0,3.264568367675106,0.7483812924805437,1,0,1
CC#Cc1cncc(N2CCC3(CN(C(=O)c4cc(F)cc(F)c4)C3)C2)c1,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,1,0.5258620689655172,10.53,5,KNN | KNN | DT | LGBM | ET,0.6269673230267181,4.236110917115642,5.373032676973282,0.9412992172191981,0.3091094834936228,11.880113723801296,10.993092585844174,5.058700782780802,0.3091094834936228,2.1649338432054748,35.249568486128474,4.452846195133301,5.664555370428303,0.3091094834936228,3.083700000000001,-4.638364601652299,2.2995105072133766e-05,Moderately Soluble,44.030823,52.28588,46.478607,0,1,0,0.14812991,0.2408363,0.77966326,0.044023924,0.6242527,0.15506284,0.24587174,0.2648357,0.030134832,0.7748693,0.9999569,0.88214433,0.9609132,0.42241073,-4.42547,90.941086,7.2570868,367.39900000000006,3.083700000000001,0.7657274742946089,4.0,3.350980652190577,0.7387799275343803,1,0,1
CCCCC(C#Cc1cncc(N2CCC3(CN(C(=O)c4cc(F)c5c(c4)OCO5)C3)C2)c1)CO,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc5c(cc4[N+](=O)[O-])OCO5)C3)C2)c1,1,0.5736434108527132,11.2,5,KNN | KNN | DT | LGBM | ET,0.6668894120465181,4.643970069601116,5.333110587953482,1.2857797471154995,0.5660440593413817,50.571091108167096,75.09454315936388,4.7142202528845,0.5660440593413817,1.5008365266118255,248.44262165323454,3.6047738965753924,5.823666609193609,0.5660440593413817,3.452100000000002,-5.596256697264102,2.533630641628738e-06,Moderately Soluble,50.13816,44.296135,40.0787,0,1,0,0.122524165,0.4076255,0.8074983,0.0653853,0.91551477,0.16620977,0.57339257,0.7777833,0.25465265,0.98730934,0.99992865,0.7207187,0.93369186,0.92062604,-4.771373,96.17954,9.398275,479.55200000000025,3.452100000000002,0.6400833703139157,4.0,4.184949435397276,0.6461167294003027,1,0,1
CCCC#Cc1cncc(N2CCC3(CN(Cc4cc(F)cc(C(=O)NC)c4)C3)C2)c1,CCCCCCC#Cc1cncc(N2CCC3(CN(Cc4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,1,0.5714285714285714,9.14,5,KNN | KNN | DT | LGBM | ET,0.6976196075069575,4.984477127902903,5.302380392493043,0.9517987084885606,0.30293789788463055,12.123199905199783,11.303038166968895,5.04820129151144,0.30293789788463055,2.280554359771994,35.12020063983896,4.454443011657563,5.641959571365315,0.30293789788463055,3.444200000000002,-5.222354611521923,5.993015328130731e-06,Moderately Soluble,24.071058,23.200315,48.265957,0,1,0,0.11820654,0.63933474,0.60417014,0.10514953,0.93175,0.19089097,0.23984137,0.35071173,0.46000633,0.8681475,0.99945956,0.7938547,0.8756176,0.761953,-4.9849977,94.06256,10.704115,420.5320000000001,3.444200000000002,0.7531597574136744,4.0,3.3990461101860907,0.7334393210904344,1,0,1
CCCCC#Cc1cncc(N2CCC3(CN(Cc4ccc(C(=O)NCCO)cc4)C3)C2)c1,CCCCCCC#Cc1cncc(N2CCC3(CN(Cc4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,1,0.552,10.86,5,KNN | KNN | DT | LGBM | ET,0.6976196075069575,4.984477127902903,5.302380392493043,1.4689492551238845,0.5084145020066517,57.91571155519314,71.63292621001781,4.531050744876115,0.5084145020066517,2.967951714826215,292.039555706684,3.534558320943078,5.527543168809153,0.5084145020066517,3.0577000000000014,-5.0877207085387015,8.171076781314371e-06,Moderately Soluble,26.942383,26.065495,42.711308,0,2,0,0.12880792,0.6069123,0.6032912,0.16140614,0.91802824,0.10821758,0.24461198,0.41667628,0.4722578,0.8204441,0.99396884,0.7056135,0.7123127,0.7908891,-5.2889147,93.16795,12.6487255,446.5950000000002,3.0577000000000014,0.48190901954680715,4.0,3.2375735900016895,0.7513807122220345,2,0,1
CCCCC#Cc1cncc(N2CCC3(CN(Cc4cccc(C(=O)NCCO)c4)C3)C2)c1,CCCCCCC#Cc1cncc(N2CCC3(CN(Cc4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,1,0.5645161290322581,11.91,5,KNN | KNN | DT | LGBM | ET,0.6976196075069575,4.984477127902903,5.302380392493043,1.4190183235466427,0.5212983163048743,55.52873169810202,72.80197038475366,4.580981676453357,0.5212983163048743,2.4961669206111012,275.90719342164397,3.5592369764958036,5.602726376410911,0.5212983163048743,3.0577000000000014,-5.0877207085387015,8.171076781314371e-06,Moderately Soluble,27.417896,27.332285,42.152145,0,2,0,0.12478594,0.59818935,0.6001623,0.15291965,0.93815076,0.14606138,0.30649668,0.4617745,0.5303401,0.8747202,0.99754524,0.7082952,0.7794958,0.81235945,-5.267571,93.343094,12.391457,446.5950000000002,3.0577000000000014,0.48190901954680715,4.0,3.275340067734483,0.7471844369183909,2,0,1
CCCCC#Cc1cncc(N2CCC3(CN(Cc4ccc(C(=O)NCCCO)cc4)C3)C2)c1,CCCCCCC#Cc1cncc(N2CCC3(CN(Cc4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,1,0.5511811023622047,11.14,5,KNN | KNN | DT | LGBM | ET,0.6976196075069575,4.984477127902903,5.302380392493043,1.397796917955044,0.5259278589153956,54.49816525855427,73.23988648520408,4.602203082044956,0.5259278589153956,2.3279750125613217,268.2968176657022,3.5713844785707805,5.6330216855191315,0.5259278589153956,3.4478000000000018,-5.461810327039645,3.4529450968870456e-06,Moderately Soluble,26.949915,27.423746,44.131477,0,2,0,0.13743436,0.6197665,0.6153205,0.14584056,0.93333894,0.10240774,0.2527661,0.42093486,0.4612038,0.8580198,0.9962287,0.69469786,0.76256686,0.86154956,-5.275237,94.41544,12.82146,460.62200000000024,3.4478000000000018,0.44320890654786627,4.0,3.2486389514114506,0.7501512276209499,2,0,1
CCCCC#Cc1cncc(N2CCC3(CN(Cc4cc(N)cc(C(=O)NC)c4)C3)C2)c1,CCCCCCC#Cc1cncc(N2CCC3(CN(Cc4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,1,0.6101694915254238,11.54,5,KNN | KNN | DT | LGBM | ET,0.6976196075069575,4.984477127902903,5.302380392493043,1.3574178972506208,0.5417904351222217,53.01812858399423,73.94508612551861,4.64258210274938,0.5417904351222217,1.9747341850990565,262.6196088127128,3.580672849909825,5.704491355588933,0.5417904351222217,3.277400000000002,-5.163132274527731,6.868592091385286e-06,Moderately Soluble,22.307178,20.03717,52.280865,0,3,0,0.16345438,0.697194,0.6966175,0.08969705,0.96306133,0.2257704,0.33660612,0.5271131,0.4627064,0.9494125,0.99939364,0.75228846,0.8586669,0.8462157,-5.3020983,92.66982,12.749842,431.5840000000002,3.277400000000002,0.4171516579949314,4.0,3.4363648978461487,0.7292927891282057,3,0,1
