canonical_smiles,Input_SMILES,SMILES_state,Tanimoto,NLL,qsar_model_count,qsar_models_used,pred_logIC50_uM,pred_ic50_uM,pred_pIC50,pred_logIC50_uM_ensemble_mean,pred_logIC50_uM_ensemble_std,pred_ic50_uM_ensemble_mean,pred_ic50_uM_ensemble_std,pred_pIC50_ensemble_mean,pred_pIC50_ensemble_std,pred_ic50_uM_lower95,pred_ic50_uM_upper95,pred_pIC50_lower95,pred_pIC50_upper95,pred_pIC50_uncertainty,pred_cLogP,pred_logS_ESOL,pred_Solubility_ESOL_mol_per_L,pred_Solubility_ESOL_class,pred_MetStab_Clearance_Microsome_AZ,pred_MetStab_Clearance_Hepatocyte_AZ,pred_MetStab_Half_Life_Obach,PAINS_alert,BRENK_alert,NIH_alert,AMES,ClinTox,DILI,Carcinogens_Lagunin,hERG,CYP1A2_Veith,CYP2C19_Veith,CYP2C9_Veith,CYP2D6_Veith,CYP3A4_Veith,HIA_Hou,Bioavailability_Ma,PAMPA_NCATS,Pgp_Broccatelli,Caco2_Wang,PPBR_AZ,VDss_Lombardo,molecular_weight,logP,QED,Lipinski,sa_score,sa_accessibility,liability_alert_count,passes_qsar_uncertainty,passes_optimal
CC(C)(C)OC(=O)N1CCC2(C1)CN(c1cncc(C#CC3CC3)c1)C2,CCCCCCC#Cc1cncc(N2CCC3(CN(Cc4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,1,0.3565891472868217,9.82,5,KNN | KNN | DT | LGBM | ET,0.6051538968907209,4.028597666980577,5.394846103109279,0.8824989854002624,0.3228250251742512,10.342975340305824,8.855951904205119,5.117501014599737,0.3228250251742512,1.7773048911049687,32.751864965253965,4.484763965258205,5.750238063941271,0.3228250251742512,3.290300000000002,-4.6118160103259,2.444465935948885e-05,Moderately Soluble,56.564636,51.99233,40.707268,0,1,0,0.17725909,0.22454536,0.69295204,0.08837866,0.6438459,0.23384671,0.5687932,0.5209888,0.08753233,0.71432614,0.9997827,0.76941246,0.9653592,0.59678096,-4.5518446,94.36017,8.904187,353.4660000000002,3.290300000000002,0.7270065061949308,4.0,3.444288329613787,0.7284124078206904,1,0,1
CCCCCCC#Cc1cncc(N2CCC3(CCN(C(=O)c4ccc5occc5c4)CC3)C2)c1,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc5c(cc4[N+](=O)[O-])OCO5)C3)C2)c1,1,0.5454545454545454,9.14,5,KNN | KNN | DT | LGBM | ET,0.4535223397468352,2.8413343370986754,5.5464776602531645,0.7640045658323246,0.6225438436389935,11.405820924296894,9.47761523164194,5.235995434167675,0.6225438436389935,0.3497990553417998,96.42518912850804,4.015809500635248,6.456181367700102,0.6225438436389935,6.282400000000007,-7.6663224834846035,2.1561427801117413e-08,Poorly Soluble,59.98806,41.522785,95.29744,0,2,0,0.102724075,0.30672938,0.78982556,0.050188728,0.91120183,0.46430922,0.6442236,0.8333378,0.15056369,0.9649013,0.99999297,0.6480359,0.9390435,0.96126634,-4.894585,103.218185,11.650769,469.62900000000025,6.282400000000007,0.3147670890929029,3.0,3.3575393144405776,0.7380511872843802,2,0,0
CCCCCCC#Cc1cncc(N2CCC3(CCN(C(=O)c4cc5ccccc5o4)CC3)C2)c1,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc5c(cc4[N+](=O)[O-])OCO5)C3)C2)c1,1,0.5259259259259259,8.0,5,KNN | KNN | DT | LGBM | ET,0.4535223397468352,2.8413343370986754,5.5464776602531645,0.9346376209255788,0.8612264151012828,45.94850610105539,77.22215501921968,5.065362379074421,0.8612264151012828,0.1764549505770931,419.41252382012414,3.377358605475907,6.753366152672935,0.8612264151012828,6.282400000000006,-7.6663224834846035,2.1561427801117413e-08,Poorly Soluble,72.77254,54.466278,94.5269,0,2,0,0.09391849,0.19217786,0.8242976,0.056083452,0.8818739,0.5642759,0.7449896,0.8795487,0.10782367,0.94931495,0.9999957,0.6174742,0.9465184,0.95930606,-4.886128,104.211205,10.636644,469.62900000000025,6.282400000000006,0.3147670890929029,3.0,3.293498836471944,0.7451667959475619,2,0,0
CCCCCCC#Cc1cncc(N2CCC3(CCN(C(=O)c4cc5ccccc5o4)C3)C2)c1,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc5c(cc4[N+](=O)[O-])OCO5)C3)C2)c1,1,0.5615384615384615,8.05,5,KNN | KNN | DT | LGBM | ET,0.4625111586150208,2.900755728768868,5.537488841384979,0.7452280340439918,0.6041210896860756,10.563190683984924,8.750907661084268,5.254771965956008,0.6041210896860756,0.3640413349422107,84.9777777777741,4.0706946301713,6.438849301740716,0.6041210896860756,5.892300000000006,-7.2895953920006145,5.1333941104203634e-08,Poorly Soluble,76.38342,60.830128,91.16341,0,2,0,0.18918662,0.21031329,0.8233961,0.05291166,0.8879776,0.6416502,0.8321128,0.90228844,0.14941077,0.9780736,0.9999979,0.61890393,0.9638691,0.9503031,-4.851494,104.15607,9.999695,455.6020000000002,5.892300000000006,0.3433660596135349,3.0,3.730603695800197,0.6965995893555337,2,0,0
CCCCCCC#Cc1cncc(N2CCC3(CN(Cc4ccc5nc(O)oc5c4)C3)C2)c1,CCCCCCC#Cc1cncc(N2CCC3(CN(Cc4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,1,0.625,9.91,5,KNN | KNN | DT | LGBM | ET,0.4625111586150208,2.900755728768868,5.537488841384979,1.2376589225690031,0.6047575245842991,49.38506955136437,75.53195094386164,4.762341077430997,0.6047575245842991,1.1280651288939536,264.840055825639,3.5770163292457706,5.947665825616223,0.6047575245842991,4.9626000000000055,-6.529403229161378,2.955267316916738e-07,Poorly Soluble,44.165794,45.375008,44.968315,0,2,0,0.09078448,0.62845063,0.74254984,0.18346731,0.93482053,0.1520414,0.38308498,0.653259,0.42904535,0.78522694,0.9962888,0.701908,0.7631674,0.93414944,-5.1671953,101.5768,7.9628763,444.5790000000002,4.9626000000000055,0.4103214986114675,4.0,3.552673443240555,0.7163696174177161,2,0,0
CCCCCCC#Cc1cncc(N2CCC3(CC2)CN(C(=O)CCC(=O)c2ccccc2)C3)c1,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc5c(cc4[N+](=O)[O-])OCO5)C3)C2)c1,1,0.5074626865671642,9.8,5,KNN | KNN | DT | LGBM | ET,0.5327965792122313,3.4103313644243727,5.467203420787769,0.7844397194374555,0.1792483857539476,6.638837590525571,2.8526667273778887,5.215560280562545,0.1792483857539476,2.710896166056039,13.66993833633592,4.864233444484807,5.566887116640282,0.1792483857539476,5.495400000000005,-7.049068460477427,8.931646776616077e-08,Poorly Soluble,88.68971,86.7617,49.059933,0,2,0,0.122953475,0.34211567,0.708852,0.060259055,0.920427,0.18968005,0.48379818,0.7030245,0.15277669,0.9826765,0.99998057,0.6464933,0.9480198,0.9595481,-4.7563725,103.94606,8.853033,471.64500000000027,5.495400000000005,0.2754675405182834,3.0,3.1799635160392272,0.7577818315511969,2,0,0
CCCCCC#Cc1cncc(N2CCC3(CCN(C(=O)c4cc5c(cc4C)OCO5)CC3)CC2)c1,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc5c(cc4[N+](=O)[O-])OCO5)C3)C2)c1,1,0.6377952755905512,9.8,5,KNN | KNN | DT | LGBM | ET,0.5327965792122313,3.4103313644243727,5.467203420787769,0.7986159159276653,0.1840013504009388,6.860827606036236,2.777813821392037,5.201384084072335,0.1840013504009388,2.7414054330234565,14.429741887761995,4.840741437286495,5.562026730858175,0.1840013504009388,5.573320000000005,-7.222421910991297,5.992086705917828e-08,Poorly Soluble,77.97367,61.391563,64.34145,0,2,0,0.045244027,0.4433671,0.70664895,0.041772056,0.95539826,0.32659158,0.52712935,0.7014505,0.2751176,0.9658265,0.99998844,0.64926326,0.9295484,0.96760213,-4.8725176,104.26933,8.595342,487.6440000000004,5.573320000000005,0.4074903671959723,3.0,3.358748971591452,0.737916780934283,2,0,0
CCCCCCC#Cc1cncc(N2CCC3(CCCN(C(=O)c4ccc5c(c4)OCO5)C3)CC2)c1,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc5c(cc4[N+](=O)[O-])OCO5)C3)C2)c1,1,0.6201550387596899,8.44,5,KNN | KNN | DT | LGBM | ET,0.5327965792122313,3.4103313644243727,5.467203420787769,0.8200828071427768,0.1842852017042244,7.19599608398948,2.8233876455929083,5.179917192857223,0.1842852017042244,2.876628718061162,15.180350617346113,4.818718197516944,5.541116188197503,0.1842852017042244,5.655000000000006,-7.279550293852544,5.253511728348762e-08,Poorly Soluble,77.49627,66.21958,63.66212,0,2,0,0.09655064,0.33556744,0.7165655,0.0281923,0.9713047,0.7268051,0.89952505,0.933334,0.48740235,0.9973955,0.9999998,0.49799234,0.95904607,0.972822,-4.8602347,103.75761,9.688822,487.6440000000004,5.655000000000006,0.3890329601392587,3.0,3.2962800642723566,0.7448577706364048,2,0,0
CCCCCCC#Cc1cncc(N2CCC3(CCN(C(=O)c4ccc5c(c4)OCO5)CC3)CC2)c1,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc5c(cc4[N+](=O)[O-])OCO5)C3)C2)c1,1,0.5954198473282443,5.73,5,KNN | KNN | DT | LGBM | ET,0.5327965792122313,3.4103313644243727,5.467203420787769,0.8144537484687872,0.1865464550816097,7.123483488800868,2.858387273068801,5.185546251531213,0.1865464550816097,2.810753088259561,15.138568155682943,4.819915199571257,5.551177303491168,0.1865464550816097,5.655000000000006,-7.279550293852544,5.253511728348762e-08,Poorly Soluble,69.6712,55.77723,65.83043,0,2,0,0.044180755,0.45691633,0.6856524,0.04918982,0.9566703,0.37943414,0.5027412,0.69267654,0.31928104,0.94957256,0.99999046,0.6250625,0.91800004,0.9663104,-4.894564,104.24068,9.268777,487.6440000000004,5.655000000000006,0.3890329601392587,3.0,3.258764824794852,0.7490261305783498,2,0,0
CCCCCCC#Cc1cncc(N2CCC3(CC2)CN(C(=O)c2ccc4c(c2)OCCO4)C3)c1,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc5c(cc4[N+](=O)[O-])OCO5)C3)C2)c1,1,0.6141732283464567,8.95,5,KNN | KNN | DT | LGBM | ET,0.5327965792122313,3.4103313644243727,5.467203420787769,0.8740762893023593,0.1934955627032066,8.153100489692514,2.9154309904261853,5.1259237106976405,0.1934955627032066,3.1248198619004004,17.91957033538538,4.746672407799355,5.505175013595926,0.1934955627032066,4.9173000000000044,-6.643703966101092,2.2714126173738446e-07,Poorly Soluble,69.96031,63.63868,59.117138,0,2,0,0.09451749,0.24770208,0.7957698,0.04099669,0.89529914,0.32922903,0.66242754,0.8073058,0.109612964,0.9782313,0.99999464,0.68801105,0.96468896,0.94411594,-4.798978,103.71926,8.787942,473.6170000000003,4.9173000000000044,0.4404707823502248,4.0,3.2707764097267877,0.7476915100303569,2,0,0
CCCCCCC#Cc1cncc(N2CCC3(CCN(C(=O)c4cc5c(cc4C)OCO5)C3)CC2)c1,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc5c(cc4[N+](=O)[O-])OCO5)C3)C2)c1,1,0.7049180327868853,8.16,5,KNN | KNN | DT | LGBM | ET,0.5327965792122313,3.4103313644243727,5.467203420787769,0.8110909914932373,0.1964838542208036,7.145307804675534,3.0630098153147047,5.188909008506763,0.1964838542208036,2.666752047570561,15.710837829453324,4.803800654233988,5.5740173627795375,0.1964838542208036,5.573320000000005,-7.218970365425339,6.039898418995527e-08,Poorly Soluble,85.98152,70.00258,67.89726,0,2,0,0.09248308,0.33191875,0.7344589,0.030001467,0.9626541,0.5731855,0.8390849,0.8973075,0.37067991,0.9962641,0.99999934,0.53252137,0.9554675,0.9723894,-4.865511,104.14775,9.744473,487.6440000000004,5.573320000000005,0.3936851425035813,3.0,3.3908390814815625,0.7343512131687153,2,0,0
CCCCCCC#Cc1cncc(N2CCC3(CCN(C(=O)c4cc5c(cc4C)OCO5)CC3)C2)c1,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc5c(cc4[N+](=O)[O-])OCO5)C3)C2)c1,1,0.71900826446281,7.01,5,KNN | KNN | DT | LGBM | ET,0.5327965792122313,3.4103313644243727,5.467203420787769,0.8114410683398695,0.1969012810203156,7.154265141460032,3.074575522064104,5.188558931660131,0.1969012810203156,2.663879388440189,15.753156195511986,4.802632420860312,5.574485442459949,0.1969012810203156,5.573320000000005,-7.218970365425339,6.039898418995527e-08,Poorly Soluble,86.81447,69.45231,68.796165,0,2,0,0.076147646,0.35310116,0.74294233,0.03277803,0.9616976,0.47246963,0.7986076,0.8803956,0.34850407,0.99493486,0.99999875,0.5570748,0.9457175,0.9738242,-4.8817954,104.0484,9.907643,487.6440000000004,5.573320000000005,0.3936851425035813,3.0,3.3952843562068376,0.7338572937547958,2,0,0
CCCCCCC#Cc1cncc(N2CCC3(CCN(C(=O)C4CCCN(C(C)=O)C4)C3)C2)c1,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc5c(cc4[N+](=O)[O-])OCO5)C3)C2)c1,1,0.4888888888888889,9.68,5,KNN | KNN | DT | LGBM | ET,0.5327965792122313,3.4103313644243727,5.467203420787769,0.8383821806978752,0.2005811360859994,7.679449101364097,3.717972559289171,5.1616178193021245,0.2005811360859994,2.78768150644858,17.042025367383044,4.768478792573566,5.554756846030684,0.2005811360859994,4.090800000000003,-5.900508191839802,1.257453135549612e-06,Moderately Soluble,57.31333,52.093384,38.85981,0,2,0,0.24728914,0.38729304,0.60527545,0.043790203,0.91893643,0.148581,0.50964487,0.58716035,0.15410915,0.98701227,0.9999857,0.6450416,0.97603893,0.9100808,-4.7214136,90.15642,12.2100115,464.65400000000034,4.090800000000003,0.4700345056584197,4.0,4.059862258574311,0.6600153046028543,2,0,0
CCCCCCC#Cc1cncc(N2CCC3(CCCN(C(=O)c4cc5c(cc4C)OCO5)C3)C2)c1,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc5c(cc4[N+](=O)[O-])OCO5)C3)C2)c1,1,0.7478991596638656,8.55,5,KNN | KNN | DT | LGBM | ET,0.5327965792122313,3.4103313644243727,5.467203420787769,0.8198590687005902,0.2024086892192663,7.338002547410665,3.262262855790933,5.18014093129941,0.2024086892192663,2.649342081887704,16.465696251662088,4.783419900429648,5.576861962169172,0.2024086892192663,5.573320000000006,-7.21897036542534,6.039898418995515e-08,Poorly Soluble,94.6672,78.74041,66.63445,0,2,0,0.12038626,0.33551311,0.7446794,0.027193615,0.9702083,0.6211188,0.9054987,0.93224925,0.44870216,0.9984835,0.9999998,0.5334483,0.9643911,0.9720496,-4.8683915,104.41728,9.001204,487.6440000000004,5.573320000000006,0.3936851425035812,3.0,3.84825467987345,0.683527257791839,2,0,0
CCCCCCC#Cc1cncc(N2CCC3(CC2)CN(C(=O)Nc2ccc(CC)cc2)C3)c1,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc5c(cc4[N+](=O)[O-])OCO5)C3)C2)c1,1,0.5075757575757576,7.67,5,KNN | KNN | DT | LGBM | ET,0.5327965792122313,3.4103313644243727,5.467203420787769,0.8758654180409607,0.2584421187703196,9.132597387269389,6.378186287971547,5.124134581959039,0.2584421187703196,2.3405550771319543,24.121925445054305,4.617588029169212,5.6306811347488654,0.2584421187703196,6.100200000000006,-7.422886828586501,3.776705940787968e-08,Poorly Soluble,88.027626,70.0722,83.512314,0,2,0,0.18587525,0.2906952,0.8250388,0.066696376,0.88621074,0.14281204,0.5153121,0.6805212,0.08104314,0.94114,0.99995345,0.7243469,0.94496953,0.9559971,-5.00819,104.38576,10.612999,458.6500000000002,6.100200000000006,0.4027847986244348,3.0,3.1541785118510104,0.7606468320165544,2,0,0
