SMILES,SMILES_state,Warheads,Linker,NLL
[*]C(=O)C(=O)OC(c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1)N1C2CC3CN(CC(F)(F)F)C1C3)N2C1CC2(C1)N2C12CC(C)(C)C1,0,O=C(c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1)N1CC2(CCN(c3cncc(C#Cc4ccccc4)c3)C2)C1,[*]C(=O)C(=O)OC(c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1)N1C2CC3CN(CC(F)(F)F)C1C3)N2C1CC2(C1)N2C12CC(C)(C)C1,38.73
[*]c[*],0,C(#Cc1cncc(N2CCC3(CNC3)C2)c1)c1ccccc1,[*]c[*],2.88
[*]C(C)(C)N1CC(C)(C)OCCC(=O)N(C)C(C)(C)[*],0,CC(C)(C)OC(=O)N1CC2(CCN(c3cccc(Br)n3)C2)C1,[*]C(C)(C)N1CC(C)(C)OCCC(=O)N(C)C(C)(C)[*],28.9
[*]C(C)(C)Oc1ccc2ncc(F)c(C(=O)Nc3cccc([*])n3)c2c1,0,CC(C)(C)OC(=O)N1CC2(CCN(c3cncc(-c4ccc(F)cc4)c3)C2)C1,[*]C(C)(C)Oc1ccc2ncc(F)c(C(=O)Nc3cccc([*])n3)c2c1,27.34
[*]C(C)(C)OC(=O)N1CC2(C1)CN(c1ccccn1)C2,0,CC(C)(C)OC(=O)N1CC2(CCN(c3cncc(Br)c3)C2)C1,[*]C(C)(C)OC(=O)N1CC2(C1)CN(c1ccccn1)C2,12.57
[*]C(C)(C)O[*],0,CC(C)(C)OC(=O)N1CC2(CCN(c3cncc(C#Cc4ccccc4)c3)C2)C1,[*]C(C)(C)O[*],3.66
[*]C(C)(C)[*],0,CC(C)(C)OC(=O)N1CC2(CCN(c3cncc(N4CC(OCCCc5ccccc5)C4)c3)C2)C1,[*]C(C)(C)[*],3.1
[*]C12Cc3cc(C(F)(F)F)ccc3C23CCN([*])C31,0,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)CCc4c[nH]c5ccccc45)C3)C2)c1,[*]C12Cc3cc(C(F)(F)F)ccc3C23CCN([*])C31,30.24
[*]CCCCC[*],0,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,[*]CCCCC[*],3.03
[*]CC[*],0,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc5c(cc4[N+](=O)[O-])OCO5)C3)C2)c1,[*]CC[*],1.22
[*]CCC[*],0,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4ccc5c(c4)OCO5)C3)C2)c1,[*]CCC[*],1.97
[*]C#C[*],0,CCCCCCC#Cc1cncc(N2CCC3(CN(Cc4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,[*]C#C[*],5.79
[*]CCO[*],0,CCCCCCOC1CN(c2cncc(N3CCC4(CN(C(=O)OC(C)(C)C)C4)C3)c2)C1,[*]CCO[*],2.77
[*]C(=O)OC(c1cccc([N+]2=CC3(CCN(c4cncc(C#Cc5ccccc5)c4)C3)C2)c1)N1CC2(CCN(c3cncc(C#Cc4ccccc4)c3)C2)C1,0,O=C(c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1)N1CC2(CCN(c3cncc(C#Cc4ccccc4)c3)C2)C1,[*]C(=O)OC(c1cccc([N+]2=CC3(CCN(c4cncc(C#Cc5ccccc5)c4)C3)C2)c1)N1CC2(CCN(c3cncc(C#Cc4ccccc4)c3)C2)C1,12.07
[*]CC[*],0,C(#Cc1cncc(N2CCC3(CNC3)C2)c1)c1ccccc1,[*]CC[*],2.44
[*]C(C)(C)OC(=O)[*],0,CC(C)(C)OC(=O)N1CC2(CCN(c3cccc(Br)n3)C2)C1,[*]C(C)(C)OC(=O)[*],3.24
[*]C(C)(C)[*],0,CC(C)(C)OC(=O)N1CC2(CCN(c3cncc(-c4ccc(F)cc4)c3)C2)C1,[*]C(C)(C)[*],2.5
[*]C(O)C(=O)N1CC2(CC2)C1C(=O)N1CC2(C1)CN(c1cc(Br)nc(Br)c1)C2,0,CC(C)(C)OC(=O)N1CC2(CCN(c3cncc(Br)c3)C2)C1,[*]C(O)C(=O)N1CC2(CC2)C1C(=O)N1CC2(C1)CN(c1cc(Br)nc(Br)c1)C2,26.78
[*]N1C2CC2C1CCCN(C=O)C(=O)[*],0,CC(C)(C)OC(=O)N1CC2(CCN(c3cncc(C#Cc4ccccc4)c3)C2)C1,[*]N1C2CC2C1CCCN(C=O)C(=O)[*],34.59
[*]C(=O)N1CCC(C)c2c(Cc3cc(F)ccc3O[*])[nH]c(c2C)C1,0,CC(C)(C)OC(=O)N1CC2(CCN(c3cncc(N4CC(OCCCc5ccccc5)C4)c3)C2)C1,[*]C(=O)N1CCC(C)c2c(Cc3cc(F)ccc3O[*])[nH]c(c2C)C1,46.92
[*]N1CCN(C(=O)C2(C[*])NC23Cc2ccccc23)C2(CC2)C1,0,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)CCc4c[nH]c5ccccc45)C3)C2)c1,[*]N1CCN(C(=O)C2(C[*])NC23Cc2ccccc23)C2(CC2)C1,25.84
[*]OCCC[*],0,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,[*]OCCC[*],5.69
[*]N1CCn2c(cc3c[n+](C(C)C(=O)OC)c4ccccc4c32)C12CN(C(=O)c3cc4c(cc3[N+](=O)[O-])OCO4)C2,0,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc5c(cc4[N+](=O)[O-])OCO5)C3)C2)c1,[*]N1CCn2c(cc3c[n+](C(C)C(=O)OC)c4ccccc4c32)C12CN(C(=O)c3cc4c(cc3[N+](=O)[O-])OCO4)C2,35.33
[*]N1CCC2(C1)CN(C(=O)Nc1ccc3c(c1)S(=O)(C[*])CO3)c1ccccc12,0,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4ccc5c(c4)OCO5)C3)C2)c1,[*]N1CCC2(C1)CN(C(=O)Nc1ccc3c(c1)S(=O)(C[*])CO3)c1ccccc12,25.97
[*]CCC[*],0,CCCCCCC#Cc1cncc(N2CCC3(CN(Cc4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,[*]CCC[*],1.8
[*]CCCOC1CN(c2cncc(N3CCC4(C3)CN(C(=O)OC(C)(C)C)C4)c2)C1,0,CCCCCCOC1CN(c2cncc(N3CCC4(CN(C(=O)OC(C)(C)C)C4)C3)c2)C1,[*]CCCOC1CN(c2cncc(N3CCC4(C3)CN(C(=O)OC(C)(C)C)C4)c2)C1,10.68
[*]C(=O)OC(C1=CC2=C(CN3CC4(CCN(c5cncc(C)c5)C4)C3)N2C=CCC1)[*],0,O=C(c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1)N1CC2(CCN(c3cncc(C#Cc4ccccc4)c3)C2)C1,[*]C(=O)OC(C1=CC2=C(CN3CC4(CCN(c5cncc(C)c5)C4)C3)N2C=CCC1)[*],32.86
[*]CCC[*],0,C(#Cc1cncc(N2CCC3(CNC3)C2)c1)c1ccccc1,[*]CCC[*],4.77
[*]CC[*],0,CC(C)(C)OC(=O)N1CC2(CCN(c3cccc(Br)n3)C2)C1,[*]CC[*],2.57
[*]C(C)(C)O[*],0,CC(C)(C)OC(=O)N1CC2(CCN(c3cncc(-c4ccc(F)cc4)c3)C2)C1,[*]C(C)(C)O[*],2.37
[*]Cn1ncc(-c2cc(F)c(O[*])c(F)c2)c1C,0,CC(C)(C)OC(=O)N1CC2(CCN(c3cncc(Br)c3)C2)C1,[*]Cn1ncc(-c2cc(F)c(O[*])c(F)c2)c1C,13.52
[*]C(F)(F)[*],0,CC(C)(C)OC(=O)N1CC2(CCN(c3cncc(C#Cc4ccccc4)c3)C2)C1,[*]C(F)(F)[*],5.34
[*]C(F)(F)[*],0,CC(C)(C)OC(=O)N1CC2(CCN(c3cncc(N4CC(OCCCc5ccccc5)C4)c3)C2)C1,[*]C(F)(F)[*],4.58
[*]CCCCCC[*],0,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)CCc4c[nH]c5ccccc45)C3)C2)c1,[*]CCCCCC[*],4.55
[*]C(C)(C)[*],0,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,[*]C(C)(C)[*],8.09
[*]CCC[*],0,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc5c(cc4[N+](=O)[O-])OCO5)C3)C2)c1,[*]CCC[*],1.95
[*]CC[*],0,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4ccc5c(c4)OCO5)C3)C2)c1,[*]CC[*],1.14
[*]CC(=O)N1CC2(CN(Cc3cc([N+](=O)[O-])cc([N+](=O)[O-])c3)C2)C1,0,CCCCCCC#Cc1cncc(N2CCC3(CN(Cc4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,[*]CC(=O)N1CC2(CN(Cc3cc([N+](=O)[O-])cc([N+](=O)[O-])c3)C2)C1,9.67
[*]CCC[*],0,CCCCCCOC1CN(c2cncc(N3CCC4(CN(C(=O)OC(C)(C)C)C4)C3)c2)C1,[*]CCC[*],2.35
[*]C(=O)/C=C\C(=O)OC(=O)C(=O)OC(c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1)N1C2CC1CN(c1cncc(C#Cc3ccccc3)c1)C2,0,O=C(c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1)N1CC2(CCN(c3cncc(C#Cc4ccccc4)c3)C2)C1,[*]C(=O)/C=C\C(=O)OC(=O)C(=O)OC(c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1)N1C2CC1CN(c1cncc(C#Cc3ccccc3)c1)C2,13.38
[*]c[*]OC(C)=CCC(F)[*],0,C(#Cc1cncc(N2CCC3(CNC3)C2)c1)c1ccccc1,[*]c[*]OC(C)=CCC(F)[*],20.65
[*]C(C)(O)COC(=O)C(C)(C)OC(=O)N1CC2(CN2[*])C1,0,CC(C)(C)OC(=O)N1CC2(CCN(c3cccc(Br)n3)C2)C1,[*]C(C)(O)COC(=O)C(C)(C)OC(=O)N1CC2(CN2[*])C1,19.75
[*]CC[*],0,CC(C)(C)OC(=O)N1CC2(CCN(c3cncc(-c4ccc(F)cc4)c3)C2)C1,[*]CC[*],3.19
[*]CC[*],0,CC(C)(C)OC(=O)N1CC2(CCN(c3cncc(Br)c3)C2)C1,[*]CC[*],2.12
[*]Cn1cc(C#Cc2cccc(NC(=O)c3cnc4ccc(C#CCc5ccc(C(F)(F)F)nc5)nc4c3)c2)c2nc(C)nc(C#Cc3cnn4c3C(C)CCC4=O)c21,0,CC(C)(C)OC(=O)N1CC2(CCN(c3cncc(C#Cc4ccccc4)c3)C2)C1,[*]Cn1cc(C#Cc2cccc(NC(=O)c3cnc4ccc(C#CCc5ccc(C(F)(F)F)nc5)nc4c3)c2)c2nc(C)nc(C#Cc3cnn4c3C(C)CCC4=O)c21,62.3
[*]C(C)(C)[*],0,CC(C)(C)OC(=O)N1CC2(CCN(c3cncc(N4CC(OCCCc5ccccc5)C4)c3)C2)C1,[*]C(C)(C)[*],3.1
[*]CC[*],0,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)CCc4c[nH]c5ccccc45)C3)C2)c1,[*]CC[*],1.14
[*]C1CC(C2CCN(C(=O)c3cc([N+](=O)[O-])cc([N+](=O)[O-])c3)N3CC4(CC3)CN(C(=O)c3cc([N+](=O)[O-])cc([N+](=O)[O-])c3)C4)C2)C1,0,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,[*]C1CC(C2CCN(C(=O)c3cc([N+](=O)[O-])cc([N+](=O)[O-])c3)N3CC4(CC3)CN(C(=O)c3cc([N+](=O)[O-])cc([N+](=O)[O-])c3)C4)C2)C1,27.91
[*]CC[*],0,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc5c(cc4[N+](=O)[O-])OCO5)C3)C2)c1,[*]CC[*],1.22
[*]CC[*],0,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4ccc5c(c4)OCO5)C3)C2)c1,[*]CC[*],1.14
[*]CCCCCC[*],0,CCCCCCC#Cc1cncc(N2CCC3(CN(Cc4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,[*]CCCCCC[*],4.11
[*]CC[*],0,CCCCCCOC1CN(c2cncc(N3CCC4(CN(C(=O)OC(C)(C)C)C4)C3)c2)C1,[*]CC[*],1.3
[*]C(=O)[*],0,O=C(c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1)N1CC2(CCN(c3cncc(C#Cc4ccccc4)c3)C2)C1,[*]C(=O)[*],2.41
[*]c[*][*],0,C(#Cc1cncc(N2CCC3(CNC3)C2)c1)c1ccccc1,[*]c[*][*],2.17
[*]C(C)(COC(=O)N1C2CCC1COc1ccc(C(C)(C)OC(=O)N3CC4(CCN(c5cccc(Br)c5)CC4)C3)nc1COC(=O)N1C2CC(C)(C)OC(=O)N(C2=CC(C)CC(F)(F)CCC(C)(C)CC(C)CC2)C1)c(C)C,0,CC(C)(C)OC(=O)N1CC2(CCN(c3cccc(Br)n3)C2)C1,[*]C(C)(COC(=O)N1C2CCC1COc1ccc(C(C)(C)OC(=O)N3CC4(CCN(c5cccc(Br)c5)CC4)C3)nc1COC(=O)N1C2CC(C)(C)OC(=O)N(C2=CC(C)CC(F)(F)CCC(C)(C)CC(C)CC2)C1)c(C)C,87.15
[*]C#C[*],0,CC(C)(C)OC(=O)N1CC2(CCN(c3cncc(-c4ccc(F)cc4)c3)C2)C1,[*]C#C[*],3.24
[*]C(C)(C)OC(=O)N1C2CCC([*])CC21,0,CC(C)(C)OC(=O)N1CC2(CCN(c3cncc(Br)c3)C2)C1,[*]C(C)(C)OC(=O)N1C2CCC([*])CC21,11.22
[*]C(C)(C)OC(=O)CC1(C)CCN(c2cncc(C3CC(C)N(c4ncc(C(C)(C)O)c(N(C(=O)CO)C(C)(C)C#C)n4)C3)c2)C1,0,CC(C)(C)OC(=O)N1CC2(CCN(c3cncc(C#Cc4ccccc4)c3)C2)C1,[*]C(C)(C)OC(=O)CC1(C)CCN(c2cncc(C3CC(C)N(c4ncc(C(C)(C)O)c(N(C(=O)CO)C(C)(C)C#C)n4)C3)c2)C1,61.27
[*]Cn1ccnc1-c1cccc(N2CCN(c3nccc(N4CC(OCCC[*])C4)c3C)CC2)c1,0,CC(C)(C)OC(=O)N1CC2(CCN(c3cncc(N4CC(OCCCc5ccccc5)C4)c3)C2)C1,[*]Cn1ccnc1-c1cccc(N2CCN(c3nccc(N4CC(OCCC[*])C4)c3C)CC2)c1,26.46
[*]Nn1ccc2c3c(=C\C=C)/c(=C\C)[nH]c3c(C)c2c1,0,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)CCc4c[nH]c5ccccc45)C3)C2)c1,[*]Nn1ccc2c3c(=C\C=C)/c(=C\C)[nH]c3c(C)c2c1,42.97
[*]CC[*],0,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,[*]CC[*],1.22
[*]CCC[*],0,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc5c(cc4[N+](=O)[O-])OCO5)C3)C2)c1,[*]CCC[*],1.95
[*]CC[*],0,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4ccc5c(c4)OCO5)C3)C2)c1,[*]CC[*],1.14
[*]CCO[*],0,CCCCCCC#Cc1cncc(N2CCC3(CN(Cc4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,[*]CCO[*],4.69
[*]CCC[*],0,CCCCCCOC1CN(c2cncc(N3CCC4(CN(C(=O)OC(C)(C)C)C4)C3)c2)C1,[*]CCC[*],2.35
[*]C(=O)[*],0,O=C(c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1)N1CC2(CCN(c3cncc(C#Cc4ccccc4)c3)C2)C1,[*]C(=O)[*],2.41
[*]c[*]cccnc(N)cc(=C)c1,0,C(#Cc1cncc(N2CCC3(CNC3)C2)c1)c1ccccc1,[*]c[*]cccnc(N)cc(=C)c1,19.13
[*]C(=O)O[C@H]1CC[C@@H](C[*])C(C)(C)OC(=O)n2c1nnc2-c1cccs1,0,CC(C)(C)OC(=O)N1CC2(CCN(c3cccc(Br)n3)C2)C1,[*]C(=O)O[C@H]1CC[C@@H](C[*])C(C)(C)OC(=O)n2c1nnc2-c1cccs1,33.72
[*]C(O)(C)C[*],0,CC(C)(C)OC(=O)N1CC2(CCN(c3cncc(-c4ccc(F)cc4)c3)C2)C1,[*]C(O)(C)C[*],6.4
[*]C(O)C(C)(C)OC(C)(C)C(O)C(C)(C)OC(=O)N1C[C@@H]2C[C@H]1CN2[*],0,CC(C)(C)OC(=O)N1CC2(CCN(c3cncc(Br)c3)C2)C1,[*]C(O)C(C)(C)OC(C)(C)C(O)C(C)(C)OC(=O)N1C[C@@H]2C[C@H]1CN2[*],21.22
[*]C(=O)N1CC2(C1)CN(c1ncnc([*])c1F)C2,0,CC(C)(C)OC(=O)N1CC2(CCN(c3cncc(C#Cc4ccccc4)c3)C2)C1,[*]C(=O)N1CC2(C1)CN(c1ncnc([*])c1F)C2,15.74
[*]C#C[*],0,CC(C)(C)OC(=O)N1CC2(CCN(c3cncc(N4CC(OCCCc5ccccc5)C4)c3)C2)C1,[*]C#C[*],5.02
[*]CCC[*],0,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)CCc4c[nH]c5ccccc45)C3)C2)c1,[*]CCC[*],1.89
[*]CCCC[*],0,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,[*]CCCC[*],2.45
[*]CCCC[*],0,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc5c(cc4[N+](=O)[O-])OCO5)C3)C2)c1,[*]CCCC[*],2.72
[*]C[n+]1ccc([*])c2ccc3c(c4ccccc4n3C2)c1C(C)(C)C,0,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4ccc5c(c4)OCO5)C3)C2)c1,[*]C[n+]1ccc([*])c2ccc3c(c4ccccc4n3C2)c1C(C)(C)C,35.22
[*]CCCn1ccc2c1CN(C1(Cc3cc([N+](=O)[O-])cc([N+](=O)[O-])c3)CC2)[*],0,CCCCCCC#Cc1cncc(N2CCC3(CN(Cc4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,[*]CCCn1ccc2c1CN(C1(Cc3cc([N+](=O)[O-])cc([N+](=O)[O-])c3)CC2)[*],19.82
[*]OCC[*],0,CCCCCCOC1CN(c2cncc(N3CCC4(CN(C(=O)OC(C)(C)C)C4)C3)c2)C1,[*]OCC[*],3.27
[*]C(=O)C1([*])CC2(CCN(c3ccnc(C#Cc4ccccc4)c3)C2)C1,0,O=C(c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1)N1CC2(CCN(c3cncc(C#Cc4ccccc4)c3)C2)C1,[*]C(=O)C1([*])CC2(CCN(c3ccnc(C#Cc4ccccc4)c3)C2)C1,13.67
[*]CC(/C=C/C=C(\NC)CC=C)C[*],0,C(#Cc1cncc(N2CCC3(CNC3)C2)c1)c1ccccc1,[*]CC(/C=C/C=C(\NC)CC=C)C[*],30.93
[*]C(C)(C)OC(=O)N1C2(CCN(C(=O)C(C)(C)OC(C)(C)c3ccc([*])nc3)C2)CC1C,0,CC(C)(C)OC(=O)N1CC2(CCN(c3cccc(Br)n3)C2)C1,[*]C(C)(C)OC(=O)N1C2(CCN(C(=O)C(C)(C)OC(C)(C)c3ccc([*])nc3)C2)CC1C,24.56
[*]CC[*],0,CC(C)(C)OC(=O)N1CC2(CCN(c3cncc(-c4ccc(F)cc4)c3)C2)C1,[*]CC[*],3.19
[*][C@H](C[*])c1cnc(OC)nc1,0,CC(C)(C)OC(=O)N1CC2(CCN(c3cncc(Br)c3)C2)C1,[*][C@H](C[*])c1cnc(OC)nc1,13.84
[*]C1(C)c2cccc(C(C)(C)OC(=O)N3CC4(CN(c5nccc(C#Cc6cncc(NC(=O)Cc7cncn(C)c7)ccc(C#N)cc6OC)n5)C4)C3)n2CC(NC(=O)c2cc(C#N)nn3c2CN(c2ncccn2)C3)C1C,0,CC(C)(C)OC(=O)N1CC2(CCN(c3cncc(C#Cc4ccccc4)c3)C2)C1,[*]C1(C)c2cccc(C(C)(C)OC(=O)N3CC4(CN(c5nccc(C#Cc6cncc(NC(=O)Cc7cncn(C)c7)ccc(C#N)cc6OC)n5)C4)C3)n2CC(NC(=O)c2cc(C#N)nn3c2CN(c2ncccn2)C3)C1C,100.11
[*]CCOCC(=O)N1CC(Oc2nccc(-c3nn(C)c4cc(F)c(F)cc34)n2)C1CO,0,CC(C)(C)OC(=O)N1CC2(CCN(c3cncc(N4CC(OCCCc5ccccc5)C4)c3)C2)C1,[*]CCOCC(=O)N1CC(Oc2nccc(-c3nn(C)c4cc(F)c(F)cc34)n2)C1CO,37.23
[*]Cc1ccc([*])c(O)c([N+](=O)[O-])c1,0,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)CCc4c[nH]c5ccccc45)C3)C2)c1,[*]Cc1ccc([*])c(O)c([N+](=O)[O-])c1,21.98
[*]CCC[*],0,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,[*]CCC[*],1.82
[*]OCCC(=O)N1CC2(CCN([*])C2)C1,0,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc5c(cc4[N+](=O)[O-])OCO5)C3)C2)c1,[*]OCCC(=O)N1CC2(CCN([*])C2)C1,10.02
[*]N1CC2(C)CN(C(=O)c3ccc4c(c3)CN(C(CCOC)cC[*])C4)C2C1,0,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4ccc5c(c4)OCO5)C3)C2)c1,[*]N1CC2(C)CN(C(=O)c3ccc4c(c3)CN(C(CCOC)cC[*])C4)C2C1,30.94
[*]CCC[*],0,CCCCCCC#Cc1cncc(N2CCC3(CN(Cc4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,[*]CCC[*],1.8
[*]CCCCO[*],0,CCCCCCOC1CN(c2cncc(N3CCC4(CN(C(=O)OC(C)(C)C)C4)C3)c2)C1,[*]CCCCO[*],4.62
[*]C(=O)/C=C\C(=O)OCCCn1ccc2cc([*])ccc21,0,O=C(c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1)N1CC2(CCN(c3cncc(C#Cc4ccccc4)c3)C2)C1,[*]C(=O)/C=C\C(=O)OCCCn1ccc2cc([*])ccc21,19.24
[*]c[*][*],0,C(#Cc1cncc(N2CCC3(CNC3)C2)c1)c1ccccc1,[*]c[*][*],2.17
[*]C(F)(F)C(F)(F)[*],0,CC(C)(C)OC(=O)N1CC2(CCN(c3cccc(Br)n3)C2)C1,[*]C(F)(F)C(F)(F)[*],8.23
[*]CC[*],0,CC(C)(C)OC(=O)N1CC2(CCN(c3cncc(-c4ccc(F)cc4)c3)C2)C1,[*]CC[*],3.19
[*]Cc1cc2n(c1)C(=O)N[C@H]1CN(c3ncc([*])nc3F)C1C2,0,CC(C)(C)OC(=O)N1CC2(CCN(c3cncc(Br)c3)C2)C1,[*]Cc1cc2n(c1)C(=O)N[C@H]1CN(c3ncc([*])nc3F)C1C2,33.6
[*]C#Cc1ccc([*])c(C)c(C)n1,0,CC(C)(C)OC(=O)N1CC2(CCN(c3cncc(C#Cc4ccccc4)c3)C2)C1,[*]C#Cc1ccc([*])c(C)c(C)n1,12.98
[*]C(C)(C)O[*],0,CC(C)(C)OC(=O)N1CC2(CCN(c3cncc(N4CC(OCCCc5ccccc5)C4)c3)C2)C1,[*]C(C)(C)O[*],2.31
[*]N[*],0,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)CCc4c[nH]c5ccccc45)C3)C2)c1,[*]N[*],5.01
[*]CCC#Cc1ccc2c([n+]1C)C(C1CCN(C(=O)c3cc([N+](=O)[O-])cc([N+](=O)[O-])c3)c3ccccc31)CN2C1CC1,0,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,[*]CCC#Cc1ccc2c([n+]1C)C(C1CCN(C(=O)c3cc([N+](=O)[O-])cc([N+](=O)[O-])c3)c3ccccc31)CN2C1CC1,38.32
