SMILES,SMILES_state,Warheads,Linker,NLL
[*]CC[*],0,CCCCCCC#Cc1cncc(N2CCC3(CN(Cc4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,[*]CC[*],1.13
[*]CC[*],0,CCCCCCOC1CN(c2cncc(N3CCC4(CN(C(=O)OC(C)(C)C)C4)C3)c2)C1,[*]CC[*],1.3
[*]C(=O)OC(C)(CC)[*],0,O=C(c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1)N1CC2(CCN(c3cncc(C#Cc4ccccc4)c3)C2)C1,[*]C(=O)OC(C)(CC)[*],11.68
[*]c1ccc2nccc(C[*])cc1=C,0,C(#Cc1cncc(N2CCC3(CNC3)C2)c1)c1ccccc1,[*]c1ccc2nccc(C[*])cc1=C,16.98
[*]C(C)(C)c1ccc([*])cc1,0,CC(C)(C)OC(=O)N1CC2(CCN(c3cccc(Br)n3)C2)C1,[*]C(C)(C)c1ccc([*])cc1,10.64
[*]C(C)(C)[*],0,CC(C)(C)OC(=O)N1CC2(CCN(c3cncc(-c4ccc(F)cc4)c3)C2)C1,[*]C(C)(C)[*],2.5
[*]C(=O)C[*],0,CC(C)(C)OC(=O)N1CC2(CCN(c3cncc(Br)c3)C2)C1,[*]C(=O)C[*],6.19
[*]C#Cc1cnc(N2C3CC2CN(c2ccc4[nH]c(=O)n(CC)c4c2)C3)cc1CC[*],0,CC(C)(C)OC(=O)N1CC2(CCN(c3cncc(C#Cc4ccccc4)c3)C2)C1,[*]C#Cc1cnc(N2C3CC2CN(c2ccc4[nH]c(=O)n(CC)c4c2)C3)cc1CC[*],29.31
[*]C(C)(C)OC(=O)[*],0,CC(C)(C)OC(=O)N1CC2(CCN(c3cncc(N4CC(OCCCc5ccccc5)C4)c3)C2)C1,[*]C(C)(C)OC(=O)[*],4.04
[*]CC[*],0,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)CCc4c[nH]c5ccccc45)C3)C2)c1,[*]CC[*],1.14
[*]CCC[*],0,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,[*]CCC[*],1.82
[*]CC[*],0,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc5c(cc4[N+](=O)[O-])OCO5)C3)C2)c1,[*]CC[*],1.22
[*]CC[*],0,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4ccc5c(c4)OCO5)C3)C2)c1,[*]CC[*],1.14
[*]CCC[*],0,CCCCCCC#Cc1cncc(N2CCC3(CN(Cc4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,[*]CCC[*],1.8
[*]CCC[*],0,CCCCCCOC1CN(c2cncc(N3CCC4(CN(C(=O)OC(C)(C)C)C4)C3)c2)C1,[*]CCC[*],2.35
[*]C(=O)[*],0,O=C(c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1)N1CC2(CCN(c3cncc(C#Cc4ccccc4)c3)C2)C1,[*]C(=O)[*],2.41
[*]c(C)C[*],0,C(#Cc1cncc(N2CCC3(CNC3)C2)c1)c1ccccc1,[*]c(C)C[*],8.95
[*]C(C)(C)OCC[*],0,CC(C)(C)OC(=O)N1CC2(CCN(c3cccc(Br)n3)C2)C1,[*]C(C)(C)OCC[*],5.97
[*]C(O)C[*],0,CC(C)(C)OC(=O)N1CC2(CCN(c3cncc(-c4ccc(F)cc4)c3)C2)C1,[*]C(O)C[*],4.04
[*]CCOCCC(C)(C)O[*],0,CC(C)(C)OC(=O)N1CC2(CCN(c3cncc(Br)c3)C2)C1,[*]CCOCCC(C)(C)O[*],12.41
[*]C(C)(C)OC(=O)N1CC2(C=CC(C3CC4(CC4)c4ccc(C#Cc5ccccc5)cc43)N2)C1,0,CC(C)(C)OC(=O)N1CC2(CCN(c3cncc(C#Cc4ccccc4)c3)C2)C1,[*]C(C)(C)OC(=O)N1CC2(C=CC(C3CC4(CC4)c4ccc(C#Cc5ccccc5)cc43)N2)C1,34.0
[*]CNC(C)(C)C(=O)N1CC(Oc2ccccc2)CC12C1CC1(OCCC[*])C2,0,CC(C)(C)OC(=O)N1CC2(CCN(c3cncc(N4CC(OCCCc5ccccc5)C4)c3)C2)C1,[*]CNC(C)(C)C(=O)N1CC(Oc2ccccc2)CC12C1CC1(OCCC[*])C2,36.93
[*]CC[*],0,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)CCc4c[nH]c5ccccc45)C3)C2)c1,[*]CC[*],1.14
[*]CCCCCCC[*],0,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,[*]CCCCCCC[*],4.88
[*]CCCO[*],0,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc5c(cc4[N+](=O)[O-])OCO5)C3)C2)c1,[*]CCCO[*],5.23
[*]CC[*],0,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4ccc5c(c4)OCO5)C3)C2)c1,[*]CC[*],1.14
[*]CC[*],0,CCCCCCC#Cc1cncc(N2CCC3(CN(Cc4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,[*]CC[*],1.13
[*]CC[*],0,CCCCCCOC1CN(c2cncc(N3CCC4(CN(C(=O)OC(C)(C)C)C4)C3)c2)C1,[*]CC[*],1.3
[*]C(=O)OC(=O)OC(=C(c1cncc([N+]#[C-])c1)N1CC2(C1)CN(c1cccc(C#Cc3ccccc3)c1)C2)c1cncc([N+]#[C-])c1,0,O=C(c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1)N1CC2(CCN(c3cncc(C#Cc4ccccc4)c3)C2)C1,[*]C(=O)OC(=O)OC(=C(c1cncc([N+]#[C-])c1)N1CC2(C1)CN(c1cccc(C#Cc3ccccc3)c1)C2)c1cncc([N+]#[C-])c1,24.09
[*]c1n[nH]c2ccc([*])cc12,0,C(#Cc1cncc(N2CCC3(CNC3)C2)c1)c1ccccc1,[*]c1n[nH]c2ccc([*])cc12,8.85
[*]C(C)(C)[*],0,CC(C)(C)OC(=O)N1CC2(CCN(c3cccc(Br)n3)C2)C1,[*]C(C)(C)[*],3.1
[*]C(C)(C)[*],0,CC(C)(C)OC(=O)N1CC2(CCN(c3cncc(-c4ccc(F)cc4)c3)C2)C1,[*]C(C)(C)[*],2.5
[*]C(C)(C)OC(=O)N1CC2(C1)CN(C(=O)[*])C2,0,CC(C)(C)OC(=O)N1CC2(CCN(c3cncc(Br)c3)C2)C1,[*]C(C)(C)OC(=O)N1CC2(C1)CN(C(=O)[*])C2,9.07
[*]C(F)(F)[*],0,CC(C)(C)OC(=O)N1CC2(CCN(c3cncc(C#Cc4ccccc4)c3)C2)C1,[*]C(F)(F)[*],5.34
[*]C#C[*],0,CC(C)(C)OC(=O)N1CC2(CCN(c3cncc(N4CC(OCCCc5ccccc5)C4)c3)C2)C1,[*]C#C[*],5.02
[*]CCCCC[Si](C)(C)C[*],0,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)CCc4c[nH]c5ccccc45)C3)C2)c1,[*]CCCCC[Si](C)(C)C[*],14.22
[*]CCCOCC[*],0,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,[*]CCCOCC[*],7.32
[*]CCC[*],0,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc5c(cc4[N+](=O)[O-])OCO5)C3)C2)c1,[*]CCC[*],1.95
[*]CC(=O)CN1CC2(CCN(C(=O)c3ccc([*])nc3)C2)C1,0,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4ccc5c(c4)OCO5)C3)C2)c1,[*]CC(=O)CN1CC2(CCN(C(=O)c3ccc([*])nc3)C2)C1,14.87
[*]CCC[*],0,CCCCCCC#Cc1cncc(N2CCC3(CN(Cc4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,[*]CCC[*],1.8
[*]OCC[*],0,CCCCCCOC1CN(c2cncc(N3CCC4(CN(C(=O)OC(C)(C)C)C4)C3)c2)C1,[*]OCC[*],3.27
[*]C(=O)C(=O)OC(C)(C)C(=O)OC(=CC(=O)OC(c1cc([N+](=O)[O-])cc(C#Cc2ccccc2)c1)N1CC2(CCN(c3ccncc3)C2)C1)N1CC2(CCN(c3ccccc3)C2)C1,0,O=C(c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1)N1CC2(CCN(c3cncc(C#Cc4ccccc4)c3)C2)C1,[*]C(=O)C(=O)OC(C)(C)C(=O)OC(=CC(=O)OC(c1cc([N+](=O)[O-])cc(C#Cc2ccccc2)c1)N1CC2(CCN(c3ccncc3)C2)C1)N1CC2(CCN(c3ccccc3)C2)C1,31.01
[*]c[*]c[*],0,C(#Cc1cncc(N2CCC3(CNC3)C2)c1)c1ccccc1,[*]c[*]c[*],2.89
[*]CC[*],0,CC(C)(C)OC(=O)N1CC2(CCN(c3cccc(Br)n3)C2)C1,[*]CC[*],2.57
[*]C(C)(C)[*],0,CC(C)(C)OC(=O)N1CC2(CCN(c3cncc(-c4ccc(F)cc4)c3)C2)C1,[*]C(C)(C)[*],2.5
[*]C(C)(C)[*],0,CC(C)(C)OC(=O)N1CC2(CCN(c3cncc(Br)c3)C2)C1,[*]C(C)(C)[*],3.19
[*]c1cnc(C#Cc2cccc(-c3ccc([*])cc3)cc(C=C)c2)nc1,0,CC(C)(C)OC(=O)N1CC2(CCN(c3cncc(C#Cc4ccccc4)c3)C2)C1,[*]c1cnc(C#Cc2cccc(-c3ccc([*])cc3)cc(C=C)c2)nc1,31.79
[*]C(C)(C)OC(=O)ON1CC(Oc2cncc(N3CC(OC[C@H]4CN(c5ccc([*])cn5)C4)C3)c2)C1,0,CC(C)(C)OC(=O)N1CC2(CCN(c3cncc(N4CC(OCCCc5ccccc5)C4)c3)C2)C1,[*]C(C)(C)OC(=O)ON1CC(Oc2cncc(N3CC(OC[C@H]4CN(c5ccc([*])cn5)C4)C3)c2)C1,32.05
[*]CC[*],0,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)CCc4c[nH]c5ccccc45)C3)C2)c1,[*]CC[*],1.14
[*]CCCCC(=O)N1CC2(CN(C(=O)c3cc([N+](=O)[O-])cc([N+](=O)[O-])c3)C2)C1,0,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,[*]CCCCC(=O)N1CC2(CN(C(=O)c3cc([N+](=O)[O-])cc([N+](=O)[O-])c3)C2)C1,8.89
[*]CCCC(=O)Nc1cc2c(cc1[N+](=O)[O-])CN(C(=O)c1cc3c(C(=O)N4CCC5(C4)CN(C(=O)c4cc6c(c6[N+](=O)[O-])OCO6)C5)ccc4c3c(C)cc3ccccc3c4)c1)C2,0,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc5c(cc4[N+](=O)[O-])OCO5)C3)C2)c1,[*]CCCC(=O)Nc1cc2c(cc1[N+](=O)[O-])CN(C(=O)c1cc3c(C(=O)N4CCC5(C4)CN(C(=O)c4cc6c(c6[N+](=O)[O-])OCO6)C5)ccc4c3c(C)cc3ccccc3c4)c1)C2,42.72
[*]CC[*],0,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4ccc5c(c4)OCO5)C3)C2)c1,[*]CC[*],1.14
[*]N1CC2(CCN(Cc3cn(CCCC(=O)N(C4CC4)C4COC4)c4ccccc34)C2)C1,0,CCCCCCC#Cc1cncc(N2CCC3(CN(Cc4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,[*]N1CC2(CCN(Cc3cn(CCCC(=O)N(C4CC4)C4COC4)c4ccccc34)C2)C1,32.72
[*]CCN1CC2(C1)CN(c1nccc(OC3CCN(C(=O)OC(C)(C)C)CC3)n1)C2,0,CCCCCCOC1CN(c2cncc(N3CCC4(CN(C(=O)OC(C)(C)C)C4)C3)c2)C1,[*]CCN1CC2(C1)CN(c1nccc(OC3CCN(C(=O)OC(C)(C)C)CC3)n1)C2,18.16
[*]C(=O)OC(=O)OC(=O)/C=C\C(=O)OC(=O)C(=O)OC(=O)C(=O)N1CC2(CCN(c3cncc(C#Cc4ccc(OC)cc4)c3)C2)N1C1CC1,0,O=C(c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1)N1CC2(CCN(c3cncc(C#Cc4ccccc4)c3)C2)C1,[*]C(=O)OC(=O)OC(=O)/C=C\C(=O)OC(=O)C(=O)OC(=O)C(=O)N1CC2(CCN(c3cncc(C#Cc4ccc(OC)cc4)c3)C2)N1C1CC1,27.04
[*]c[*]C(=O)N[*],0,C(#Cc1cncc(N2CCC3(CNC3)C2)c1)c1ccccc1,[*]c[*]C(=O)N[*],10.63
[*]C(C)(C)OC(=O)N1C2(C)CN(C(=O)O[C@H](C)C[*])CC2(C)C1,0,CC(C)(C)OC(=O)N1CC2(CCN(c3cccc(Br)n3)C2)C1,[*]C(C)(C)OC(=O)N1C2(C)CN(C(=O)O[C@H](C)C[*])CC2(C)C1,22.67
[*]c1cc(C)nc([*])c1,0,CC(C)(C)OC(=O)N1CC2(CCN(c3cncc(-c4ccc(F)cc4)c3)C2)C1,[*]c1cc(C)nc([*])c1,10.68
[*]CC(=O)[*],0,CC(C)(C)OC(=O)N1CC2(CCN(c3cncc(Br)c3)C2)C1,[*]CC(=O)[*],4.81
[*]Cc1ccc([*])nn1,0,CC(C)(C)OC(=O)N1CC2(CCN(c3cncc(C#Cc4ccccc4)c3)C2)C1,[*]Cc1ccc([*])nn1,9.24
[*]Cn1ccc([*])c(N2Cc3ccc(F)cc3C2)c1=O,0,CC(C)(C)OC(=O)N1CC2(CCN(c3cncc(N4CC(OCCCc5ccccc5)C4)c3)C2)C1,[*]Cn1ccc([*])c(N2Cc3ccc(F)cc3C2)c1=O,18.18
[*]CC[*],0,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)CCc4c[nH]c5ccccc45)C3)C2)c1,[*]CC[*],1.14
[*]c1cnc2cnc3cc(N4CCN(C(=O)c5cc([N+](=O)[O-])cc([N+](=O)[O-])c5)C4)c(F)cc3n12,0,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,[*]c1cnc2cnc3cc(N4CCN(C(=O)c5cc([N+](=O)[O-])cc([N+](=O)[O-])c5)C4)c(F)cc3n12,22.58
[*]CC[*],0,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc5c(cc4[N+](=O)[O-])OCO5)C3)C2)c1,[*]CC[*],1.22
[*]CCC[*],0,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4ccc5c(c4)OCO5)C3)C2)c1,[*]CCC[*],1.97
[*]CCCC(C)(C)C[*],0,CCCCCCC#Cc1cncc(N2CCC3(CN(Cc4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,[*]CCCC(C)(C)C[*],10.66
[*]c1ccn(C2CCN(C3(CN4CC5(C4)CN(C(=O)OC(C)(C)C)C5)CC3)C2)c1N(C)C(=O)OC(C)(C)C,0,CCCCCCOC1CN(c2cncc(N3CCC4(CN(C(=O)OC(C)(C)C)C4)C3)c2)C1,[*]c1ccn(C2CCN(C3(CN4CC5(C4)CN(C(=O)OC(C)(C)C)C5)CC3)C2)c1N(C)C(=O)OC(C)(C)C,31.6
[*]C(=O)CC1CN2CC34CCC5CN(Cc6cncc(C#Cc7ccccc7)c6)C[C@]5(C5CCc6ccccc6C5)C[C@]34CC2C1,0,O=C(c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1)N1CC2(CCN(c3cncc(C#Cc4ccccc4)c3)C2)C1,[*]C(=O)CC1CN2CC34CCC5CN(Cc6cncc(C#Cc7ccccc7)c6)C[C@]5(C5CCc6ccccc6C5)C[C@]34CC2C1,59.17
[*]c[*]C=C,0,C(#Cc1cncc(N2CCC3(CNC3)C2)c1)c1ccccc1,[*]c[*]C=C,5.67
[*]CC(C)(C)OC(=O)n1ccc([*])n1,0,CC(C)(C)OC(=O)N1CC2(CCN(c3cccc(Br)n3)C2)C1,[*]CC(C)(C)OC(=O)n1ccc([*])n1,14.49
[*]CCCC(C)(C)OC(=O)N1CC2(C1)CN(c1cncc(-c3ccc(F)c(C(=O)N4CCC(c5ccc(F)c(C#C)c5)([*])C4)c3)n1)C2,0,CC(C)(C)OC(=O)N1CC2(CCN(c3cncc(-c4ccc(F)cc4)c3)C2)C1,[*]CCCC(C)(C)OC(=O)N1CC2(C1)CN(c1cncc(-c3ccc(F)c(C(=O)N4CCC(c5ccc(F)c(C#C)c5)([*])C4)c3)n1)C2,37.13
[*]COC(C)(C)OC(C)(C)CCCN(c1cnn(C)c1)[*],0,CC(C)(C)OC(=O)N1CC2(CCN(c3cncc(Br)c3)C2)C1,[*]COC(C)(C)OC(C)(C)CCCN(c1cnn(C)c1)[*],23.55
[*]C#CC[*],0,CC(C)(C)OC(=O)N1CC2(CCN(c3cncc(C#Cc4ccccc4)c3)C2)C1,[*]C#CC[*],7.26
[*]C(C)(C)OC(=O)[N+]1(C2CCN(c3cnn(C(c4ccccc4)[*])c3)C2)CCOCC1,0,CC(C)(C)OC(=O)N1CC2(CCN(c3cncc(N4CC(OCCCc5ccccc5)C4)c3)C2)C1,[*]C(C)(C)OC(=O)[N+]1(C2CCN(c3cnn(C(c4ccccc4)[*])c3)C2)CCOCC1,26.91
[*]C[n+]1cccc(C#N)c2ccc3ccc(O[*])ccc3c21,0,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)CCc4c[nH]c5ccccc45)C3)C2)c1,[*]C[n+]1cccc(C#N)c2ccc3ccc(O[*])ccc3c21,27.19
[*]CC1CCN2CCN(C(=O)c3cncc(O[*])c3)C12,0,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,[*]CC1CCN2CCN(C(=O)c3cncc(O[*])c3)C12,19.93
[*]CCCC[*],0,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc5c(cc4[N+](=O)[O-])OCO5)C3)C2)c1,[*]CCCC[*],2.72
[*]CCC[*],0,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4ccc5c(c4)OCO5)C3)C2)c1,[*]CCC[*],1.97
[*]CCC(=O)OCC(=O)ON1CCC2(CCN(C3CC4(CCN([*])C4)C3)C2)C1,0,CCCCCCC#Cc1cncc(N2CCC3(CN(Cc4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,[*]CCC(=O)OCC(=O)ON1CCC2(CCN(C3CC4(CCN([*])C4)C3)C2)C1,23.86
[*]CC[*],0,CCCCCCOC1CN(c2cncc(N3CCC4(CN(C(=O)OC(C)(C)C)C4)C3)c2)C1,[*]CC[*],1.3
[*]C(=O)C(=O)OC(=O)C(=C)N1CC2(CCN(c3cccc(C4=C5C=C/C=C\C=C\5CC=C4)c3)C2)N1C1C2N=C\C=C\C=C\C2=C/C=C\1C,0,O=C(c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1)N1CC2(CCN(c3cncc(C#Cc4ccccc4)c3)C2)C1,[*]C(=O)C(=O)OC(=O)C(=C)N1CC2(CCN(c3cccc(C4=C5C=C/C=C\C=C\5CC=C4)c3)C2)N1C1C2N=C\C=C\C=C\C2=C/C=C\1C,55.35
[*]c[*]ccc(C)c[*],0,C(#Cc1cncc(N2CCC3(CNC3)C2)c1)c1ccccc1,[*]c[*]ccc(C)c[*],7.37
[*]Cn1cc([*])nn1,0,CC(C)(C)OC(=O)N1CC2(CCN(c3cccc(Br)n3)C2)C1,[*]Cn1cc([*])nn1,6.2
[*]CC[*],0,CC(C)(C)OC(=O)N1CC2(CCN(c3cncc(-c4ccc(F)cc4)c3)C2)C1,[*]CC[*],3.19
[*]CC[*],0,CC(C)(C)OC(=O)N1CC2(CCN(c3cncc(Br)c3)C2)C1,[*]CC[*],2.12
[*]CC(C)(C)OC(=O)N1C2(CCN([*])CC2)C1OC(=O)NC1CC1CC(C)(C#N)OC(=O)N1C,0,CC(C)(C)OC(=O)N1CC2(CCN(c3cncc(C#Cc4ccccc4)c3)C2)C1,[*]CC(C)(C)OC(=O)N1C2(CCN([*])CC2)C1OC(=O)NC1CC1CC(C)(C#N)OC(=O)N1C,37.69
[*]Cc1cc(N2CC(OCc3ccccc(O[*])c3)C2)ncn1,0,CC(C)(C)OC(=O)N1CC2(CCN(c3cncc(N4CC(OCCCc5ccccc5)C4)c3)C2)C1,[*]Cc1cc(N2CC(OCc3ccccc(O[*])c3)C2)ncn1,21.34
[*]CCC[*],0,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)CCc4c[nH]c5ccccc45)C3)C2)c1,[*]CCC[*],1.89
[*]CCCOC1CCN2C3(CCN(C(=O)c4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)CCC12,0,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,[*]CCCOC1CCN2C3(CCN(C(=O)c4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)CCC12,16.43
[*]CC[*],0,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc5c(cc4[N+](=O)[O-])OCO5)C3)C2)c1,[*]CC[*],1.22
[*]N(CC([*])S(=O)(=O)c1ccccc1)S(=O)(=O)c1ccc(C)cc1,0,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4ccc5c(c4)OCO5)C3)C2)c1,[*]N(CC([*])S(=O)(=O)c1ccccc1)S(=O)(=O)c1ccc(C)cc1,25.41
[*]CCCCC[*],0,CCCCCCC#Cc1cncc(N2CCC3(CN(Cc4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,[*]CCCCC[*],3.18
[*]CC[*],0,CCCCCCOC1CN(c2cncc(N3CCC4(CN(C(=O)OC(C)(C)C)C4)C3)c2)C1,[*]CC[*],1.3
[*]C(=O)[*],0,O=C(c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1)N1CC2(CCN(c3cncc(C#Cc4ccccc4)c3)C2)C1,[*]C(=O)[*],2.41
[*]c[*]c[*],0,C(#Cc1cncc(N2CCC3(CNC3)C2)c1)c1ccccc1,[*]c[*]c[*],2.89
[*]CC[*],0,CC(C)(C)OC(=O)N1CC2(CCN(c3cccc(Br)n3)C2)C1,[*]CC[*],2.57
[*]Cn1ncc(C(=O)Nc2cnc(-c3ccc(F)c(F)c3)cc2C(=O)N2CC3(c4cnc(-c5cccc([*])c6cc(F)nc(-c7cncc(-c8nncc(C(F)F)n8)c7)c5)cc4)CC3)C2)c1C,0,CC(C)(C)OC(=O)N1CC2(CCN(c3cncc(-c4ccc(F)cc4)c3)C2)C1,[*]Cn1ncc(C(=O)Nc2cnc(-c3ccc(F)c(F)c3)cc2C(=O)N2CC3(c4cnc(-c5cccc([*])c6cc(F)nc(-c7cncc(-c8nncc(C(F)F)n8)c7)c5)cc4)CC3)C2)c1C,73.89
[*]Cn1ccc([*])n1,0,CC(C)(C)OC(=O)N1CC2(CCN(c3cncc(Br)c3)C2)C1,[*]Cn1ccc([*])n1,6.38
[*]C#Cc1ccc([*])s1,0,CC(C)(C)OC(=O)N1CC2(CCN(c3cncc(C#Cc4ccccc4)c3)C2)C1,[*]C#Cc1ccc([*])s1,11.39
[*]C(C)(C)O[*],0,CC(C)(C)OC(=O)N1CC2(CCN(c3cncc(N4CC(OCCCc5ccccc5)C4)c3)C2)C1,[*]C(C)(C)O[*],2.31
[*]C(C[*])C(=O)OC,0,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)CCc4c[nH]c5ccccc45)C3)C2)c1,[*]C(C[*])C(=O)OC,11.07
[*]C(C)SCCC(=O)N1CC2(CCN(C(=O)c3ccc([N+](=O)[O-])c(N4CCC5(CC4)N(C(=O)c4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C5)c3)C2)C1,0,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,[*]C(C)SCCC(=O)N1CC2(CCN(C(=O)c3ccc([N+](=O)[O-])c(N4CCC5(CC4)N(C(=O)c4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C5)c3)C2)C1,35.01
[*]CCC1(OC(=O)c2cc3c(cc2[N+](=O)[O-])CN(C(=O)c2cc4c(cc2[N+](=O)[O-])OCO4)C3)CCN1C,0,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc5c(cc4[N+](=O)[O-])OCO5)C3)C2)c1,[*]CCC1(OC(=O)c2cc3c(cc2[N+](=O)[O-])CN(C(=O)c2cc4c(cc2[N+](=O)[O-])OCO4)C3)CCN1C,20.95
[*]CCC[*],0,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4ccc5c(c4)OCO5)C3)C2)c1,[*]CCC[*],1.97
[*]CC#C[*],0,CCCCCCC#Cc1cncc(N2CCC3(CN(Cc4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,[*]CC#C[*],5.95
