iter	RMSE
409	0.05345797153
410	0.05332473224
411	0.05285652262
412	0.05268292477
413	0.05235572696
414	0.05202194795
415	0.05166801592
416	0.05156341175
417	0.05125068237
418	0.0509719359
419	0.05075929609
420	0.05051481634
421	0.05027553487
422	0.05016165115
423	0.04984345499
424	0.049692502
425	0.04944724302
426	0.04911772041
427	0.04880281901
428	0.04866714345
429	0.04834246381
430	0.04813490167
431	0.04801673511
432	0.04775973241
433	0.04751152895
434	0.0472031588
435	0.04712203261
436	0.04685623263
437	0.04659823624
438	0.04642205256
439	0.04622177399
440	0.04592894868
441	0.0458144659
442	0.04556652529
443	0.04527571091
444	0.04503677796
445	0.04482287134
446	0.04460128677
447	0.04437562592
448	0.04413665971
449	0.0439161727
450	0.0437028091
451	0.04347478154
452	0.04333011365
453	0.0432230891
454	0.04297529545
455	0.04267701952
456	0.0424375198
457	0.04234819439
458	0.04214975966
459	0.04192985571
460	0.04173292058
461	0.04154068523
462	0.0414519148
463	0.04129200759
464	0.04102224148
465	0.04084163488
466	0.04067491424
467	0.04060534706
468	0.04047872169
469	0.04039782012
470	0.0403092759
471	0.04015162347
472	0.03991748865
473	0.03985453867
474	0.03968764245
475	0.03953580673
476	0.03935473018
477	0.03926680942
478	0.03909581536
479	0.0388960914
480	0.03873709363
481	0.03862950377
482	0.03842114974
483	0.03837072987
484	0.03830164044
485	0.038209991
486	0.03814721867
487	0.03807404663
488	0.0380150362
489	0.0378459049
490	0.03776812028
491	0.03770330369
492	0.03756770635
493	0.03751886875
494	0.03732577789
495	0.03718858763
496	0.03703808911
497	0.03684604524
498	0.03670296506
499	0.03663538465
500	0.03659119003
501	0.03646480122
502	0.03633516026
503	0.03619406325
504	0.03609121677
505	0.03595463098
506	0.03583285066
507	0.03578574426
508	0.03564964471
509	0.03551824261
510	0.035453478
511	0.03540391027
512	0.03530170465
513	0.03521136102
514	0.03516568092
515	0.03511111809
516	0.03501876968
517	0.0348860071
518	0.03482615977
519	0.03472645724
520	0.03460132409
521	0.03456364996
522	0.03451510932
523	0.03440918624
524	0.03428828237
525	0.03423862768
526	0.03417584397
527	0.03407218729
528	0.03401346387
529	0.03390062181
530	0.03383416124
531	0.03371697797
532	0.03359289062
533	0.03349634188
534	0.03344888202
535	0.03333746477
536	0.03320692602
537	0.0330982379
538	0.03305988459
539	0.0329487057
540	0.03292422435
541	0.03279918583
542	0.03268992729
543	0.03256489643
544	0.03251079461
545	0.0324367301
546	0.03234489315
547	0.03223889955
548	0.03212299285
549	0.03203763151
550	0.03192328919
551	0.03182501342
552	0.03173625091
553	0.03166327521
554	0.03163784498
555	0.03156264961
556	0.03149945925
557	0.03146449021
558	0.03136608784
559	0.03131088173
560	0.03122622164
561	0.0311416392
562	0.03111763961
563	0.03103943731
564	0.03095389981
565	0.03089544347
566	0.03085638664
567	0.03078959544
568	0.03071064025
569	0.03065144255
570	0.03058753944
571	0.03051523641
572	0.03046691094
573	0.03044580388
574	0.03040662033
575	0.03035240686
576	0.03029561731
577	0.03023645021
578	0.03019290861
579	0.03012310496
580	0.03006598595
581	0.03004416988
582	0.02999181148
583	0.02993233948
584	0.0299118743
585	0.02984601221
586	0.02978985722
587	0.02973474716
588	0.02968009887
589	0.02963214813
590	0.0295795377
591	0.02952763148
592	0.02949308481
593	0.0294423487
594	0.02938162957
595	0.02936291202
596	0.029317909
597	0.02927089716
598	0.029255327
599	0.02922278409
600	0.02917945982
601	0.0291315532
602	0.02910052817
603	0.02908224965
604	0.02903063675
605	0.02897958303
606	0.02893839737
607	0.02890815271
608	0.02885765012
609	0.02884192125
610	0.02879975085
611	0.02875172772
612	0.02873891913
613	0.02870106562
614	0.02865837579
615	0.02864461782
616	0.02860525371
617	0.02855883895
618	0.02852333153
619	0.02848616802
620	0.02844541638
621	0.02842491282
622	0.02838786486
623	0.02835192298
624	0.02833244006
625	0.02829267476
626	0.02826425139
627	0.02822073673
628	0.02819746077
629	0.02815522694
630	0.02811384394
631	0.02808484412
632	0.02807568131
633	0.02803803856
634	0.02799737805
635	0.02796105664
636	0.02792740124
637	0.02790357681
638	0.02787041573
639	0.02783520569
640	0.02779876186
641	0.02777853216
642	0.02776404124
643	0.02773886373
644	0.02771025496
645	0.02768172756
646	0.02764633357
647	0.02761552542
648	0.02758134694
649	0.02755002081
650	0.02753862882
651	0.02750763062
652	0.02748878975
653	0.02746199126
654	0.02743651816
655	0.02742508087
656	0.02739516678
657	0.02736609752
658	0.02735617151
659	0.02733096242
660	0.02731289904
661	0.02728360237
662	0.02725615503
663	0.02723521675
664	0.02720901363
665	0.02718407975
666	0.02716170103
667	0.02713693747
668	0.02712975516
669	0.02710792663
670	0.0270854922
671	0.02707169999
672	0.02705237517
673	0.02703440829
674	0.02701407551
675	0.02698837915
676	0.02696923748
677	0.02695699143
678	0.02694044824
679	0.02692162819
680	0.02690045636
681	0.02688740217
682	0.02687099953
683	0.02685115012
684	0.0268416128
685	0.02682927342
686	0.02680632828
687	0.02679713423
688	0.02677511766
689	0.02675486999
690	0.02674422796
691	0.02673790776
692	0.02672855104
693	0.02671249537
694	0.02670177979
695	0.02669683641
696	0.02668856937
697	0.02667599838
698	0.0266699085
699	0.0266529948
700	0.02664061428
701	0.026623886
702	0.0266149004
703	0.02659956983
704	0.02659462253
705	0.02657580904
706	0.02656021043
707	0.02654359286
708	0.0265340964
709	0.02651667808
710	0.02650837292
711	0.02649827567
712	0.02648550642
713	0.02647021482
714	0.02645642691
715	0.02644398545
716	0.02643189185
717	0.02641964457
718	0.02640494344
719	0.02639261574
720	0.02638821375
721	0.02637781191
722	0.02636959988
723	0.02635849433
724	0.02634666768
725	0.02633690009
726	0.0263267892
727	0.02631730886
728	0.02631219769
729	0.0263007797
730	0.02629617291
731	0.02628733824
732	0.02627835009
733	0.02626831085
734	0.02626594656
735	0.02625839263
736	0.02624962015
737	0.02624416056
738	0.02623905345
739	0.02623213434
740	0.02622255625
741	0.02621626334
742	0.02620590852
743	0.02620247589
744	0.02619768824
745	0.02619076038
746	0.02618420093
747	0.02617623525
748	0.0261704196
749	0.02616027256
750	0.02615466614
751	0.02614811563
752	0.02614572003
753	0.02613575438
754	0.02612681731
755	0.02611811306
756	0.02611249802
757	0.02610765027
758	0.02610196731
759	0.02609396653
760	0.02609151038
761	0.02608927643
762	0.0260832837
763	0.02607647189
764	0.02606967828
765	0.02606794229
766	0.02606569524
767	0.02605847756
768	0.02605094219
769	0.02604389184
770	0.02603990125
771	0.02603266729
772	0.02603088766
773	0.02602612187
774	0.02602106081
775	0.02601768282
776	0.02601534195
777	0.02601264088
778	0.02600866786
779	0.02600330668
780	0.0259977377
781	0.02599480285
782	0.02599043137
783	0.02598671033
784	0.02598100425
785	0.02597829376
786	0.02597643912
787	0.0259724611
788	0.02596629699
789	0.02595987595
790	0.0259548284
791	0.02594866364
792	0.02594316932
793	0.02594033114
794	0.02593458306
795	0.02593010154
796	0.02592538435
797	0.02592080251
798	0.02591882683
799	0.0259165003
800	0.02591108993
801	0.02590642388
802	0.02590541362
803	0.02590271351
804	0.02589802553
805	0.02589437807
806	0.0258921917
807	0.0258896143
808	0.02588556294
809	0.02588192714
810	0.02587700968
811	0.02587568176
812	0.02587158151
813	0.02586707735
814	0.02586481579
815	0.02586010934
816	0.02585918209
817	0.02585550831
818	0.02585227751
819	0.02584879144
820	0.02584564938
821	0.02584173702
822	0.02583826968
823	0.02583515405
824	0.02583129765
825	0.02582791965
826	0.02582458618
827	0.02582132262
828	0.02582040346
829	0.02581718299
830	0.02581447034
831	0.02581297715
832	0.02581210639
833	0.02580992928
834	0.02580912177
835	0.02580681773
836	0.02580417954
837	0.02580097619
838	0.02579780809
839	0.02579474899
840	0.02579201561
841	0.02579022957
842	0.02578713629
843	0.02578624001
844	0.02578428202
845	0.02578177982
846	0.02577978672
847	0.025776951
848	0.02577377819
849	0.02577294157
850	0.02577028593
851	0.0257689245
852	0.02576642142
853	0.02576469345
854	0.02576221453
855	0.0257601801
856	0.02575818819
857	0.02575638168
858	0.02575413015
859	0.02575154496
860	0.02575006418
861	0.02574864279
862	0.02574649287
863	0.02574447213
864	0.02574328237
865	0.02574161185
866	0.02573984289
867	0.02573894392
868	0.02573646969
869	0.02573542988
870	0.02573369511
871	0.02573213616
872	0.02573111166
873	0.02573063609
874	0.0257287187
875	0.02572705377
876	0.02572541181
877	0.02572360787
878	0.02572217777
879	0.02572085744
880	0.02572037964
881	0.02571895841
882	0.02571747487
883	0.02571569363
884	0.02571410118
885	0.02571260682
886	0.02571229302
887	0.02571092699
888	0.02570945804
889	0.02570842711
890	0.02570700018
891	0.02570622973
892	0.02570487781
893	0.02570346311
894	0.02570312587
895	0.02570181738
896	0.02570045306
897	0.0256990567
898	0.02569800182
899	0.02569679791
900	0.02569550214
901	0.02569482891
902	0.02569340228
903	0.02569200102
904	0.02569088298
905	0.02568954273
906	0.02568895019
907	0.02568811815
908	0.02568755049
909	0.02568632093
910	0.02568512155
911	0.02568439475
912	0.02568387529
913	0.02568273611
914	0.0256815494
915	0.0256805132
916	0.02567950371
917	0.0256784778
918	0.0256773561
919	0.02567672063
920	0.02567553912
921	0.02567449587
922	0.0256739182
923	0.0256733176
924	0.0256723302
925	0.02567127306
926	0.0256705226
927	0.02567005759
928	0.02566969039
929	0.02566890093
930	0.0256680587
931	0.02566719627
932	0.025666566
933	0.02566561449
934	0.02566490126
935	0.02566408718
936	0.02566344088
937	0.02566312012
938	0.02566234794
939	0.02566191313
940	0.02566113408
941	0.02566053624
942	0.02565990075
943	0.02565965081
944	0.02565890027
945	0.02565820172
946	0.02565755173
947	0.02565736143
948	0.02565681487
949	0.02565607792
950	0.02565543922
951	0.02565473378
952	0.02565426225
953	0.02565349227
954	0.02565286711
955	0.02565252814
956	0.0256519443
957	0.02565183492
958	0.0256512916
959	0.02565085058
960	0.02565007099
961	0.02564944047
962	0.02564896905
963	0.0256484531
964	0.02564811101
965	0.02564767772
966	0.02564752383
967	0.0256469295
968	0.02564641459
969	0.02564598
970	0.02564569972
971	0.02564510567
972	0.02564461333
973	0.0256440549
974	0.02564370593
975	0.0256433749
976	0.02564295325
977	0.02564250373
978	0.02564196735
979	0.02564140191
980	0.02564097438
981	0.02564050815
982	0.02564002277
983	0.02563991194
984	0.02563938882
985	0.02563898798
986	0.02563854752
987	0.02563805431
988	0.02563761432
989	0.02563717178
990	0.02563689432
991	0.0256364633
992	0.02563597505
993	0.02563579198
994	0.02563539226
995	0.02563503069
996	0.02563462324
997	0.02563439629
998	0.02563409595
999	0.02563396856
