SMILES,SMILES_state,Scaffold,R-groups,NLL
C1N(C(c2cc(-c3ccncc3)ccc2)=O)CCC1C(=O)NC(CC(C)C)C(NC(C(=O)O)CCC(NCCNC(=O)CCC(=O)N)=O)CCCC#CC#CC#CC#CC#CCCC(NCCCN(C)CCC#CC#CCCCCC)=O)OCCN1CCCC1COCCC(=O)NCCNC(=O)c1ccc(N2C(=O)OC(CNC(=O)C)C2)cc1C(=O)NCCCCC(N)C(O)=O)CCCC#CC#CC#CC#CC#CC#CCOC(=O)CCCCC1C2NC(=O)N,0,C(#CCCCCCC)c1cncc(N2CC3(CN(Cc4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)CC2)c1,C1N(C(c2cc(-c3ccncc3)ccc2)=O)CCC1C(=O)NC(CC(C)C)C(NC(C(=O)O)CCC(NCCNC(=O)CCC(=O)N)=O)CCCC#CC#CC#CC#CC#CCCC(NCCCN(C)CCC#CC#CCCCCC)=O)OCCN1CCCC1COCCC(=O)NCCNC(=O)c1ccc(N2C(=O)OC(CNC(=O)C)C2)cc1C(=O)NCCCCC(N)C(O)=O)CCCC#CC#CC#CC#CC#CC#CCOC(=O)CCCCC1C2NC(=O)N,114.44
*C(CCC)C(=O)OC1CCC2CC21,0,n1cc(N2CC(OCCCCCC)C2)cc(N2CC3(CN(C(OC(C)(C)C)=O)C3)CC2)c1,*C(CCC)C(=O)OC1C2CC2CC1,19.93
*CCCCC#N,0,c1c([N+](=O)[O-])cc([N+](=O)[O-])cc1C(=O)N1CC2(CCN(c3cncc(C#Cc4ccccc4)c3)C2)C1,C(CC*)CC#N,10.59
CCCNC(=O)C1C(NC(=O)CSc2c(CCCCC(NC(=O)CCCCC3CCCCC3)C(=O)NC(Cc3ccccc3)C(N)=O)cc(CC(NC(=O)OC(C)(C)C)C(C)CC)n2C)C(C(=O)NC2CC(CCCCC(C)C)(C(N)=O)CC2(O)C(=O)NC(CCC(F)C(N)=O)C(=O)O)=C(CC(=O)NCCC(N)=O)C1C(C)C,0,N1CC2(CN(c3cc(C#Cc4ccccc4)cnc3)CC2)C1,N(CCC)C(=O)C1C(C(C)C)C(CC(=O)NCCC(=O)N)=C(C(=O)NC2C(O)(C(NC(C(=O)O)CCC(F)C(=O)N)=O)CC(C(=O)N)(CCCCC(C)C)C2)C1NC(=O)CSc1c(CCCCC(C(NC(C(N)=O)Cc2ccccc2)=O)NC(CCCCC2CCCCC2)=O)cc(CC(C(CC)C)NC(=O)OC(C)(C)C)n1C,118.63
*CC(=O)OCC,0,C1C2(CN1C(=O)OC(C)(C)C)CN(c1cccc(Br)n1)CC2,*CC(OCC)=O,9.61
C(c1ncsc1)Oc1c(OC)c2c(cc1)CCC(N(C)C(CC#CCOC(=O)CCCCC(C)CCOC(C)=O)CCC(O)C(CC(C)C)NC(=O)CCCC(C(O)=O)NC(CCCC(NCCOCCOCCOCCOCCCC(=O)NC(C(N)=O)CCCC(NCCCCC(NC(=O)CCCC(NCCCOc1ccc(CC(C(C)C)CC(O)=O)cc1)=O)=O)NC(=O)CCCC(=O)NCC(O)C(NC(=O)CCC(N)C(=O)O)C(NCCCCC(N*)C(=O,0,CC(C)(C)OC(=O)N1CC2(C1)CN(c1cncc(-c3ccc(F)cc3)c1)CC2,C(c1ncsc1)Oc1c(OC)c2c(cc1)CCC(N(C)C(CC#CCOC(=O)CCCCC(C)CCOC(C)=O)CCC(O)C(CC(C)C)NC(=O)CCCC(C(O)=O)NC(CCCC(NCCOCCOCCOCCOCCCC(=O)NC(C(N)=O)CCCC(NCCCCC(NC(=O)CCCC(NCCCOc1ccc(CC(C(C)C)CC(O)=O)cc1)=O)=O)NC(=O)CCCC(=O)NCC(O)C(NC(=O)CCC(N)C(=O)O)C(NCCCCC(N*)C(=O,149.95
C1C(C(NC(=O)c2nc(C)n(-c3ccc(F)cc3)n2)C(CO)CC)CCC(C(N2CC3C(C2)CN(C(=O)CC)c3ccccc2)=O)C1NC(C(C)OCC(C(N)C(=O)CCC(=O)OCC)C(=O)NCCCCC#CCC(=O)N(CCC)CCCc1ccc(NC(=O)CCCC(C(=O)O)(C)C)cc1)=O)CCCCC(=O)N1CC(F)CC1,0,c1c(Br)cc(N2CCC3(CN(C(=O)OC(C)(C)C)C3)C2)cn1,C1C(C(NC(=O)c2nc(C)n(-c3ccc(F)cc3)n2)C(CO)CC)CCC(C(N2CC3C(C2)CN(C(=O)CC)c3ccccc2)=O)C1NC(C(C)OCC(C(N)C(=O)CCC(=O)OCC)C(=O)NCCCCC#CCC(=O)N(CCC)CCCc1ccc(NC(=O)CCCC(C(=O)O)(C)C)cc1)=O)CCCCC(=O)N1CC(F)CC1,119.75
*CC(=O)C(CCC(CC(O)C(NC(=O)OC(C)(C)C)C(=O)O)C(NC(=O)CCC(NC(=O)CCCC(=O)NCCOc1ccc(CCCC(CO)NC(=O)CCC(C)(C)C(C)C)cc1)C(N)=O)C(=O)NC(CC1CC1)C(=O)CCC(N)=O)N1CCC(NC(=O)CCCC(=O)O)CC1,0,CC(C)(OC(N1CC2(C1)CCN(c1cncc(C#Cc3ccccc3)c1)C2)=O)C,C(=O)(O)CCCC(=O)NC1CCN(C(CCC(C(C(=O)NC(CC2CC2)C(=O)CCC(=O)N)NC(=O)CCC(C(N)=O)NC(CCCC(=O)NCCOc2ccc(CCCC(CO)NC(CCC(C(C)C)(C)C)=O)cc2)=O)CC(O)C(NC(=O)OC(C)(C)C)C(O)=O)C(C*)=O)CC1,94.86
*CCNC(=O)C(C)(C)C(C)C(O)CN(C)C(=O)C1CC2CCC1N2C(=O)C(C)Cc1cc(F)cc(C#N)c1,0,c1c(CCCOC2CN(c3cncc(N4CC5(CN(C(OC(C)(C)C)=O)C5)CC4)c3)C2)cccc1,Fc1cc(C#N)cc(CC(C)C(=O)N2C3CCC2CC3C(N(C)CC(O)C(C(C(=O)NCC*)(C)C)C)=O)c1,44.68
O=C1N(CC)c2c(cc(F)c(CC#CC(O)CN(C)C)c2)C12CCN(C(C)C)CC2CNCCC#CC(C)CCc1c(F)cc(OC)c(C2CC(CN)CC2CC2CCC(C)CC2)c1NC(=O)CCCC#CCNC(C(F)(F)F)=O)C#CCCCCO,0,C(CCCCC)C#Cc1cncc(N2CC3(CC2)CN(C(CCc2c4ccccc4[nH]c2)=O)C3)c1,O=C1N(CC)c2c(cc(F)c(CC#CC(O)CN(C)C)c2)C12CCN(C(C)C)CC2CNCCC#CC(C)CCc1c(F)cc(OC)c(C2CC(CN)CC2CC2CCC(C)CC2)c1NC(=O)CCCC#CCNC(C(F)(F)F)=O)C#CCCCCO,105.34
*C(C)(C)C,0,C1N(C(c2cc([N+]([O-])=O)cc([N+](=O)[O-])c2)=O)CC12CCN(c1cncc(C#CCCCCCC)c1)C2,*C(C)(C)C,3.57
C#CCCC(=O)Nc1ccc(OCCCC(=O)C=Cc2ccc(CNC(=O)CCN(C)C(CCCC(NC(=O)C(C)NC(=O)CCC(C)C(C#N)C(=O)O)C(N)=O)OCCCCC#CCCCC(=O)NCCOCCOCCOCCNC(=O)CCCCC3CC4CCC3N4C(=O)CCOc3cc4c(=O)[nH]c(C(C)C)nc4cc3OC)cc2OC)cc1OC,0,c12cc([N+]([O-])=O)c(C(=O)N3CC4(CCN(c5cc(C#CCCCCCC)cnc5)C4)C3)cc1OCO2,c1cc(C=CC(=O)CCCOc2ccc(NC(=O)CCC#C)c(OC)c2)c(OC)cc1CNC(=O)CCN(C)C(OCCCCC#CCCCC(=O)NCCOCCOCCOCCNC(=O)CCCCC1C2CCC(C1)N2C(CCOc1c(OC)cc2c(c1)c(=O)[nH]c(C(C)C)n2)=O)CCCC(C(=O)N)NC(=O)C(C)NC(=O)CCC(C)C(C(=O)O)C#N,113.31
C#CCCC(C#N)(CCCC(=O)N1CC(F)(F)CC1C(=O)OCCCc1c(N2CC(NC(C)=O)C2)ccc(C#CCCC(=O)NCCC(C)(CCCC#CC#CCO)NC2CCCOC2COCc2cc(OC(F)F)ccc2N2CCN(C(C)=O)CC2)c1OCCOCCOCCOCCNC(=O)CCCCC1CCCC1)C(=O)O,0,C(=O)(c1ccc2c(c1)OCO2)N1CC2(C1)CN(c1cncc(C#CCCCCCC)c1)CC2,C1CN(C(=O)C)CCN1c1ccc(OC(F)F)cc1COCC1OCCCC1NC(CCCC#CC#CCO)(C)CCNC(=O)CCC#Cc1ccc(N2CC(NC(=O)C)C2)c(CCCOC(C2CC(F)(F)CN2C(=O)CCCC(CCC#C)(C(O)=O)C#N)=O)c1OCCOCCOCCOCCNC(=O)CCCCC1CCCC1,112.53
C(=O)(O)CCC(C(O)=O)NC(=O)c1ccc(C(N)CCCCN(C)C)c(C#CC2CCCC2)c1CN(C(=O)CCCCN)C(=O)COCCOCCOCCNC(CC#CC#CC(C)(O)C)CCC(=O)NCCNC(CCCC#CC(=O)NCCO)=O)OCCNC(=O)CCCCC#CC#CCC(O)C(C)C(=O)NCCOCCOCCOCC#C,0,C(#CCCCCCC)c1cncc(N2CC3(CN(Cc4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)CC2)c1,C(=O)(O)CCC(C(O)=O)NC(=O)c1ccc(C(N)CCCCN(C)C)c(C#CC2CCCC2)c1CN(C(=O)CCCCN)C(=O)COCCOCCOCCNC(CC#CC#CC(C)(O)C)CCC(=O)NCCNC(CCCC#CC(=O)NCCO)=O)OCCNC(=O)CCCCC#CC#CCC(O)C(C)C(=O)NCCOCCOCCOCC#C,102.31
O=C(Nc1ccc(CCCCC)cc1)CCCC#Cc1c(CCCC#C)nc(N2CC(CC)C(C(=O)O)C2)nc1N1CC(CC)C(CCCC)C1=O)CCCC(=O)NCCCCC(NC(OC(C)(C)C)=O)C(=O)OCC#CC#CCCCC(O)=O,0,n1cc(N2CC(OCCCCCC)C2)cc(N2CC3(CN(C(OC(C)(C)C)=O)C3)CC2)c1,O=C(Nc1ccc(CCCCC)cc1)CCCC#Cc1c(CCCC#C)nc(N2CC(CC)C(C(=O)O)C2)nc1N1CC(CC)C(CCCC)C1=O)CCCC(=O)NCCCCC(NC(OC(C)(C)C)=O)C(=O)OCC#CC#CCCCC(O)=O,65.37
C(NC(C)=O)C1CCC(CN(CC)CC)C(C(OC)=O)C1C(=O)CCC(C(C)C)C(=O)NCCS(=O)(=O)CCOCCOCCOCCOCCNC(=O)CCCCC1C2C(NC(=O)N2)CS1)CCCC(C(O)=O)NC(=O)CN(C)C,0,c1c([N+](=O)[O-])cc([N+](=O)[O-])cc1C(=O)N1CC2(CCN(c3cncc(C#Cc4ccccc4)c3)C2)C1,C(NC(C)=O)C1CCC(CN(CC)CC)C(C(OC)=O)C1C(=O)CCC(C(C)C)C(=O)NCCS(=O)(=O)CCOCCOCCOCCOCCNC(=O)CCCCC1C2C(NC(=O)N2)CS1)CCCC(C(O)=O)NC(=O)CN(C)C,58.86
CCCCC(CCC1C(CO)C(O)C(O)C1NC(=O)CCC(=O)NC(CC(C)C)C(NC(=O)C(N)CCCCN)C(O)C(O)CNC(=O)CC(C)CC1NC(=O)C2(CCN(S(=O)(=O)c3cncnc3)CC2)C1C(=O)NC1(C#N)CC1)C(N)=O,0,N1CC2(CN(c3cc(C#Cc4ccccc4)cnc3)CC2)C1,N1C(=O)C2(CCN(S(=O)(=O)c3cncnc3)CC2)C(C(=O)NC2(C#N)CC2)C1CC(C)CC(=O)NCC(O)C(O)C(NC(C(CCCCN)N)=O)C(CC(C)C)NC(=O)CCC(=O)NC1C(O)C(O)C(CO)C1CCC(C(=O)N)CCCC,87.46
*c1ccc2c(c1)OCO2,0,C1C2(CN1C(=O)OC(C)(C)C)CN(c1cccc(Br)n1)CC2,*c1cc2c(cc1)OCO2,9.87
n12cc(C(N3CC(C)OC(C)C3)=O)nc1n(C)c(C(=O)NC1(C#C)CC(N)CC1)c2CCCCC(O)C(CC1CCCCC1)NC(=O)CCCCC(O)=O)CCOc1ccc(F)c(CC2(CCC#C)NC(=O)N(CCCCC(=O)NCCCCC(C)(C)C)C2)c1CCC(O)=O,0,CC(C)(C)OC(=O)N1CC2(C1)CN(c1cncc(-c3ccc(F)cc3)c1)CC2,n12cc(C(N3CC(C)OC(C)C3)=O)nc1n(C)c(C(=O)NC1(C#C)CC(N)CC1)c2CCCCC(O)C(CC1CCCCC1)NC(=O)CCCCC(O)=O)CCOc1ccc(F)c(CC2(CCC#C)NC(=O)N(CCCCC(=O)NCCCCC(C)(C)C)C2)c1CCC(O)=O,87.14
C#CCCCCc1ccc(C#CCOCCOCCOCC(O)(C(CC)CNC(=O)C2CC(COc3ccc(C(F)(F)F)cn3)(NC(=O)CCCCC#CC(=O)CCC(C(=C)C)C(=O)C(CC3CC3)C3CC3)CCN2C(=O)OC(C)(C)C)C(F)(F)F)c(CCCCC(COc2nc(-c3ccccc3)nc(C)c2C)C(=O)N2CCCC2C(=O)NC(C(=O)NCC(O)C(NC(=O)CCCC(=O)O)C(C)C)C(C)C)c1,0,c1c(Br)cc(N2CCC3(CN(C(=O)OC(C)(C)C)C3)C2)cn1,CC(C)(C)OC(=O)N1CCC(COc2ncc(C(F)(F)F)cc2)(NC(=O)CCCCC#CC(=O)CCC(C(C)=C)C(=O)C(CC2CC2)C2CC2)CC1C(=O)NCC(CC)C(C(F)(F)F)(O)COCCOCCOCC#Cc1ccc(CCCCC#C)cc1CCCCC(COc1c(C)c(C)nc(-c2ccccc2)n1)C(=O)N1CCCC1C(=O)NC(C(C)C)C(=O)NCC(O)C(NC(=O)CCCC(O)=O)C(C)C,134.81
C(O)C(N)C(CC(F)(F)F)Oc1cc(C(=O)COCC)c(OCC2CCC(CNC(C)=O)CC2)c(CCS(CCC(C)C)(=O)=O)c1)CCC(C)C(=O)CCCOC(=O)CCC(C(=O)O)NC(=O)C(CC(O)=O)NC(CCCC(=O)NCCC(=O)C(C(C)C)NC(=O)CCCC(=O)NCC(O)=O)=O,0,CC(C)(OC(N1CC2(C1)CCN(c1cncc(C#Cc3ccccc3)c1)C2)=O)C,C(O)C(N)C(CC(F)(F)F)Oc1cc(C(=O)COCC)c(OCC2CCC(CNC(C)=O)CC2)c(CCS(CCC(C)C)(=O)=O)c1)CCC(C)C(=O)CCCOC(=O)CCC(C(=O)O)NC(=O)C(CC(O)=O)NC(CCCC(=O)NCCC(=O)C(C(C)C)NC(=O)CCCC(=O)NCC(O)=O)=O,109.61
c1(Cl)ccc(-c2oc(C(=O)N3c3cc(C)c(S(=O)(=O)C(C)C)cc3)c(Cl)c2)cc1OCCCCNC(=O)CCCC(C(=O)O)NC(=O)C1CCCC(CCCCC(=O)N)C1C(NC(C(=O)O)CCC(=O)O)=O,0,c1c(CCCOC2CN(c3cncc(N4CC5(CN(C(OC(C)(C)C)=O)C5)CC4)c3)C2)cccc1,c1(Cl)ccc(-c2oc(C(=O)N3c3cc(C)c(S(=O)(=O)C(C)C)cc3)c(Cl)c2)cc1OCCCCNC(=O)CCCC(C(=O)O)NC(=O)C1CCCC(CCCCC(=O)N)C1C(NC(C(=O)O)CCC(=O)O)=O,78.48
*NC(C)C(=O)NC(C(=O)NCCOCCOCCCNC(=O)C(C)(C)OCC(=O)NCC#Cc1c(CCCCC#C)c(F)c(F)c(F)c1C1C(CCCC2CC(CN)CCC2CNC(=O)C2N(C(=O)CCCCC#C)CC(COc3ccc(F)c(F)c3)C2(F)F)CCN1C(=O)CCC(N)C(=O)O)C(C)CC,0,C(CCCCC)C#Cc1cncc(N2CC3(CC2)CN(C(CCc2c4ccccc4[nH]c2)=O)C3)c1,C1(F)(F)C(COc2ccc(F)c(F)c2)CN(C(CCCCC#C)=O)C1C(=O)NCC1CCC(CN)CC1CCCC2CCN(C(=O)CCC(C(O)=O)N)C2c1c(F)c(F)c(F)c(CCCCC#C)c1C#CCNC(=O)COC(C)(C)C(=O)NCCCOCCOCCNC(=O)C(C(C)CC)NC(=O)C(C)N*,100.4
*C(C)(C)C,0,C1N(C(c2cc([N+]([O-])=O)cc([N+](=O)[O-])c2)=O)CC12CCN(c1cncc(C#CCCCCCC)c1)C2,*C(C)(C)C,3.57
C#CCCCCOc1ccccc1OCC(O)CNC(CCC(=O)NCCCNC(C(CCCCN)NC(=O)CCCC#C)C(Cc1ccccc1)NC(=O)CCC(=O)NCCCC#C)CC(=O)NCC(O)CON=C(CCCC)CCOCCOCCOCCN,0,c12cc([N+]([O-])=O)c(C(=O)N3CC4(CCN(c5cc(C#CCCCCCC)cnc5)C4)C3)cc1OCO2,C(#C)CCCCOc1ccccc1OCC(O)CNC(CC(NCC(O)CON=C(CCOCCOCCOCCN)CCCC)=O)CCC(=O)NCCCNC(C(CCCCN)NC(CCCC#C)=O)C(Cc1ccccc1)NC(=O)CCC(NCCCC#C)=O,87.42
*CCNC(C)CCC1C(=O)N(CCCCC#CC#CCCCC#CC#CC#CC#CCN(C)C)CCc2cc(OCCN(CCN(C)c3c(S(=O)(=O)N4CCN(C(=O)CC)CC4)cc(Cl)c(Cl)c3N3CCC(CC4CC4(CCC#CC=CCOC(=O)CC)CNC(C)=O)CC3C(=O)N3CCN(C(=O)CC)CC3)S(C)(=O)=O)c(OC)cc21,0,C(=O)(c1ccc2c(c1)OCO2)N1CC2(C1)CN(c1cncc(C#CCCCCCC)c1)CC2,S(=O)(=O)(N1CCN(C(CC)=O)CC1)c1cc(Cl)c(Cl)c(N2CCC(CC3CC3(CNC(=O)C)CCC#CC=CCOC(=O)CC)CC2C(N2CCN(C(=O)CC)CC2)=O)c1N(C)CCN(S(=O)(C)=O)CCOc1c(OC)cc2c(c1)CCN(CCCCC#CC#CCCCC#CC#CC#CC#CCN(C)C)C(=O)C2CCC(C)NCC*,126.99
O=C(C1(C#N)CC1)NCCN(CC)C(=O)Cn1nc(CC(CC)C(=O)NCCCCC)n(CCCC)c1=O)C(=O)OCCNC,0,C(#CCCCCCC)c1cncc(N2CC3(CN(Cc4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)CC2)c1,O=C(C1(C#N)CC1)NCCN(CC)C(=O)Cn1nc(CC(CC)C(=O)NCCCCC)n(CCCC)c1=O)C(=O)OCCNC,55.91
*CCCC1CCC(CCC2CCC(C(=O)NCC#CCC3CN(C(C#N)CCCCC#N)CCC3c3c(C#CCCCCF)ccc(-c4cc(C(F)(F)F)c(OC)cn4)c3C#N)CC2)CC1,0,n1cc(N2CC(OCCCCCC)C2)cc(N2CC3(CN(C(OC(C)(C)C)=O)C3)CC2)c1,c1(C#N)c(-c2ncc(OC)c(C(F)(F)F)c2)ccc(C#CCCCCF)c1C1CCN(C(CCCCC#N)C#N)CC1CC#CCNC(C1CCC(CCC2CCC(CCC*)CC2)CC1)=O,73.7
C1C(C(OCC(NC)=O)=O)C1C(C)C(OC(CCCC#C)C(NC(C(=O)N)(C)C)=O)C(CCSC)C(NCC#CCOC(CCCCC#CC#CC(C)C(C)C(=O)NCC(C)CC)=O)CCNS(=O)(CCC(C(OC)=O)N(C(=O)OC(C)(C)C)CCC(C)C(CCC(=O)NCCc1ccc(N(C)C)cc1)NC(CCCC(=O)OCCOCCOCC#CC#CC#CC#CCCCC)=O)C(NC(C(C)C)C(=O)OCCCCN(C)C)=O)C(F),0,c1c([N+](=O)[O-])cc([N+](=O)[O-])cc1C(=O)N1CC2(CCN(c3cncc(C#Cc4ccccc4)c3)C2)C1,C1C(C(OCC(NC)=O)=O)C1C(C)C(OC(CCCC#C)C(NC(C(=O)N)(C)C)=O)C(CCSC)C(NCC#CCOC(CCCCC#CC#CC(C)C(C)C(=O)NCC(C)CC)=O)CCNS(=O)(CCC(C(OC)=O)N(C(=O)OC(C)(C)C)CCC(C)C(CCC(=O)NCCc1ccc(N(C)C)cc1)NC(CCCC(=O)OCCOCCOCC#CC#CC#CC#CCCCC)=O)C(NC(C(C)C)C(=O)OCCCCN(C)C)=O)C(F),169.1
