canonical_smiles,Input_SMILES,SMILES_state,Tanimoto,NLL,qsar_model_count,qsar_models_used,pred_logIC50_uM,pred_ic50_uM,pred_pIC50,pred_logIC50_uM_ensemble_mean,pred_logIC50_uM_ensemble_std,pred_ic50_uM_ensemble_mean,pred_ic50_uM_ensemble_std,pred_pIC50_ensemble_mean,pred_pIC50_ensemble_std,pred_ic50_uM_lower95,pred_ic50_uM_upper95,pred_pIC50_lower95,pred_pIC50_upper95,pred_pIC50_uncertainty,pred_cLogP,pred_logS_ESOL,pred_Solubility_ESOL_mol_per_L,pred_Solubility_ESOL_class,pred_MetStab_Clearance_Microsome_AZ,pred_MetStab_Clearance_Hepatocyte_AZ,pred_MetStab_Half_Life_Obach,PAINS_alert,BRENK_alert,NIH_alert,AMES,ClinTox,DILI,Carcinogens_Lagunin,hERG,CYP1A2_Veith,CYP2C19_Veith,CYP2C9_Veith,CYP2D6_Veith,CYP3A4_Veith,HIA_Hou,Bioavailability_Ma,PAMPA_NCATS,Pgp_Broccatelli,Caco2_Wang,PPBR_AZ,VDss_Lombardo,molecular_weight,logP,QED,Lipinski,sa_score,sa_accessibility,liability_alert_count,passes_qsar_uncertainty,passes_optimal
CCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc(N)cc([N+](=O)[O-])c4)C3)C2)c1,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,1,0.7685185185185185,4.63,5,KNN | KNN | DT | LGBM | ET,0.4207212335521989,2.6346397112819764,5.579278766447801,1.0419202754552284,0.7651771522401469,47.29585719623411,76.68581794464112,4.958079724544771,0.7651771522401469,0.3484761476666538,348.0707217953223,3.4583325061540835,6.457826942935459,0.7651771522401469,3.466200000000001,-5.319363432139666,4.793321595802333e-06,Moderately Soluble,38.25124,34.256706,42.67406,0,5,0,0.56828034,0.23421839,0.9264919,0.07704042,0.8519454,0.15603243,0.62871504,0.75360346,0.11655253,0.9704455,0.99988997,0.78353405,0.95196533,0.8813807,-4.78674,98.07588,7.376075,433.51200000000017,3.466200000000001,0.2544738696046525,4.0,3.473177121007604,0.7252025421102662,5,0,1
CCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc5c(cc4N)OCO5)C3)C2)c1,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc5c(cc4[N+](=O)[O-])OCO5)C3)C2)c1,1,0.7727272727272727,11.11,5,KNN | KNN | DT | LGBM | ET,0.5576247411305316,3.6109771573069502,5.442375258869468,1.202643999226805,0.6027867767415637,48.16748725694215,76.0808612751983,4.797356000773196,0.6027867767415637,1.049982151963999,242.1620484371657,3.6158939183597294,5.97881808318666,0.6027867767415637,3.2867000000000006,-5.183149985103852,6.559187033864989e-06,Moderately Soluble,59.470898,57.217213,40.80253,0,3,0,0.18446866,0.42024356,0.8358315,0.04515017,0.93863076,0.4181108,0.7442827,0.86179936,0.29756492,0.993687,0.99998724,0.72179,0.9570225,0.9055355,-4.767286,101.187904,5.7485123,432.5240000000002,3.2867000000000006,0.4537042148229764,4.0,3.4819910674958976,0.724223214722678,3,0,1
CCCCC#Cc1cncc(N2CCC3(CN(Cc4cc([O-])cc([N+](=O)[O-])c4)C3)C2)c1,CCCCCCC#Cc1cncc(N2CCC3(CN(Cc4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,1,0.780952380952381,8.15,5,KNN | KNN | DT | LGBM | ET,0.5576247411305316,3.6109771573069502,5.442375258869468,1.083503280272079,0.7426001076878997,47.741201935182765,76.41413214512455,4.916496719727921,0.7426001076878997,0.424626475723433,345.9389726510558,3.4610005086596374,6.371992930796204,0.7426001076878997,3.317400000000002,-5.118066349136377,7.619625926540686e-06,Moderately Soluble,48.672794,50.268433,44.136497,0,4,0,0.5435411,0.5425915,0.7698615,0.1706004,0.9306701,0.25142488,0.58524704,0.6399571,0.45504516,0.9392004,0.9997576,0.73016423,0.91448736,0.8953702,-4.7714305,97.80867,9.259223,419.50500000000017,3.317400000000002,0.3090384544445693,4.0,3.8035599213749016,0.6884933420694554,4,0,1
CC(C)(C#Cc1cncc(N2CCC3(CN(Cc4cc(F)cc(F)c4)C3)C2)c1)CO,CCCCCCC#Cc1cncc(N2CCC3(CN(Cc4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,1,0.4878048780487805,11.94,5,KNN | KNN | DT | LGBM | ET,0.6051538968907209,4.028597666980577,5.394846103109279,1.0628072562740076,0.3276109864609245,14.937046110372105,9.74917928656544,4.937192743725992,0.3276109864609245,2.6344485588660334,50.69029162249384,4.29507521026258,5.579310277189404,0.3276109864609245,3.442100000000003,-5.169985558383089,6.761054575879949e-06,Moderately Soluble,12.386873,28.634811,41.372986,0,1,0,0.15777677,0.5154687,0.37346572,0.09895943,0.92358553,0.050565667,0.17175986,0.17193317,0.48686185,0.6581208,0.9986151,0.7258269,0.8411422,0.7036874,-4.7425666,86.3644,11.66603,411.4960000000001,3.442100000000003,0.7827965706123682,4.0,3.6248556750861214,0.7083493694348755,1,0,1
CCOCC#Cc1cncc(N2CCC3(CN(Cc4cc(F)cc([N+](=O)[O-])c4)C3)C2)c1,CCCCCCC#Cc1cncc(N2CCC3(CN(Cc4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,1,0.6548672566371682,10.11,5,KNN | KNN | DT | LGBM | ET,0.605153896890721,4.028597666980578,5.394846103109279,0.992587422430622,0.4652062971367035,15.367757400970913,11.43254700424671,5.007412577569378,0.4652062971367035,1.2044342033343245,80.24015608606186,4.095608235181439,5.919216919957317,0.4652062971367035,3.2292000000000023,-5.085528327750802,8.212429838248171e-06,Moderately Soluble,44.02022,44.2341,52.36738,0,4,0,0.45525298,0.5652529,0.7355195,0.15417515,0.94975615,0.2399993,0.5585465,0.55945045,0.5048746,0.93982506,0.9998274,0.783062,0.9360119,0.87561274,-4.6557117,91.41234,11.632284,424.4760000000001,3.2292000000000023,0.3069104072693337,4.0,3.529815166130148,0.7189094259855391,4,0,1
CCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc(N)cc(N(C)C)c4)C3)C2)c1,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,1,0.5798319327731093,10.69,5,KNN | KNN | DT | LGBM | ET,0.605153896890721,4.028597666980578,5.394846103109279,1.3500830324185449,0.5538972903245317,52.85744973393293,73.97049186169482,4.649916967581455,0.5538972903245317,1.8384183379231736,272.72297230245334,3.5642782785453733,5.735555656617537,0.5538972903245317,3.233900000000002,-5.050155817708335,8.909312293304308e-06,Moderately Soluble,39.755817,32.816788,42.638268,0,2,0,0.33495975,0.49716583,0.8305775,0.052061874,0.9213896,0.22050783,0.46190754,0.5620791,0.15094152,0.95748794,0.99985045,0.8074137,0.94909114,0.8077399,-4.965895,95.56563,10.711881,417.5570000000001,3.233900000000002,0.6111796571419246,4.0,3.5052004084740105,0.7216443990584434,2,0,1
CCCC#Cc1cncc(N2CCC3(CN(Cc4cc(N)cc([N+](=O)[O-])c4)C3)C2)c1,CCCCCCC#Cc1cncc(N2CCC3(CN(Cc4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,1,0.719626168224299,9.49,5,KNN | KNN | DT | LGBM | ET,0.605153896890721,4.028597666980578,5.394846103109279,1.2541583395836202,0.5806239730154443,49.49389997055542,75.47720537435423,4.74584166041638,0.5806239730154443,1.3065780335604218,246.7069173303069,3.6078186733061086,5.883864647526651,0.5806239730154443,3.435900000000002,-5.122292008978059,7.545846927824219e-06,Moderately Soluble,28.596085,28.57047,49.003876,0,4,0,0.5787858,0.5925209,0.7612851,0.12768748,0.9617174,0.32089344,0.6248059,0.6305138,0.5173319,0.95679253,0.99982613,0.7589717,0.91706103,0.8651493,-4.96927,95.90225,11.490274,405.5020000000001,3.435900000000002,0.3548017886240995,4.0,3.5248109498113944,0.7194654500209562,4,0,1
CC(C)C#Cc1cncc(N2CCC3(CN(Cc4cc(N)cc([N+](=O)[O-])c4)C3)C2)c1,CCCCCCC#Cc1cncc(N2CCC3(CN(Cc4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,1,0.6052631578947368,12.27,5,KNN | KNN | DT | LGBM | ET,0.605153896890721,4.028597666980578,5.394846103109279,1.159837177194874,0.7198285725987773,50.09731980424503,75.52603737594158,4.840162822805126,0.7198285725987773,0.5610133228117108,372.1355666752824,3.4292988205115225,6.251026825098729,0.7198285725987773,3.291800000000001,-5.018868338011694,9.574843010468254e-06,Moderately Soluble,23.833492,23.18177,43.69766,0,4,0,0.6029369,0.5716693,0.7597667,0.13876678,0.9514782,0.2873632,0.59462845,0.5971899,0.45204288,0.9295689,0.9996254,0.77473617,0.91180676,0.8253988,-5.0728536,89.824776,12.108812,405.5020000000001,3.291800000000001,0.363412818925152,4.0,3.5720738069542524,0.7142140214495275,4,0,1
CCOCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc(F)cc(F)c4)C3)C2)c1,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,1,0.55,11.02,5,KNN | KNN | DT | LGBM | ET,0.6269673230267181,4.236110917115642,5.373032676973282,0.9694351944564714,0.2834425266854452,11.708167535907972,8.521556365489404,5.030564805543529,0.2834425266854452,2.5935094940522934,33.495197798115534,4.475017453240056,5.586112157847001,0.2834425266854452,3.1003000000000016,-4.916190390542918,1.2128570289911924e-05,Moderately Soluble,38.194965,46.530006,52.066154,0,2,0,0.14383665,0.2526366,0.79483384,0.05038213,0.71908605,0.18293461,0.3825122,0.4498942,0.063593484,0.8871018,0.99993265,0.83402765,0.96301186,0.6212381,-4.400757,87.4771,9.734238,411.4520000000001,3.1003000000000016,0.5730741551139058,4.0,3.425429773340808,0.7305078029621325,2,0,1
CC#Cc1cncc(N2CCC3(CN(C(=O)c4cc(F)cc(F)c4)C3)C2)c1,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,1,0.5258620689655172,9.79,5,KNN | KNN | DT | LGBM | ET,0.6269673230267181,4.236110917115642,5.373032676973282,0.941299217219198,0.3091094834936228,11.880113723801296,10.993092585844174,5.058700782780802,0.3091094834936228,2.1649338432054748,35.249568486128474,4.452846195133301,5.664555370428303,0.3091094834936228,3.083700000000001,-4.638364601652299,2.299510507213377e-05,Moderately Soluble,44.030823,52.28589,46.4786,0,1,0,0.14812987,0.24083629,0.77966326,0.04402393,0.6242527,0.15506282,0.24587174,0.2648357,0.030134827,0.7748693,0.9999569,0.88214433,0.9609132,0.42241073,-4.4254694,90.941086,7.2570863,367.39900000000006,3.083700000000001,0.7657274742946089,4.0,3.350980652190577,0.7387799275343803,1,0,1
CCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc(F)c5c(c4)OCO5)C3)C2)c1,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc5c(cc4[N+](=O)[O-])OCO5)C3)C2)c1,1,0.5882352941176471,13.93,5,KNN | KNN | DT | LGBM | ET,0.6269673230267181,4.236110917115642,5.373032676973282,0.9143198987014124,0.316068438561299,11.015122309522363,9.218476447745267,5.085680101298587,0.316068438561299,1.971631550060213,34.183304076577244,4.466185961718441,5.705174240878733,0.316068438561299,3.063400000000001,-4.869223876544572,1.351375756442124e-05,Moderately Soluble,46.68682,46.503498,40.06744,0,1,0,0.15748677,0.35752603,0.79777604,0.052923936,0.86536705,0.38629645,0.54588175,0.66915226,0.20681274,0.97572196,0.99996984,0.7815947,0.955229,0.7651859,-4.5752115,96.03325,5.789506,407.44500000000016,3.063400000000001,0.7165847331452173,4.0,3.5438062628704303,0.7173548596810633,1,0,1
C#Cc1cncc(N2CCC3(CN(C(=O)c4cccc(OC(F)(F)F)c4)C3)C2)c1,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,1,0.4108527131782946,11.41,5,KNN | KNN | DT | LGBM | ET,0.6469113478524566,4.435180997339201,5.353088652147544,0.938415746718696,0.2372612585811647,9.948615853378566,4.720486377716839,5.061584253281304,0.2372612585811647,2.974292526811678,25.319073734653724,4.596552186462221,5.526616320100387,0.2372612585811647,3.314000000000002,-5.017454811696665,9.60605764133764e-06,Moderately Soluble,32.878338,23.181833,52.366955,0,1,0,0.12585852,0.24975708,0.8550774,0.064001694,0.66120625,0.28653905,0.34256697,0.4608745,0.054504704,0.7638844,0.9998587,0.88268167,0.9536168,0.5413269,-4.699679,97.27809,4.346566,401.3880000000001,3.314000000000002,0.7407372625555321,4.0,3.294079103551696,0.7451023218275894,1,0,1
CCCCOCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc(N)cc([N+](=O)[O-])c4)C3)C2)c1,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,1,0.7241379310344828,11.16,5,KNN | KNN | DT | LGBM | ET,0.6668682088928205,4.643743346924182,5.33313179110718,0.9537220237156055,0.4635901738058764,14.142400572253289,11.23844884406061,5.046277976284395,0.4635901738058764,1.1093926469648423,72.8381261275184,4.137641235624876,5.954914716943912,0.4635901738058764,3.482800000000002,-5.598981207423379,2.5177858737902328e-06,Moderately Soluble,43.840626,36.119133,44.28574,0,5,0,0.4931286,0.21953914,0.9323638,0.059923153,0.8766781,0.0652194,0.62953806,0.7626891,0.08053504,0.98358995,0.9999304,0.7736954,0.9609893,0.9250804,-4.878105,95.224945,10.516522,477.5650000000003,3.482800000000002,0.2034588516904127,4.0,3.557709441400995,0.7158100620665562,5,0,1
Nc1cc(CN2CC3(CCN(c4ncc(C#CCCCCF)cc4N)C3)C2)cc([N+](=O)[O-])c1,CCCCCCC#Cc1cncc(N2CCC3(CN(Cc4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,1,0.5737704918032787,12.09,5,KNN | KNN | DT | LGBM | ET,0.6668682088928205,4.643743346924182,5.33313179110718,1.175057092318283,0.7088660934583153,50.15923555780343,75.41301900386033,4.8249429076817165,0.7088660934583153,0.6104913982116578,366.80448352274107,3.435565364503419,6.214320450860015,0.7088660934583153,3.357800000000001,-5.353028468874159,4.43579565448362e-06,Moderately Soluble,21.76758,12.329908,60.552044,0,5,0,0.777192,0.60692215,0.7968755,0.12257669,0.9637989,0.21322203,0.5798594,0.5465113,0.42347342,0.9334399,0.9997306,0.7347542,0.917377,0.8860563,-4.927274,96.483665,11.957843,452.5340000000003,3.357800000000001,0.2176152434824566,4.0,3.702185803662392,0.699757132926401,5,0,1
CCCCOCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc(N)cc([N+](=O)[O-])c4)C3)C2)c1,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,1,0.6982758620689655,10.83,5,KNN | KNN | DT | LGBM | ET,0.6668682088928205,4.643743346924182,5.33313179110718,1.1408812038995275,0.7099357904881419,49.1362948005283,75.94285993113473,4.859118796100472,0.7099357904881419,0.561574080315898,340.68683625523494,3.467644646743714,6.25059294545723,0.7099357904881419,3.0927000000000016,-5.224631085695903,5.961683476233833e-06,Moderately Soluble,40.20577,31.75323,41.67096,0,5,0,0.47978407,0.20944634,0.94120103,0.07010664,0.8604477,0.09299376,0.65054256,0.7882942,0.08256619,0.9790139,0.99988633,0.78546333,0.95583993,0.9059475,-4.8720255,94.45332,9.49074,463.5380000000002,3.0927000000000016,0.2205595053983082,4.0,3.5495250287269915,0.7167194412525565,5,0,1
