SMILES,SMILES_state,Warheads,Linker,NLL
O=C(c1ccc([*])cc1)N1CCCC1CC[*],0,C(CCCCC)C#Cc1cc(N2CC3(CC2)CN(Cc2cc([N+](=O)[O-])cc([N+]([O-])=O)c2)C3)cnc1,O=C(c1ccc([*])cc1)N1CCCC1CC[*],9.01
c1cc([*])cc(C(=O)Nc2cc([*])ccc2)c1,0,c1ncc(N2CC(OCCCCCC)C2)cc1N1CCC2(CN(C(=O)OC(C)(C)C)C2)C1,c1cc([*])cc(C(=O)Nc2cc([*])ccc2)c1,7.33
C1C(=O)N(c2ccc([*])cc2)CCC1CCN1CCC([*])CC1,0,C1C2(CCN1c1cc(C#Cc3ccccc3)cnc1)CN(C(=O)c1cc([N+]([O-])=O)cc([N+]([O-])=O)c1)C2,C1C(=O)N(c2ccc([*])cc2)CCC1CCN1CCC([*])CC1,10.17
c1cc([*])ccc1NC(=O)c1c2c(cccc2)nc(C2CCCN2CCC[*])c1,0,C1C2(CCN(c3cc(C#Cc4ccccc4)cnc3)C2)CN1,c1cc([*])ccc1NC(=O)c1c2c(cccc2)nc(C2CCCN2CCC[*])c1,19.41
C(c1c2c(c(Cl)nc1)ncc(-c1cccc(C(=O)Nc3cc(C(F)(F)F)cc([*])c3)c1)c2)#CC[*],0,C12(CN(c3nc(Br)ccc3)CC1)CN(C(=O)OC(C)(C)C)C2,C(c1c2c(c(Cl)nc1)ncc(-c1cccc(C(=O)Nc3cc(C(F)(F)F)cc([*])c3)c1)c2)#CC[*],26.99
C1(c2n(C)nc([*])c2)CCN(C(C[*])=O)CC1,0,c1(-c2cc(N3CC4(CN(C(=O)OC(C)(C)C)C4)CC3)cnc2)ccc(F)cc1,C1(c2n(C)nc([*])c2)CCN(C(C[*])=O)CC1,7.2
c1c(C)c([*])cc(OCc2ccc3c(c2)C([*])CC3)c1,0,c1ncc(N2CC3(CN(C(OC(C)(C)C)=O)C3)CC2)cc1Br,c1c(C)c([*])cc(OCc2ccc3c(c2)C([*])CC3)c1,14.35
n1(C[*])c(=O)n(C)c2c(c1=O)nc1ccc([*])cc1c2,0,C(OC(C)(C)C)(N1CC2(CCN(c3cncc(C#Cc4ccccc4)c3)C2)C1)=O,n1(C[*])c(=O)n(C)c2c(c1=O)nc1ccc([*])cc1c2,18.67
S(C1(C(=O)NO)CCN([*])CC1)(=O)(N1CCC([*])CC1)=O,0,C(C)(C)(OC(N1CC2(CN(c3cncc(N4CC(OCCCc5ccccc5)C4)c3)CC2)C1)=O)C,S(C1(C(=O)NO)CCN([*])CC1)(=O)(N1CCC([*])CC1)=O,22.12
[*]c1ccc(NC2CCN(CC[*])CC2)cc1,0,C1C2(CCN(c3cc(C#CCCCCCC)cnc3)C2)CN1C(CCc1c2c(cccc2)[nH]c1)=O,[*]c1ccc(NC2CCN(CC[*])CC2)cc1,4.99
c1(C(=O)NC2CC2c2ccc([*])cc2)ccc([*])cc1,0,C12(CN(C(c3cc([N+](=O)[O-])cc([N+](=O)[O-])c3)=O)C1)CCN(c1cc(C#CCCCCCC)cnc1)C2,c1(C(=O)NC2CC2c2ccc([*])cc2)ccc([*])cc1,14.21
[*]c1cn(C2CCCC2)c2nc(N3CCN([*])CC3)cnc21,0,c1c(N2CC3(CN(C(=O)c4cc5c(cc4[N+]([O-])=O)OCO5)C3)CC2)cncc1C#CCCCCCC,[*]c1cn(C2CCCC2)c2nc(N3CCN([*])CC3)cnc21,15.68
O(c1ccc(-c2nn(CC[*])c(=O)cc2)cc1)CC[*],0,C(CCCCC)C#Cc1cncc(N2CCC3(CN(C(c4cc5c(cc4)OCO5)=O)C3)C2)c1,O(c1ccc(-c2nn(CC[*])c(=O)cc2)cc1)CC[*],15.58
N1(Cc2ccc([*])cc2)CCCC1C[*],0,C(CCCCC)C#Cc1cc(N2CC3(CC2)CN(Cc2cc([N+](=O)[O-])cc([N+]([O-])=O)c2)C3)cnc1,N1(Cc2ccc([*])cc2)CCCC1C[*],8.46
c1cc([*])cc(C#Cc2c3c(ccc([*])c3)[nH]c2)c1C,0,c1ncc(N2CC(OCCCCCC)C2)cc1N1CCC2(CN(C(=O)OC(C)(C)C)C2)C1,c1cc([*])cc(C#Cc2c3c(ccc([*])c3)[nH]c2)c1C,16.05
N1(c2ccc([*])cc2)CCC(CN2CCC([*])CC2)CC1,0,C1C2(CCN1c1cc(C#Cc3ccccc3)cnc1)CN(C(=O)c1cc([N+]([O-])=O)cc([N+]([O-])=O)c1)C2,N1(c2ccc([*])cc2)CCC(CN2CCC([*])CC2)CC1,6.41
c1(Cl)nc(CN2CCC(C[*])CC2)c(C(=O)O)cc1C#C[*],0,C1C2(CCN(c3cc(C#Cc4ccccc4)cnc3)C2)CN1,c1(Cl)nc(CN2CCC(C[*])CC2)c(C(=O)O)cc1C#C[*],28.02
c1(C(c2cc(C)c([*])cc2)=O)ccc([*])cc1C#N,0,C12(CN(c3nc(Br)ccc3)CC1)CN(C(=O)OC(C)(C)C)C2,c1(C(c2cc(C)c([*])cc2)=O)ccc([*])cc1C#N,18.86
c1c([*])ccc(C(NC2CCN(Cc3n(C)c([*])cc3)CC2)=O)c1,0,c1(-c2cc(N3CC4(CN(C(=O)OC(C)(C)C)C4)CC3)cnc2)ccc(F)cc1,c1c([*])ccc(C(NC2CCN(Cc3n(C)c([*])cc3)CC2)=O)c1,12.45
C([*])c1cc(C(Nc2cc(C)c(C(=O)N3c4c(cccc4)-c4c(cc([*])s4)CC3)cc2)=O)cn1C,0,c1ncc(N2CC3(CN(C(OC(C)(C)C)=O)C3)CC2)cc1Br,C([*])c1cc(C(Nc2cc(C)c(C(=O)N3c4c(cccc4)-c4c(cc([*])s4)CC3)cc2)=O)cn1C,32.2
c1ccc2n(C(N3C(C[*])C(O)=O)CC3)nc(C(C)=O)c2c1[*],0,C(OC(C)(C)C)(N1CC2(CCN(c3cncc(C#Cc4ccccc4)c3)C2)C1)=O,c1ccc2n(C(N3C(C[*])C(O)=O)CC3)nc(C(C)=O)c2c1[*],22.23
C1C(=O)N(C2CCc3c(cc([*])cc3)C2)CCN1CC[*],0,C(C)(C)(OC(N1CC2(CN(c3cncc(N4CC(OCCCc5ccccc5)C4)c3)CC2)C1)=O)C,C1C(=O)N(C2CCc3c(cc([*])cc3)C2)CCN1CC[*],15.42
c1([*])ccc(C2=CCN([*])CC2)cc1,0,C1C2(CCN(c3cc(C#CCCCCCC)cnc3)C2)CN1C(CCc1c2c(cccc2)[nH]c1)=O,c1([*])ccc(C2=CCN([*])CC2)cc1,8.19
c1c([*])ccc(C(=O)N2CCC([*])CC2)c1,0,C12(CN(C(c3cc([N+](=O)[O-])cc([N+](=O)[O-])c3)=O)C1)CCN(c1cc(C#CCCCCCC)cnc1)C2,c1c([*])ccc(C(=O)N2CCC([*])CC2)c1,5.87
S(=O)(N1CCN([*])CC1)(=O)c1cn(CC(=O)N2CCN([*])CC2)cc1,0,c1c(N2CC3(CN(C(=O)c4cc5c(cc4[N+]([O-])=O)OCO5)C3)CC2)cncc1C#CCCCCCC,S(=O)(N1CCN([*])CC1)(=O)c1cn(CC(=O)N2CCN([*])CC2)cc1,18.61
c1c2nc(-c3ccc([*])cc3)[nH]c2c([*])cc1,0,C(CCCCC)C#Cc1cncc(N2CCC3(CN(C(c4cc5c(cc4)OCO5)=O)C3)C2)c1,c1c2nc(-c3ccc([*])cc3)[nH]c2c([*])cc1,12.79
C1CN(C(c2ccc([*])cc2)=O)CCC1CN1CCC([*])CC1,0,C(CCCCC)C#Cc1cc(N2CC3(CC2)CN(Cc2cc([N+](=O)[O-])cc([N+]([O-])=O)c2)C3)cnc1,C1CN(C(c2ccc([*])cc2)=O)CCC1CN1CCC([*])CC1,7.87
c1c([*])ncc(C(=O)N)c1NC(=O)c1[nH]c2ccccc2c1[*],0,c1ncc(N2CC(OCCCCCC)C2)cc1N1CCC2(CN(C(=O)OC(C)(C)C)C2)C1,c1c([*])ncc(C(=O)N)c1NC(=O)c1[nH]c2ccccc2c1[*],20.32
O=C(c1cc2nc([*])[nH]c2cc1)N1CCC([*])CC1,0,C1C2(CCN1c1cc(C#Cc3ccccc3)cnc1)CN(C(=O)c1cc([N+]([O-])=O)cc([N+]([O-])=O)c1)C2,O=C(c1cc2nc([*])[nH]c2cc1)N1CCC([*])CC1,8.36
C(=O)(c1cc2[nH]c(-c3ccc([*])cc3)nc2cc1)N1CCC([*])CC1,0,C1C2(CCN(c3cc(C#Cc4ccccc4)cnc3)C2)CN1,C(=O)(c1cc2[nH]c(-c3ccc([*])cc3)nc2cc1)N1CCC([*])CC1,13.15
c1(C#Cc2ccc([*])cc2)c(C)ccc(C(=O)N2CCC(C[*])CC2)c1,0,C12(CN(c3nc(Br)ccc3)CC1)CN(C(=O)OC(C)(C)C)C2,c1(C#Cc2ccc([*])cc2)c(C)ccc(C(=O)N2CCC(C[*])CC2)c1,12.73
c1c([*])cn(Cc2cccc([*])n2)n1,0,c1(-c2cc(N3CC4(CN(C(=O)OC(C)(C)C)C4)CC3)cnc2)ccc(F)cc1,c1c([*])cn(Cc2cccc([*])n2)n1,8.6
O=C(c1nnc([*])o1)Nc1c2c(ccc1)n(C)c([*])n2,0,c1ncc(N2CC3(CN(C(OC(C)(C)C)=O)C3)CC2)cc1Br,O=C(c1nnc([*])o1)Nc1c2c(ccc1)n(C)c([*])n2,16.02
Cc1n(CC[*])c2ccc(C(NS(C3CC3)([*])=O)=O)cc2c1Cl,0,C(OC(C)(C)C)(N1CC2(CCN(c3cncc(C#Cc4ccccc4)c3)C2)C1)=O,Cc1n(CC[*])c2ccc(C(NS(C3CC3)([*])=O)=O)cc2c1Cl,25.4
C(N1CCC(C[*])CC1)C1CCN(CC[*])CC1,0,C(C)(C)(OC(N1CC2(CN(c3cncc(N4CC(OCCCc5ccccc5)C4)c3)CC2)C1)=O)C,C(N1CCC(C[*])CC1)C1CCN(CC[*])CC1,9.6
C1CCC(N2C(=O)N(CCCC[*])C(=O)C2)C1C(=O)OCCC[*],0,C1C2(CCN(c3cc(C#CCCCCCC)cnc3)C2)CN1C(CCc1c2c(cccc2)[nH]c1)=O,C1CCC(N2C(=O)N(CCCC[*])C(=O)C2)C1C(=O)OCCC[*],21.2
c1c2c(ccc1)n(CCCC[*])c(=O)c(C(=O)NN(CC1CC1)CCC[*])c2,0,C12(CN(C(c3cc([N+](=O)[O-])cc([N+](=O)[O-])c3)=O)C1)CCN(c1cc(C#CCCCCCC)cnc1)C2,c1c2c(ccc1)n(CCCC[*])c(=O)c(C(=O)NN(CC1CC1)CCC[*])c2,22.8
C1CCCC(n2ncc([*])c2)C1C(=O)N1CCN(C(=O)N2CCC(NCC[*])C2)CC1,0,c1c(N2CC3(CN(C(=O)c4cc5c(cc4[N+]([O-])=O)OCO5)C3)CC2)cncc1C#CCCCCCC,C1CCCC(n2ncc([*])c2)C1C(=O)N1CCN(C(=O)N2CCC(NCC[*])C2)CC1,22.39
n1cc(-c2ccc([*])cc2)n(C)c1C[*],0,C(CCCCC)C#Cc1cncc(N2CCC3(CN(C(c4cc5c(cc4)OCO5)=O)C3)C2)c1,n1cc(-c2ccc([*])cc2)n(C)c1C[*],8.72
C([n+]1ccc([*])cc1)c1ccc([*])cc1,0,C(CCCCC)C#Cc1cc(N2CC3(CC2)CN(Cc2cc([N+](=O)[O-])cc([N+]([O-])=O)c2)C3)cnc1,C([n+]1ccc([*])cc1)c1ccc([*])cc1,8.22
c1([*])cc(-c2ccccc2S(=O)(NC2CCC(C(=O)Nc3cc(C#Cc4cccc([*])c4)c(Cl)cc3)(=O)O)cc2)ccc1,0,c1ncc(N2CC(OCCCCCC)C2)cc1N1CCC2(CN(C(=O)OC(C)(C)C)C2)C1,c1([*])cc(-c2ccccc2S(=O)(NC2CCC(C(=O)Nc3cc(C#Cc4cccc([*])c4)c(Cl)cc3)(=O)O)cc2)ccc1,32.53
N1(c2ccc([*])cc2)CCC(C[*])CC1,0,C1C2(CCN1c1cc(C#Cc3ccccc3)cnc1)CN(C(=O)c1cc([N+]([O-])=O)cc([N+]([O-])=O)c1)C2,N1(c2ccc([*])cc2)CCC(C[*])CC1,4.86
N1(Cc2ccc([*])nc2)CCCC(C[*])C1,0,C1C2(CCN(c3cc(C#Cc4ccccc4)cnc3)C2)CN1,N1(Cc2ccc([*])nc2)CCCC(C[*])C1,11.81
N=C(c1cccc([*])c1Cl)Nc1cccc(C#Cc2ccc(C[*])cc2)c1,0,C12(CN(c3nc(Br)ccc3)CC1)CN(C(=O)OC(C)(C)C)C2,N=C(c1cccc([*])c1Cl)Nc1cccc(C#Cc2ccc(C[*])cc2)c1,23.68
[*]c1cccc(C(N2CCC([*])CC2)=O)n1,0,c1(-c2cc(N3CC4(CN(C(=O)OC(C)(C)C)C4)CC3)cnc2)ccc(F)cc1,[*]c1cccc(C(N2CCC([*])CC2)=O)n1,7.42
C1(=O)c2c(ccc([*])n2)CCN1c1cc(C)c([*])cc1,0,c1ncc(N2CC3(CN(C(OC(C)(C)C)=O)C3)CC2)cc1Br,C1(=O)c2c(ccc([*])n2)CCN1c1cc(C)c([*])cc1,17.2
C(n1c(=O)[nH]c2cc(Cl)c(S(=O)(=O)NC3C(=O)N(CC[*])CC3)cc2c1=O)C,0,C(OC(C)(C)C)(N1CC2(CCN(c3cncc(C#Cc4ccccc4)c3)C2)C1)=O,C(n1c(=O)[nH]c2cc(Cl)c(S(=O)(=O)NC3C(=O)N(CC[*])CC3)cc2c1=O)C,30.3
[*]c1nc(C(N2CCN(CCC[*])CC2)=O)c(C)s1,0,C(C)(C)(OC(N1CC2(CN(c3cncc(N4CC(OCCCc5ccccc5)C4)c3)CC2)C1)=O)C,[*]c1nc(C(N2CCN(CCC[*])CC2)=O)c(C)s1,13.92
O=C(c1cc2nc(C[*])oc2cc1)N1CCC([*])CC1,0,C1C2(CCN(c3cc(C#CCCCCCC)cnc3)C2)CN1C(CCc1c2c(cccc2)[nH]c1)=O,O=C(c1cc2nc(C[*])oc2cc1)N1CCC([*])CC1,16.2
C1C(CCCn2cc([*])nn2)OC(C(=O)N2CCC([*])CC2)C1,0,C12(CN(C(c3cc([N+](=O)[O-])cc([N+](=O)[O-])c3)=O)C1)CCN(c1cc(C#CCCCCCC)cnc1)C2,C1C(CCCn2cc([*])nn2)OC(C(=O)N2CCC([*])CC2)C1,16.57
[*]CCn1cc(CN2CCN([*])CC2)c2ccccc21,0,c1c(N2CC3(CN(C(=O)c4cc5c(cc4[N+]([O-])=O)OCO5)C3)CC2)cncc1C#CCCCCCC,[*]CCn1cc(CN2CCN([*])CC2)c2ccccc21,12.05
c1([*])cn(CC2CCCN(CCC[*])C2)nn1,0,C(CCCCC)C#Cc1cncc(N2CCC3(CN(C(c4cc5c(cc4)OCO5)=O)C3)C2)c1,c1([*])cn(CC2CCCN(CCC[*])C2)nn1,8.95
c1c([*])ccc(N2CCN(CCC[*])CC2)c1,0,C(CCCCC)C#Cc1cc(N2CC3(CC2)CN(Cc2cc([N+](=O)[O-])cc([N+]([O-])=O)c2)C3)cnc1,c1c([*])ccc(N2CCN(CCC[*])CC2)c1,7.28
c1c([*])cccc1-c1c(C(c2cc([*])ccc2)=O)cccc1,0,c1ncc(N2CC(OCCCCCC)C2)cc1N1CCC2(CN(C(=O)OC(C)(C)C)C2)C1,c1c([*])cccc1-c1c(C(c2cc([*])ccc2)=O)cccc1,17.41
[*]c1nc2c(ccc(CN3CCC([*])CC3)c2)[nH]1,0,C1C2(CCN1c1cc(C#Cc3ccccc3)cnc1)CN(C(=O)c1cc([N+]([O-])=O)cc([N+]([O-])=O)c1)C2,[*]c1nc2c(ccc(CN3CCC([*])CC3)c2)[nH]1,12.02
C1N(C(=O)c2cc3c(n(C)cc3-c3nc([*])ccc3)cc2)CCC([*])C1,0,C1C2(CCN(c3cc(C#Cc4ccccc4)cnc3)C2)CN1,C1N(C(=O)c2cc3c(n(C)cc3-c3nc([*])ccc3)cc2)CCC([*])C1,12.95
c1(Br)c(C(Nc2nc(-c3cc(C#CC[*])ccc3)c(Cl)cc2)=O)ccc([*])c1,0,C12(CN(c3nc(Br)ccc3)CC1)CN(C(=O)OC(C)(C)C)C2,c1(Br)c(C(Nc2nc(-c3cc(C#CC[*])ccc3)c(Cl)cc2)=O)ccc([*])c1,31.74
c1c([*])cc(Cn2c(=O)n(CC[*])c(=O)cc2)cc1,0,c1(-c2cc(N3CC4(CN(C(=O)OC(C)(C)C)C4)CC3)cnc2)ccc(F)cc1,c1c([*])cc(Cn2c(=O)n(CC[*])c(=O)cc2)cc1,13.51
c1([*])c2ccc(C)cc2n(-c2ccc([*])cc2)n1,0,c1ncc(N2CC3(CN(C(OC(C)(C)C)=O)C3)CC2)cc1Br,c1([*])c2ccc(C)cc2n(-c2ccc([*])cc2)n1,16.19
c1c2c(cc(Cl)n1)n(CC[*])cc2S(=O)(CCC(N1CCN(CC[*])CC1)=O)=O,0,C(OC(C)(C)C)(N1CC2(CCN(c3cncc(C#Cc4ccccc4)c3)C2)C1)=O,c1c2c(cc(Cl)n1)n(CC[*])cc2S(=O)(CCC(N1CCN(CC[*])CC1)=O)=O,22.78
C1CCN([S+](O)c2ccc([*])cc2)C1CCC[*],0,C(C)(C)(OC(N1CC2(CN(c3cncc(N4CC(OCCCc5ccccc5)C4)c3)CC2)C1)=O)C,C1CCN([S+](O)c2ccc([*])cc2)C1CCC[*],16.91
c1c2c([nH]c(C[*])c2)ccc1CN1CCC(C[*])CC1,0,C1C2(CCN(c3cc(C#CCCCCCC)cnc3)C2)CN1C(CCc1c2c(cccc2)[nH]c1)=O,c1c2c([nH]c(C[*])c2)ccc1CN1CCC(C[*])CC1,15.88
[*]c1ccc(C(=O)N2CCC([*])CC2)cc1,0,C12(CN(C(c3cc([N+](=O)[O-])cc([N+](=O)[O-])c3)=O)C1)CCN(c1cc(C#CCCCCCC)cnc1)C2,[*]c1ccc(C(=O)N2CCC([*])CC2)cc1,5.11
c12n(C3CCC(N)CC3)nc(N[*])c1cc(CN(C)[*])nc2,0,c1c(N2CC3(CN(C(=O)c4cc5c(cc4[N+]([O-])=O)OCO5)C3)CC2)cncc1C#CCCCCCC,c12n(C3CCC(N)CC3)nc(N[*])c1cc(CN(C)[*])nc2,19.02
c1cc2c(cc1[*])OCCn1cc([*])nc1-2,0,C(CCCCC)C#Cc1cncc(N2CCC3(CN(C(c4cc5c(cc4)OCO5)=O)C3)C2)c1,c1cc2c(cc1[*])OCCn1cc([*])nc1-2,10.24
[*]c1ccc(-c2c([*])cccc2)cc1,0,C(CCCCC)C#Cc1cc(N2CC3(CC2)CN(Cc2cc([N+](=O)[O-])cc([N+]([O-])=O)c2)C3)cnc1,[*]c1ccc(-c2c([*])cccc2)cc1,5.19
c1cc(C(=O)N(C)C2CCC(C#N)([*])CC2)cc([*])c1,0,c1ncc(N2CC(OCCCCCC)C2)cc1N1CCC2(CN(C(=O)OC(C)(C)C)C2)C1,c1cc(C(=O)N(C)C2CCC(C#N)([*])CC2)cc([*])c1,16.19
c1ccc2c(c1)n(C1CCN(CC[*])CC1)cc2C1=CCN(C)CC1C(N1CCN(CC[*])CC1)=O,0,C1C2(CCN1c1cc(C#Cc3ccccc3)cnc1)CN(C(=O)c1cc([N+]([O-])=O)cc([N+]([O-])=O)c1)C2,c1ccc2c(c1)n(C1CCN(CC[*])CC1)cc2C1=CCN(C)CC1C(N1CCN(CC[*])CC1)=O,24.36
C(c1nnc(C(=O)N2CCC([*])CC2)cc1)[*],0,C1C2(CCN(c3cc(C#Cc4ccccc4)cnc3)C2)CN1,C(c1nnc(C(=O)N2CCC([*])CC2)cc1)[*],15.32
C(c1nnc(-c2ccc(C(NCc3ccc([*])cc3)=O)cc2)[nH]1)#CC#Cc1ccc([*])cc1,0,C12(CN(c3nc(Br)ccc3)CC1)CN(C(=O)OC(C)(C)C)C2,C(c1nnc(-c2ccc(C(NCc3ccc([*])cc3)=O)cc2)[nH]1)#CC#Cc1ccc([*])cc1,20.23
C1CC(c2n(C)nc([*])c2)CCN1C(C([*])C)=O,0,c1(-c2cc(N3CC4(CN(C(=O)OC(C)(C)C)C4)CC3)cnc2)ccc(F)cc1,C1CC(c2n(C)nc([*])c2)CCN1C(C([*])C)=O,12.42
[*]c1cccc(C(=O)Nc2cc([*])ccc2OC)c1,0,c1ncc(N2CC3(CN(C(OC(C)(C)C)=O)C3)CC2)cc1Br,[*]c1cccc(C(=O)Nc2cc([*])ccc2OC)c1,10.06
O=S(c1cc2c(cc1)n(C)c(C[*])n2)(=O)NC1CCN(C([*])=O)CC1,0,C(OC(C)(C)C)(N1CC2(CCN(c3cncc(C#Cc4ccccc4)c3)C2)C1)=O,O=S(c1cc2c(cc1)n(C)c(C[*])n2)(=O)NC1CCN(C([*])=O)CC1,21.09
C1CC(n2cc([*])nc2Cl)CCN1C(=O)CC[*],0,C(C)(C)(OC(N1CC2(CN(c3cncc(N4CC(OCCCc5ccccc5)C4)c3)CC2)C1)=O)C,C1CC(n2cc([*])nc2Cl)CCN1C(=O)CC[*],14.09
[*]c1oc(C2CCCN2C(=O)C[*])nc1,0,C1C2(CCN(c3cc(C#CCCCCCC)cnc3)C2)CN1C(CCc1c2c(cccc2)[nH]c1)=O,[*]c1oc(C2CCCN2C(=O)C[*])nc1,10.62
c1c(C2=C(C(=O)OC)C3N(C(=O)N[S+](C[*])C3=O)C2)ccc([*])c1Cl,0,C12(CN(C(c3cc([N+](=O)[O-])cc([N+](=O)[O-])c3)=O)C1)CCN(c1cc(C#CCCCCCC)cnc1)C2,c1c(C2=C(C(=O)OC)C3N(C(=O)N[S+](C[*])C3=O)C2)ccc([*])c1Cl,21.34
c1(C2CCCN2C(=O)CCC[*])ccc(O[*])cc1,0,c1c(N2CC3(CN(C(=O)c4cc5c(cc4[N+]([O-])=O)OCO5)C3)CC2)cncc1C#CCCCCCC,c1(C2CCCN2C(=O)CCC[*])ccc(O[*])cc1,15.17
C1CC(=O)N(CCc2ccc([*])cc2)CCC1C[*],0,C(CCCCC)C#Cc1cncc(N2CCC3(CN(C(c4cc5c(cc4)OCO5)=O)C3)C2)c1,C1CC(=O)N(CCc2ccc([*])cc2)CCC1C[*],12.08
C(n1c(-c2ccc([*])cc2)cc(C)n1)c1ccc([*])cc1,0,C(CCCCC)C#Cc1cc(N2CC3(CC2)CN(Cc2cc([N+](=O)[O-])cc([N+]([O-])=O)c2)C3)cnc1,C(n1c(-c2ccc([*])cc2)cc(C)n1)c1ccc([*])cc1,11.04
c1([*])cccc(C(Nc2cc([*])ccc2)=O)c1,0,c1ncc(N2CC(OCCCCCC)C2)cc1N1CCC2(CN(C(=O)OC(C)(C)C)C2)C1,c1([*])cccc(C(Nc2cc([*])ccc2)=O)c1,6.37
c1cc2c(nc([*])[nH]2)cc1C(=O)N1CCC([*])CC1,0,C1C2(CCN1c1cc(C#Cc3ccccc3)cnc1)CN(C(=O)c1cc([N+]([O-])=O)cc([N+]([O-])=O)c1)C2,c1cc2c(nc([*])[nH]2)cc1C(=O)N1CCC([*])CC1,12.86
C1CN(C(c2ccc([*])cc2)=O)CCC1C[*],0,C1C2(CCN(c3cc(C#Cc4ccccc4)cnc3)C2)CN1,C1CN(C(c2ccc([*])cc2)=O)CCC1C[*],6.76
[*]c1n(-c2ccc(C#Cc3ccc([*])cc3)c(Cl)c2)c(C#CC#C)ccc1=O,0,C12(CN(c3nc(Br)ccc3)CC1)CN(C(=O)OC(C)(C)C)C2,[*]c1n(-c2ccc(C#Cc3ccc([*])cc3)c(Cl)c2)c(C#CC#C)ccc1=O,18.41
[*]c1n(Cc2ccc([*])cc2)c(C)nn1,0,c1(-c2cc(N3CC4(CN(C(=O)OC(C)(C)C)C4)CC3)cnc2)ccc(F)cc1,[*]c1n(Cc2ccc([*])cc2)c(C)nn1,7.11
N(C1CC(C(c2cc3c(cc2)[nH]c([*])c3)=O)CCCC1)(c1ccccc1OC)[*],0,c1ncc(N2CC3(CN(C(OC(C)(C)C)=O)C3)CC2)cc1Br,N(C1CC(C(c2cc3c(cc2)[nH]c([*])c3)=O)CCCC1)(c1ccccc1OC)[*],35.95
N1(C(=O)c2cn(C(C)=O)c3ccc([*])cc32)CCC([*])CC1,0,C(OC(C)(C)C)(N1CC2(CCN(c3cncc(C#Cc4ccccc4)c3)C2)C1)=O,N1(C(=O)c2cn(C(C)=O)c3ccc([*])cc32)CCC([*])CC1,12.82
C1(c2cccc([*])c2)CCN(CCCCN2CCC([*])CC2)CC1,0,C(C)(C)(OC(N1CC2(CN(c3cncc(N4CC(OCCCc5ccccc5)C4)c3)CC2)C1)=O)C,C1(c2cccc([*])c2)CCN(CCCCN2CCC([*])CC2)CC1,11.31
