canonical_smiles,Input_SMILES,SMILES_state,Tanimoto,NLL,qsar_model_count,qsar_models_used,pred_logIC50_uM,pred_ic50_uM,pred_pIC50,pred_logIC50_uM_ensemble_mean,pred_logIC50_uM_ensemble_std,pred_ic50_uM_ensemble_mean,pred_ic50_uM_ensemble_std,pred_pIC50_ensemble_mean,pred_pIC50_ensemble_std,pred_ic50_uM_lower95,pred_ic50_uM_upper95,pred_pIC50_lower95,pred_pIC50_upper95,pred_pIC50_uncertainty,pred_cLogP,pred_logS_ESOL,pred_Solubility_ESOL_mol_per_L,pred_Solubility_ESOL_class,pred_MetStab_Clearance_Microsome_AZ,pred_MetStab_Clearance_Hepatocyte_AZ,pred_MetStab_Half_Life_Obach,PAINS_alert,BRENK_alert,NIH_alert,AMES,ClinTox,DILI,Carcinogens_Lagunin,hERG,CYP1A2_Veith,CYP2C19_Veith,CYP2C9_Veith,CYP2D6_Veith,CYP3A4_Veith,HIA_Hou,Bioavailability_Ma,PAMPA_NCATS,Pgp_Broccatelli,Caco2_Wang,PPBR_AZ,VDss_Lombardo,molecular_weight,logP,QED,Lipinski,sa_score,sa_accessibility,liability_alert_count,passes_qsar_uncertainty,passes_optimal
CCCCC#Cc1cncc(N2CCC3(CN(Cc4cc(N)cc(C(N)=O)c4)C3)C2)c1,CCCCCCC#Cc1cncc(N2CCC3(CN(Cc4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,1,0.6260869565217392,8.14,5,KNN | KNN | DT | LGBM | ET,0.5473052438641018,3.526186219547159,5.452694756135898,1.3080867795133506,0.5802504888132622,51.79560562003868,74.52754547638385,4.691913220486649,0.5802504888132622,1.4818212601172613,278.85455155862024,3.5546222624126553,5.829204178560643,0.5802504888132622,3.016700000000001,-4.882161144127976,1.3117131001017674e-05,Moderately Soluble,23.2188,26.074295,42.78295,0,3,0,0.17930707,0.6316912,0.63443184,0.092236266,0.93317384,0.13519442,0.2133276,0.3550846,0.38974148,0.84821016,0.9978949,0.74985635,0.7835757,0.71666324,-5.2609243,92.48932,10.36054,417.5570000000002,3.016700000000001,0.4284922319693887,4.0,3.445734396899377,0.7282517336778469,3,0,1
CCOCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc(F)cc(F)c4)C3)C2)c1,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,1,0.55,11.02,5,KNN | KNN | DT | LGBM | ET,0.6269673230267181,4.236110917115642,5.373032676973282,0.9694351944564714,0.28344252668544523,11.708167535907972,8.521556365489404,5.030564805543529,0.28344252668544523,2.5935094940522934,33.495197798115534,4.475017453240056,5.586112157847001,0.28344252668544523,3.1003000000000016,-4.916190390542918,1.2128570289911924e-05,Moderately Soluble,38.194958,46.530006,52.066154,0,2,0,0.14383665,0.25263667,0.79483384,0.05038212,0.71908605,0.18293461,0.3825122,0.44989425,0.06359348,0.8871018,0.99993265,0.8340276,0.96301186,0.6212381,-4.400757,87.4771,9.734239,411.4520000000001,3.1003000000000016,0.5730741551139058,4.0,3.4254297733408077,0.7305078029621325,2,0,1
CC#Cc1cncc(N2CCC3(CN(C(=O)c4cc(F)cc(F)c4)C3)C2)c1,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,1,0.5258620689655172,9.79,5,KNN | KNN | DT | LGBM | ET,0.6269673230267181,4.236110917115642,5.373032676973282,0.9412992172191981,0.3091094834936228,11.880113723801296,10.993092585844174,5.058700782780802,0.3091094834936228,2.1649338432054748,35.249568486128474,4.452846195133301,5.664555370428303,0.3091094834936228,3.083700000000001,-4.638364601652299,2.2995105072133766e-05,Moderately Soluble,44.030823,52.28589,46.478603,0,1,0,0.14812988,0.24083629,0.77966326,0.044023935,0.6242527,0.15506282,0.24587174,0.2648357,0.030134836,0.77486926,0.9999569,0.8821443,0.9609132,0.42241073,-4.4254694,90.941086,7.2570853,367.39900000000006,3.083700000000001,0.7657274742946089,4.0,3.350980652190577,0.7387799275343803,1,0,1
CCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc(F)c5c(c4)OCO5)C3)C2)c1,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc5c(cc4[N+](=O)[O-])OCO5)C3)C2)c1,1,0.5882352941176471,13.93,5,KNN | KNN | DT | LGBM | ET,0.6269673230267181,4.236110917115642,5.373032676973282,0.9143198987014124,0.316068438561299,11.015122309522365,9.218476447745267,5.085680101298587,0.316068438561299,1.971631550060213,34.183304076577244,4.466185961718441,5.705174240878733,0.316068438561299,3.0634000000000015,-4.869223876544572,1.351375756442124e-05,Moderately Soluble,46.68682,46.503498,40.06744,0,1,0,0.15748678,0.35752603,0.79777604,0.052923936,0.86536705,0.38629636,0.5458816,0.66915214,0.2068127,0.97572196,0.99996984,0.7815947,0.955229,0.76518583,-4.5752115,96.03325,5.789506,407.44500000000016,3.0634000000000015,0.7165847331452173,4.0,3.5438062628704303,0.7173548596810633,1,0,1
C#Cc1cncc(N2CCC3(CN(C(=O)c4cccc(OC(F)(F)F)c4)C3)C2)c1,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,1,0.4108527131782946,11.41,5,KNN | KNN | DT | LGBM | ET,0.6469113478524566,4.435180997339201,5.353088652147544,0.938415746718696,0.23726125858116479,9.948615853378566,4.720486377716839,5.061584253281304,0.23726125858116479,2.974292526811678,25.319073734653724,4.596552186462221,5.526616320100387,0.23726125858116479,3.314000000000002,-5.017454811696665,9.606057641337639e-06,Moderately Soluble,32.878334,23.181833,52.366955,0,1,0,0.12585852,0.2497571,0.8550774,0.064001694,0.66120625,0.28653905,0.34256697,0.46087456,0.054504704,0.7638844,0.9998587,0.8826817,0.9536168,0.5413268,-4.699679,97.27809,4.346566,401.3880000000001,3.314000000000002,0.7407372625555321,4.0,3.294079103551696,0.7451023218275894,1,0,1
Nc1c(C(=O)N2CCC3(C2)CN(c2cncc(C#CCCC(F)(F)F)c2)C3)ccc2c1OCO2,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc5c(cc4[N+](=O)[O-])OCO5)C3)C2)c1,1,0.5190839694656488,13.72,5,KNN | KNN | DT | LGBM | ET,0.6856584533117636,4.849069997555217,5.314341546688237,1.150017631584046,0.3374879848150368,18.29353909935588,11.112568939507653,4.849982368415954,0.3374879848150368,3.0799323777926064,64.7879266486885,4.188505918178482,5.511458818653426,0.3374879848150368,3.4390000000000027,-5.554334334801244,2.7903948724030806e-06,Moderately Soluble,27.089314,20.421822,50.601143,0,2,0,0.1081468,0.34989616,0.85086834,0.048582517,0.8946163,0.277322,0.6814661,0.8180169,0.22218983,0.9871047,0.99997365,0.7613496,0.95971614,0.84503937,-4.7134943,97.13545,5.6674433,472.46700000000027,3.4390000000000027,0.5447127640098829,4.0,3.7615009902654526,0.6931665566371719,2,0,1
CCOCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc(N)cc(C(F)(F)F)c4)C3)C2)c1,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,1,0.5196850393700787,11.14,5,KNN | KNN | DT | LGBM | ET,0.6856584533117636,4.849069997555217,5.314341546688237,1.3280826091571964,0.53055000799915,50.98123533863175,74.67271833654489,4.671917390842804,0.53055000799915,1.9418004324834348,233.32465096737462,3.63203937516447,5.711795406521137,0.53055000799915,3.4231000000000016,-5.4511670290644,3.5386122036728963e-06,Moderately Soluble,17.603271,15.005087,60.341297,0,3,0,0.17593764,0.32254833,0.84759426,0.040996745,0.85024625,0.12965539,0.3709775,0.5289421,0.065281145,0.96360195,0.9999132,0.8498846,0.9663764,0.7521975,-4.828359,92.74421,11.264566,458.48400000000015,3.4231000000000016,0.43197877410952246,4.0,3.5691141832071107,0.7145428685325432,3,0,1
CCCC#Cc1cncc(N2CCC3(CN(Cc4cc(F)cc(C(=O)NC)c4)C3)C2)c1,CCCCCCC#Cc1cncc(N2CCC3(CN(Cc4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,1,0.5714285714285714,10.37,5,KNN | KNN | DT | LGBM | ET,0.6976196075069575,4.984477127902903,5.302380392493043,0.9517987084885606,0.30293789788463055,12.123199905199783,11.303038166968895,5.04820129151144,0.30293789788463055,2.280554359771994,35.12020063983896,4.454443011657563,5.641959571365315,0.30293789788463055,3.444200000000002,-5.222354611521923,5.993015328130731e-06,Moderately Soluble,24.071058,23.200315,48.265957,0,1,0,0.11820652,0.63933474,0.60417,0.10514953,0.93175,0.19089095,0.23984134,0.35071173,0.46000633,0.8681475,0.99945956,0.7938547,0.8756176,0.761953,-4.9849977,94.06256,10.704114,420.5320000000001,3.444200000000002,0.7531597574136744,4.0,3.3990461101860907,0.7334393210904344,1,0,1
CCCCCC#Cc1cncc(N2CCC3(CN(Cc4cc(N)cc(C(N)=O)c4)C3)C2)c1,CCCCCCC#Cc1cncc(N2CCC3(CN(Cc4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,1,0.6666666666666666,11.14,5,KNN | KNN | DT | LGBM | ET,0.6976196075069575,4.984477127902903,5.302380392493043,1.3233812491664445,0.5290540528382506,50.73423555056294,74.7807011777699,4.676618750833556,0.5290540528382506,1.933905754141652,229.25942177958328,3.6396728072705846,5.713564694396527,0.5290540528382506,3.4068000000000014,-5.255653338394686,5.550686018365157e-06,Moderately Soluble,28.107037,28.694311,48.72862,0,3,0,0.18115482,0.651518,0.6622465,0.09961004,0.9535791,0.16158979,0.28766808,0.46368852,0.4422608,0.90854275,0.99869096,0.7246157,0.8257195,0.84650564,-5.2516713,95.00551,11.148533,431.5840000000002,3.4068000000000014,0.39845263005998427,4.0,3.4355782537210438,0.7293801940309952,3,0,1
CCCCC#Cc1cncc(N2CCC3(CN(Cc4cc(N)cc(C(=O)NC)c4)C3)C2)c1,CCCCCCC#Cc1cncc(N2CCC3(CN(Cc4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,1,0.6101694915254238,10.1,5,KNN | KNN | DT | LGBM | ET,0.6976196075069575,4.984477127902903,5.302380392493043,1.3574178972506208,0.5417904351222217,53.01812858399423,73.94508612551861,4.64258210274938,0.5417904351222217,1.9747341850990565,262.6196088127128,3.580672849909825,5.704491355588933,0.5417904351222217,3.277400000000002,-5.163132274527731,6.868592091385286e-06,Moderately Soluble,22.307178,20.03717,52.280865,0,3,0,0.16345441,0.697194,0.6966175,0.08969705,0.96306133,0.22577038,0.33660612,0.5271131,0.46270627,0.9494125,0.99939364,0.75228846,0.8586668,0.8462157,-5.3020983,92.66982,12.749841,431.5840000000002,3.277400000000002,0.4171516579949314,4.0,3.4363648978461487,0.7292927891282057,3,0,1
CCCCC#Cc1cncc(N2CCC3(CN(Cc4cc(NC)cc(C(N)=O)c4)C3)C2)c1,CCCCCCC#Cc1cncc(N2CCC3(CN(Cc4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,1,0.6101694915254238,10.74,5,KNN | KNN | DT | LGBM | ET,0.6976196075069575,4.984477127902903,5.302380392493043,1.3170323219078583,0.5470367383247328,51.243776265328314,74.71041793425144,4.682967678092142,0.5470367383247328,1.7572773639848127,245.03285995835384,3.6107756709756655,5.755159685208618,0.5470367383247328,3.4762000000000013,-5.307125510687144,4.930312977934696e-06,Moderately Soluble,31.983685,31.565735,51.068672,0,2,0,0.19605955,0.6519123,0.63651335,0.10000931,0.9555538,0.21457934,0.25506264,0.37342268,0.48690772,0.8911203,0.99905413,0.765765,0.86021125,0.83965224,-5.287175,93.91285,12.8214035,431.5840000000002,3.4762000000000013,0.5186613605993676,4.0,3.46516489784615,0.7260927891282056,2,0,1
