canonical_smiles,Input_SMILES,SMILES_state,Tanimoto,NLL,qsar_model_count,qsar_models_used,pred_logIC50_uM,pred_ic50_uM,pred_pIC50,pred_logIC50_uM_ensemble_mean,pred_logIC50_uM_ensemble_std,pred_ic50_uM_ensemble_mean,pred_ic50_uM_ensemble_std,pred_pIC50_ensemble_mean,pred_pIC50_ensemble_std,pred_ic50_uM_lower95,pred_ic50_uM_upper95,pred_pIC50_lower95,pred_pIC50_upper95,pred_pIC50_uncertainty,pred_cLogP,pred_logS_ESOL,pred_Solubility_ESOL_mol_per_L,pred_Solubility_ESOL_class,pred_MetStab_Clearance_Microsome_AZ,pred_MetStab_Clearance_Hepatocyte_AZ,pred_MetStab_Half_Life_Obach,PAINS_alert,BRENK_alert,NIH_alert,AMES,ClinTox,DILI,Carcinogens_Lagunin,hERG,CYP1A2_Veith,CYP2C19_Veith,CYP2C9_Veith,CYP2D6_Veith,CYP3A4_Veith,HIA_Hou,Bioavailability_Ma,PAMPA_NCATS,Pgp_Broccatelli,Caco2_Wang,PPBR_AZ,VDss_Lombardo,molecular_weight,logP,QED,Lipinski,sa_score,sa_accessibility,liability_alert_count,passes_qsar_uncertainty,passes_optimal
CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)C(C)(C)N)C3)C2)c1,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc5c(cc4[N+](=O)[O-])OCO5)C3)C2)c1,1,0.584070796460177,12.53,5,KNN | KNN | DT | LGBM | ET,0.6736750385683135,4.717099515728281,5.326324961431687,1.1960342236490225,0.5831712914652263,47.50124066547174,76.37014685823269,4.803965776350978,0.5831712914652263,1.1298440227143984,218.29809957869173,3.660950045079134,5.946981507622821,0.5831712914652263,3.179500000000001,-4.697726188509208,2.0057361938476055e-05,Moderately Soluble,44.497368,36.57278,42.224243,0,2,0,0.12134741,0.37936798,0.63083196,0.067992605,0.8862755,0.18757562,0.4857034,0.5998517,0.16219127,0.96894014,0.9997834,0.732749,0.9529389,0.8042116,-4.7990375,94.31734,12.379204,382.5520000000002,3.179500000000001,0.6062696116808681,4.0,3.5175727457595354,0.7202696949156071,2,0,1
CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc5ccc(OC)cc5o4)C3)C2)c1,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc5c(cc4[N+](=O)[O-])OCO5)C3)C2)c1,1,0.6062992125984252,10.85,5,KNN | KNN | DT | LGBM | ET,0.2577378833269191,1.810247195493376,5.742262116673081,0.6633308638061478,0.6113307949895826,9.4476069901834,8.917004793768415,5.336669136193852,0.6113307949895826,0.2918250076811651,72.70080537714031,4.13846077801427,6.5348774943734345,0.6113307949895826,5.510800000000006,-7.103637897066472,7.877022807243356e-08,Poorly Soluble,88.37654,67.02502,92.43013,0,2,0,0.18896174,0.2629859,0.8887348,0.057796784,0.90480626,0.4420136,0.82551414,0.90779227,0.13598874,0.984173,0.9999957,0.71147645,0.9701074,0.9559704,-4.9041038,104.94143,8.55503,471.6010000000003,5.510800000000006,0.3358808492259524,3.0,3.3818075373644376,0.735354718070618,2,0,0
CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc5cc(OC)ccc5o4)C3)C2)c1,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc5c(cc4[N+](=O)[O-])OCO5)C3)C2)c1,1,0.6062992125984252,11.01,5,KNN | KNN | DT | LGBM | ET,0.2577378833269191,1.810247195493376,5.742262116673081,0.6633308638061478,0.6113307949895826,9.4476069901834,8.917004793768415,5.336669136193852,0.6113307949895826,0.2918250076811651,72.70080537714031,4.13846077801427,6.5348774943734345,0.6113307949895826,5.510800000000005,-7.103637897066472,7.877022807243356e-08,Poorly Soluble,85.119286,63.823975,96.11877,0,2,0,0.1729189,0.26013076,0.8889328,0.05817051,0.9028654,0.41310254,0.82347393,0.9078286,0.13501021,0.9836594,0.99999523,0.70955443,0.96866465,0.9554089,-4.89812,104.63551,9.090333,471.6010000000003,5.510800000000005,0.3358808492259524,3.0,3.3827328991313834,0.735251900096513,2,0,0
CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc5cocc5cn4)C3)C2)c1,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc5c(cc4[N+](=O)[O-])OCO5)C3)C2)c1,1,0.6147540983606558,12.39,5,KNN | KNN | DT | LGBM | ET,0.2577378833269191,1.810247195493376,5.742262116673081,0.6880476211476169,0.626821863453697,10.212890521585091,9.297075148261005,5.311952378852383,0.626821863453697,0.2880558959183921,82.53125962145454,4.083381526483137,6.540523231221629,0.626821863453697,4.897200000000004,-6.4710157065401255,3.380526100941598e-07,Poorly Soluble,69.13873,54.945232,71.4829,0,2,0,0.12204488,0.38038248,0.896045,0.07943382,0.88428307,0.56992614,0.73489314,0.891878,0.18322,0.98516256,0.9999868,0.77096254,0.96507835,0.89295596,-4.900346,103.54704,8.021012,442.5630000000002,4.897200000000004,0.4014723249587739,4.0,3.740244116317479,0.6955284315202801,2,0,0
CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc5occc5cn4)C3)C2)c1,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc5c(cc4[N+](=O)[O-])OCO5)C3)C2)c1,1,0.6147540983606558,12.34,5,KNN | KNN | DT | LGBM | ET,0.2577378833269191,1.810247195493376,5.742262116673081,0.7005931367440756,0.6374843271797692,10.715134280615906,9.671708282404316,5.299406863255925,0.6374843271797692,0.2825685711003752,89.13790404142516,4.049937581983577,6.548876144528272,0.6374843271797692,4.897200000000004,-6.4710157065401255,3.380526100941598e-07,Poorly Soluble,68.48777,55.0756,75.31496,0,2,0,0.10746913,0.3557252,0.88629353,0.08674834,0.884021,0.5855112,0.76019585,0.8940872,0.19273618,0.9827913,0.99998474,0.77154744,0.9663209,0.889919,-4.8975425,103.01756,9.032235,442.5630000000002,4.897200000000004,0.4014723249587739,4.0,3.588640270163633,0.7123733033151518,2,0,0
CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc5nccnc5o4)C3)C2)c1,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc5c(cc4[N+](=O)[O-])OCO5)C3)C2)c1,1,0.6147540983606558,11.51,5,KNN | KNN | DT | LGBM | ET,0.2577378833269191,1.810247195493376,5.742262116673081,0.8555032943151699,0.8533489609611413,44.24344106588903,77.9680309788805,5.14449670568483,0.8533489609611413,0.1523839864710789,337.3395473117688,3.471932742200993,6.817060669168667,0.8533489609611413,4.292200000000004,-6.028837483530461,9.357557759355408e-07,Poorly Soluble,65.4582,55.74949,53.48539,0,2,0,0.08204847,0.29352435,0.928827,0.09108352,0.7918782,0.45151863,0.6521615,0.8811823,0.10287745,0.9688128,0.999976,0.78651947,0.9662633,0.80862105,-4.8891883,101.114426,8.333004,443.5510000000002,4.292200000000004,0.4178618080408932,4.0,3.651524885548248,0.7053861238279724,2,0,0
CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc5cnccc5o4)C3)C2)c1,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc5c(cc4[N+](=O)[O-])OCO5)C3)C2)c1,1,0.6147540983606558,8.57,5,KNN | KNN | DT | LGBM | ET,0.2577378833269191,1.810247195493376,5.742262116673081,0.8214602205283505,0.8726659260091778,43.996704481440574,78.1014190243226,5.17853977947165,0.8726659260091778,0.1291323354288907,340.31840373744814,3.468114564493661,6.888964994449638,0.8726659260091778,4.897200000000004,-6.4710157065401255,3.380526100941598e-07,Poorly Soluble,67.266174,56.63496,67.36495,0,2,0,0.069628894,0.3634414,0.8692371,0.048512127,0.9352441,0.68099177,0.8871217,0.9570257,0.32374492,0.9964839,0.9999982,0.7059846,0.96946895,0.9182,-4.9048877,101.792915,9.460113,442.5630000000002,4.897200000000004,0.4014723249587739,4.0,3.4918195970867094,0.7231311558792546,2,0,0
CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc5cc(OC)ncc5o4)C3)C2)c1,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc5c(cc4[N+](=O)[O-])OCO5)C3)C2)c1,1,0.6062992125984252,11.87,5,KNN | KNN | DT | LGBM | ET,0.4081924094099273,2.559719691479607,5.591807590590073,0.7345969832159902,0.6063034360896814,10.457922654345772,8.79492710823217,5.26540301678401,0.6063034360896814,0.3517565948493997,83.74361762202486,4.077048282048234,6.4537577515197855,0.6063034360896814,4.905800000000005,-6.661459674056808,2.1804208484001578e-07,Poorly Soluble,82.97453,60.618797,90.01908,0,2,0,0.10498601,0.3286287,0.9189909,0.07420266,0.8867704,0.4448367,0.71827173,0.89274967,0.121111214,0.98146755,0.99998426,0.8015148,0.97154844,0.9140156,-4.9109297,104.21633,9.179199,472.5890000000003,4.905800000000005,0.3595900107768977,4.0,3.598686288316456,0.7112570790759494,2,0,0
CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4ccc(C(F)(F)F)o4)C3)C2)c1,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc5c(cc4[N+](=O)[O-])OCO5)C3)C2)c1,1,0.5934959349593496,11.94,5,KNN | KNN | DT | LGBM | ET,0.4439184068635606,2.7791910777956974,5.556081593136439,0.4787810910799568,0.5466285113876569,4.928158161003171,3.433661886548663,5.521218908920043,0.5466285113876569,0.2554990023976219,35.495473457517235,4.449827026600236,6.592610791239851,0.5466285113876569,5.367800000000005,-6.880479728281818,1.3168013760938726e-07,Poorly Soluble,58.00663,41.194496,84.87265,0,2,0,0.16803642,0.13265736,0.82087743,0.053930484,0.79771024,0.42992955,0.778891,0.8276226,0.08159003,0.9593897,0.99999464,0.6802445,0.97705364,0.8826669,-4.816871,100.63446,10.937131,459.51200000000017,5.367800000000005,0.4306738462392543,3.0,3.5764478384018457,0.7137280179553505,2,0,0
CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)C4CCN(C(=O)C(C)C)CC4)C3)C2)c1,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc5c(cc4[N+](=O)[O-])OCO5)C3)C2)c1,1,0.5074626865671642,12.4,5,KNN | KNN | DT | LGBM | ET,0.5327965792122313,3.4103313644243727,5.467203420787769,0.8763656378857597,0.2224156847763542,8.535802009163303,4.21997677015309,5.12363436211424,0.2224156847763542,2.756962733735864,20.525813571482644,4.6876996199525856,5.559569104275894,0.2224156847763542,4.336800000000004,-6.170132248653846,6.758771301532324e-07,Poorly Soluble,70.64508,56.83384,41.342403,0,2,0,0.12379165,0.28013235,0.65316784,0.043631893,0.87337315,0.022481069,0.4539516,0.5739057,0.08106865,0.97793055,0.99993134,0.66444707,0.9643854,0.9059416,-4.7057586,97.20741,11.086095,478.6810000000004,4.336800000000004,0.4322275585214789,4.0,3.4019751756667294,0.7331138693703634,2,0,0
CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)C4CCCN(C(C)=O)C4)C3)C2)c1,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc5c(cc4[N+](=O)[O-])OCO5)C3)C2)c1,1,0.5271317829457365,12.6,5,KNN | KNN | DT | LGBM | ET,0.5327965792122313,3.4103313644243727,5.467203420787769,0.9270468474267192,0.2361800882756897,9.66446666067814,4.661913166763706,5.072953152573281,0.2361800882756897,2.9116145059176386,24.54481824279021,4.610040179552929,5.535866125593633,0.2361800882756897,3.700700000000002,-5.520687624540745,3.015173971848382e-06,Moderately Soluble,56.829327,53.30686,33.18393,0,2,0,0.2189203,0.31420118,0.63286895,0.04623013,0.8738548,0.06549358,0.41919512,0.4876663,0.10118196,0.9676353,0.9999415,0.70132446,0.9679362,0.85131836,-4.7075644,91.972244,10.294973,450.6270000000004,3.700700000000002,0.4898706196000749,4.0,3.825901033390684,0.686010996289924,2,0,0
CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)C4CCN(C(C)=O)CC4)C3)C2)c1,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc5c(cc4[N+](=O)[O-])OCO5)C3)C2)c1,1,0.5271317829457365,9.56,5,KNN | KNN | DT | LGBM | ET,0.5327965792122313,3.4103313644243727,5.467203420787769,0.9360089432965212,0.2427807944586549,9.93743877494976,4.9076759951913,5.063991056703479,0.2427807944586549,2.8850848229575186,25.814237442775088,4.588140699564516,5.539841413842443,0.2427807944586549,3.700700000000002,-5.520687624540745,3.015173971848382e-06,Moderately Soluble,51.475006,45.09795,33.8464,0,2,0,0.16095006,0.31020147,0.607952,0.041692622,0.8177433,0.03156383,0.29785165,0.35355383,0.07138812,0.9233224,0.99987364,0.7393756,0.9528065,0.7877897,-4.7300353,88.91054,10.389444,450.6270000000004,3.700700000000002,0.4898706196000749,4.0,3.35021318342059,0.7388652018421566,2,0,0
CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)C4CCN(C(=O)CO)CC4)C3)C2)c1,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc5c(cc4[N+](=O)[O-])OCO5)C3)C2)c1,1,0.5151515151515151,12.45,5,KNN | KNN | DT | LGBM | ET,0.5327965792122313,3.4103313644243727,5.467203420787769,1.2765344731645647,0.5970254642041382,51.26213982459247,74.97533973471798,4.723465526835435,0.5970254642041382,1.2775107500007572,279.7076748108926,3.5532956169953245,5.893635436675546,0.5970254642041382,2.6731000000000007,-4.858628064814216,1.38475178992268e-05,Moderately Soluble,41.598595,32.55981,34.681477,0,2,0,0.16943221,0.29621208,0.6360798,0.04425835,0.7808873,0.018569168,0.23613413,0.33514726,0.067083225,0.9382699,0.99925977,0.7185691,0.89151543,0.7696179,-5.0160775,84.96477,12.524324,466.6260000000004,2.6731000000000007,0.4939238516582008,4.0,3.42490430608623,0.7305661882126411,2,0,0
CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4ccccc4N)C3)C2)c1,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc5c(cc4[N+](=O)[O-])OCO5)C3)C2)c1,1,0.6271186440677966,10.83,5,KNN | KNN | DT | LGBM | ET,0.547305243864102,3.52618621954716,5.452694756135898,1.221369720381858,0.5801147228317707,48.07163598361006,76.04745774545879,4.778630279618142,0.5801147228317707,1.214352758341616,228.2414812361172,3.641605422867872,5.915655136368413,0.5801147228317707,4.338200000000003,-5.8557487539898965,1.3939629986713434e-06,Moderately Soluble,67.026085,64.83891,50.564564,0,3,0,0.18636778,0.29128465,0.81350124,0.050261986,0.89615107,0.43979853,0.791429,0.87932575,0.19035892,0.9840417,0.99998987,0.70034,0.96882,0.9215315,-4.744487,102.33225,8.555523,416.5690000000002,4.338200000000003,0.4323003864359599,4.0,3.2604238877456115,0.7488417902504876,3,0,0
CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4ccc5c(c4)OCCO5)C3)C2)c1,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc5c(cc4[N+](=O)[O-])OCO5)C3)C2)c1,1,0.6833333333333333,4.87,5,KNN | KNN | DT | LGBM | ET,0.5576247411305315,3.610977157306949,5.442375258869468,0.8733196194645183,0.1837045715088898,8.08862333948608,2.8798341420125397,5.126680380535482,0.1837045715088898,3.2603082227677773,17.115144872989926,4.766619420378058,5.486741340692905,0.1837045715088898,4.527200000000004,-6.265902298807658,5.421228355156364e-07,Poorly Soluble,75.36902,70.45845,54.514355,0,2,0,0.09082784,0.23427792,0.8246378,0.045767944,0.8741968,0.3080943,0.7409513,0.85495317,0.1172182,0.9791199,0.99999154,0.71613485,0.96797353,0.9243336,-4.8050404,104.327576,6.930308,459.5900000000003,4.527200000000004,0.4694120706477525,4.0,3.3288380094962235,0.7412402211670863,2,0,0
