SMILES,SMILES_state,Warheads,Linker,NLL
[*]CC[*],0,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc5c(cc4[N+](=O)[O-])OCO5)C3)C2)c1,[*]CC[*],1.22
[*]OCCO[*],0,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4ccc5c(c4)OCO5)C3)C2)c1,[*]OCCO[*],6.01
[*]CCC[*],0,CCCCCCC#Cc1cncc(N2CCC3(CN(Cc4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,[*]CCC[*],1.8
[*]OC1CCN2C1C1CCN(c3nccc(N4CC(C(=O)O)=C(N5CCC6(CC5)CNC6)C4)n3)C12,0,CCCCCCOC1CN(c2cncc(N3CCC4(CN(C(=O)OC(C)(C)C)C4)C3)c2)C1,[*]OC1CCN2C1C1CCN(c3nccc(N4CC(C(=O)O)=C(N5CCC6(CC5)CNC6)C4)n3)C12,40.33
[*]C(=O)C(=C)OC(=O)C(=O)OC(=C)N1C2(CCN(c3cccc(C#Cc4ccccc4)c3)C2)N2CC3(CN(c4cncc(C#Cc5ccccc5)c4)C3)C2)N1C(=O)OC(=C)C,0,O=C(c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1)N1CC2(CCN(c3cncc(C#Cc4ccccc4)c3)C2)C1,[*]C(=O)C(=C)OC(=O)C(=O)OC(=C)N1C2(CCN(c3cccc(C#Cc4ccccc4)c3)C2)N2CC3(CN(c4cncc(C#Cc5ccccc5)c4)C3)C2)N1C(=O)OC(=C)C,29.39
[*]C(=C)c[*],0,C(#Cc1cncc(N2CCC3(CNC3)C2)c1)c1ccccc1,[*]C(=C)c[*],9.01
[*]CCC[*],0,CC(C)(C)OC(=O)N1CC2(CCN(c3cccc(Br)n3)C2)C1,[*]CCC[*],4.87
[*]C(C)(C)OCOc1nc(-c2cc(F)cc(F)c2)nc(N2CCC(OC(=O)[*])CC2)n1,0,CC(C)(C)OC(=O)N1CC2(CCN(c3cncc(-c4ccc(F)cc4)c3)C2)C1,[*]C(C)(C)OCOc1nc(-c2cc(F)cc(F)c2)nc(N2CCC(OC(=O)[*])CC2)n1,32.41
[*]Cn1ccc2c(OC)nc([*])cc21,0,CC(C)(C)OC(=O)N1CC2(CCN(c3cncc(Br)c3)C2)C1,[*]Cn1ccc2c(OC)nc([*])cc21,14.49
[*]Cn1cnc(-c2ccc3cc(C#N)cnn23)c1OCC[*],0,CC(C)(C)OC(=O)N1CC2(CCN(c3cncc(C#Cc4ccccc4)c3)C2)C1,[*]Cn1cnc(-c2ccc3cc(C#N)cnn23)c1OCC[*],19.54
[*]Cn1ccc(N2CC(Oc3ccc4c(n3)C(Cc3ccccc3)CC(C)(C)OC4=O)C2)c2c(O)cccc21,0,CC(C)(C)OC(=O)N1CC2(CCN(c3cncc(N4CC(OCCCc5ccccc5)C4)c3)C2)C1,[*]Cn1ccc(N2CC(Oc3ccc4c(n3)C(Cc3ccccc3)CC(C)(C)OC4=O)C2)c2c(O)cccc21,36.49
[*]OC12CCN([*])CC12,0,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)CCc4c[nH]c5ccccc45)C3)C2)c1,[*]OC12CCN([*])CC12,13.74
[*]CCCCN1CCC2(CCN(C(=O)c3cc(CN[*])cc([N+](=O)[O-])c3)C2)C1,0,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,[*]CCCCN1CCC2(CCN(C(=O)c3cc(CN[*])cc([N+](=O)[O-])c3)C2)C1,19.41
[*]CC[*],0,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc5c(cc4[N+](=O)[O-])OCO5)C3)C2)c1,[*]CC[*],1.22
[*]CCC[*],0,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4ccc5c(c4)OCO5)C3)C2)c1,[*]CCC[*],1.97
[*]CC[*],0,CCCCCCC#Cc1cncc(N2CCC3(CN(Cc4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,[*]CC[*],1.13
[*]CCOCC[*],0,CCCCCCOC1CN(c2cncc(N3CCC4(CN(C(=O)OC(C)(C)C)C4)C3)c2)C1,[*]CCOCC[*],5.59
[*]C(=O)OC(=O)OC(=O)C(=O)OC(=O)C(=O)OC1CN2CC3(CCN(c4cncc(C=O)c4)C3)C2)N111CC2(CN(c3cncc(C#Cc4ccccc4)c3)C2)C1,0,O=C(c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1)N1CC2(CCN(c3cncc(C#Cc4ccccc4)c3)C2)C1,[*]C(=O)OC(=O)OC(=O)C(=O)OC(=O)C(=O)OC1CN2CC3(CCN(c4cncc(C=O)c4)C3)C2)N111CC2(CN(c3cncc(C#Cc4ccccc4)c3)C2)C1,27.62
[*]c[*]C[C@H](C)C[*],0,C(#Cc1cncc(N2CCC3(CNC3)C2)c1)c1ccccc1,[*]c[*]C[C@H](C)C[*],8.41
[*]C(C)(C)OC(=O)N1C2CN([*])CC12,0,CC(C)(C)OC(=O)N1CC2(CCN(c3cccc(Br)n3)C2)C1,[*]C(C)(C)OC(=O)N1C2CN([*])CC12,11.68
[*]C(C)(C)CNc1cnc([*])cn1,0,CC(C)(C)OC(=O)N1CC2(CCN(c3cncc(-c4ccc(F)cc4)c3)C2)C1,[*]C(C)(C)CNc1cnc([*])cn1,15.19
[*]C(C)(C)OC(=O)N1C2CCC1CC([*])C2,0,CC(C)(C)OC(=O)N1CC2(CCN(c3cncc(Br)c3)C2)C1,[*]C(C)(C)OC(=O)N1C2CCC1CC([*])C2,8.95
[*]C#Cc1nnc([*])s1,0,CC(C)(C)OC(=O)N1CC2(CCN(c3cncc(C#Cc4ccccc4)c3)C2)C1,[*]C#Cc1nnc([*])s1,10.35
[*]C12CCN(c3nccc(OCCc4cccc(N5CCn6c(nnc6C(F)(F)F)-5)c4)c(N4CC(OC)(C(=O)OC)C4)n3)C1C2,0,CC(C)(C)OC(=O)N1CC2(CCN(c3cncc(N4CC(OCCCc5ccccc5)C4)c3)C2)C1,[*]C12CCN(c3nccc(OCCc4cccc(N5CCn6c(nnc6C(F)(F)F)-5)c4)c(N4CC(OC)(C(=O)OC)C4)n3)C1C2,45.72
[*]CC[*],0,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)CCc4c[nH]c5ccccc45)C3)C2)c1,[*]CC[*],1.14
[*]CCCCc1cncc(N2CC3(CN[*])CN(C(=O)c4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)c2)c1,0,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,[*]CCCCc1cncc(N2CC3(CN[*])CN(C(=O)c4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)c2)c1,16.83
[*]OCC(=O)N1CCC2(CCN([*])C2)c2cc3c(cc21)C(=O)OC3C,0,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc5c(cc4[N+](=O)[O-])OCO5)C3)C2)c1,[*]OCC(=O)N1CCC2(CCN([*])C2)c2cc3c(cc21)C(=O)OC3C,22.4
[*]CC(=O)C[*],0,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4ccc5c(c4)OCO5)C3)C2)c1,[*]CC(=O)C[*],4.68
[*]CC[*],0,CCCCCCC#Cc1cncc(N2CCC3(CN(Cc4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,[*]CC[*],1.13
[*]OCCCCCOc1ccnc2[nH]c(CO)cc12,0,CCCCCCOC1CN(c2cncc(N3CCC4(CN(C(=O)OC(C)(C)C)C4)C3)c2)C1,[*]OCCCCCOc1ccnc2[nH]c(CO)cc12,25.98
[*]C(=O)OC(=O)[*],0,O=C(c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1)N1CC2(CCN(c3cncc(C#Cc4ccccc4)c3)C2)C1,[*]C(=O)OC(=O)[*],3.55
[*]c[*][*],0,C(#Cc1cncc(N2CCC3(CNC3)C2)c1)c1ccccc1,[*]c[*][*],2.17
[*]C(C)(C)OC(C)(C)COC(=O)C(C)(C)OC(C)(C)[*],0,CC(C)(C)OC(=O)N1CC2(CCN(c3cccc(Br)n3)C2)C1,[*]C(C)(C)OC(C)(C)COC(=O)C(C)(C)OC(C)(C)[*],15.2
[*]CC(=C(C)C#N)[*],0,CC(C)(C)OC(=O)N1CC2(CCN(c3cncc(-c4ccc(F)cc4)c3)C2)C1,[*]CC(=C(C)C#N)[*],17.7
[*][C@H](C)C[*],0,CC(C)(C)OC(=O)N1CC2(CCN(c3cncc(Br)c3)C2)C1,[*][C@H](C)C[*],6.69
[*]CCOc1ccc(-n2ncc3cnn(Cc4ccc(F)c(F)c4)c3c2=O)cc1C#CCn1cc(C(=O)N2CC3(CCN(c4cnc(C#N)nc4C#C)C3)C2)c2cc(-c3cnn(C)cc3C)n1,0,CC(C)(C)OC(=O)N1CC2(CCN(c3cncc(C#Cc4ccccc4)c3)C2)C1,[*]CCOc1ccc(-n2ncc3cnn(Cc4ccc(F)c(F)c4)c3c2=O)cc1C#CCn1cc(C(=O)N2CC3(CCN(c4cnc(C#N)nc4C#C)C3)C2)c2cc(-c3cnn(C)cc3C)n1,70.98
[*]C(C)(C)O[*],0,CC(C)(C)OC(=O)N1CC2(CCN(c3cncc(N4CC(OCCCc5ccccc5)C4)c3)C2)C1,[*]C(C)(C)O[*],2.31
[*]CCCC[*],0,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)CCc4c[nH]c5ccccc45)C3)C2)c1,[*]CCCC[*],2.68
[*]CCCCC[*],0,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,[*]CCCCC[*],3.03
[*]CCOC(=O)C1(CN2CC=C(c3cnc(C(C)C)s3)C2)CC2(CCN([*])CC2)c2c([nH]c3ccccc23)C3C=CC=CC31,0,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc5c(cc4[N+](=O)[O-])OCO5)C3)C2)c1,[*]CCOC(=O)C1(CN2CC=C(c3cnc(C(C)C)s3)C2)CC2(CCN([*])CC2)c2c([nH]c3ccccc23)C3C=CC=CC31,61.27
[*]CCCC[*],0,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4ccc5c(c4)OCO5)C3)C2)c1,[*]CCCC[*],2.82
[*]CCO[*],0,CCCCCCC#Cc1cncc(N2CCC3(CN(Cc4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,[*]CCO[*],4.69
[*]CCC[*],0,CCCCCCOC1CN(c2cncc(N3CCC4(CN(C(=O)OC(C)(C)C)C4)C3)c2)C1,[*]CCC[*],2.35
[*]C(=O)OC(=O)[*],0,O=C(c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1)N1CC2(CCN(c3cncc(C#Cc4ccccc4)c3)C2)C1,[*]C(=O)OC(=O)[*],3.55
[*]c[*]Nc(=O)C[*],0,C(#Cc1cncc(N2CCC3(CNC3)C2)c1)c1ccccc1,[*]c[*]Nc(=O)C[*],9.57
[*]CCCn1nccc(-c2[nH]nc3c(F)cc([*])cc23)c1=O,0,CC(C)(C)OC(=O)N1CC2(CCN(c3cccc(Br)n3)C2)C1,[*]CCCn1nccc(-c2[nH]nc3c(F)cc([*])cc23)c1=O,30.7
[*]C(O)(CC)[*],0,CC(C)(C)OC(=O)N1CC2(CCN(c3cncc(-c4ccc(F)cc4)c3)C2)C1,[*]C(O)(CC)[*],4.28
[*]C[C@H](C)C(=O)OC(C)(C)CC(C)(C)OC(=O)N1C2CC1(c1nccn1C)C2,0,CC(C)(C)OC(=O)N1CC2(CCN(c3cncc(Br)c3)C2)C1,[*]C[C@H](C)C(=O)OC(C)(C)CC(C)(C)OC(=O)N1C2CC1(c1nccn1C)C2,25.16
[*]C(C)(C)OC(=O)N1CC2(C1)CC2(C)OC(=O)[*],0,CC(C)(C)OC(=O)N1CC2(CCN(c3cncc(C#Cc4ccccc4)c3)C2)C1,[*]C(C)(C)OC(=O)N1CC2(C1)CC2(C)OC(=O)[*],16.12
[*]C(C)(C)OC(=O)CNC1(OCc2ccccc2)Cc2ccccc2N(C(O)CC[*])C1=O,0,CC(C)(C)OC(=O)N1CC2(CCN(c3cncc(N4CC(OCCCc5ccccc5)C4)c3)C2)C1,[*]C(C)(C)OC(=O)CNC1(OCc2ccccc2)Cc2ccccc2N(C(O)CC[*])C1=O,36.64
[*]CC[*],0,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)CCc4c[nH]c5ccccc45)C3)C2)c1,[*]CC[*],1.14
[*]N1CCC2(CCN(C(=O)c3cc([N+](=O)[O-])cc([N+](=O)[O-])c3)C2)C12CN([*])C2,0,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,[*]N1CCC2(CCN(C(=O)c3cc([N+](=O)[O-])cc([N+](=O)[O-])c3)C2)C12CN([*])C2,10.77
[*]CC[*],0,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc5c(cc4[N+](=O)[O-])OCO5)C3)C2)c1,[*]CC[*],1.22
[*]CCC[*],0,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4ccc5c(c4)OCO5)C3)C2)c1,[*]CCC[*],1.97
[*]CCCC(=O)OC1(S)CCc2cn(cc([N+](=O)[O-])c2)C12CN([*])C2,0,CCCCCCC#Cc1cncc(N2CCC3(CN(Cc4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,[*]CCCC(=O)OC1(S)CCc2cn(cc([N+](=O)[O-])c2)C12CN([*])C2,35.01
[*]CC[*],0,CCCCCCOC1CN(c2cncc(N3CCC4(CN(C(=O)OC(C)(C)C)C4)C3)c2)C1,[*]CC[*],1.3
[*]C(=O)OC(C(=O)OC(c1cccnc1)c1cccc([N+]2=CCC3(CCN(c4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)N1)N1CC2(CC2)C1,0,O=C(c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1)N1CC2(CCN(c3cncc(C#Cc4ccccc4)c3)C2)C1,[*]C(=O)OC(C(=O)OC(c1cccnc1)c1cccc([N+]2=CCC3(CCN(c4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)N1)N1CC2(CC2)C1,38.98
[*]c[*]ccc([*])ccnc1,0,C(#Cc1cncc(N2CCC3(CNC3)C2)c1)c1ccccc1,[*]c[*]ccc([*])ccnc1,11.17
[*]CC1=CCC(C[*])=C[N+]1(C)O,0,CC(C)(C)OC(=O)N1CC2(CCN(c3cccc(Br)n3)C2)C1,[*]CC1=CCC(C[*])=C[N+]1(C)O,30.57
[*]Nc1nccc(-c2ccc(F)c(C(=O)NC3(C4(c5ncc(-c6ccc(Br)c(C(O)N[*])n6)cc5)CCCCC4)CCCC3)c2)n1,0,CC(C)(C)OC(=O)N1CC2(CCN(c3cncc(-c4ccc(F)cc4)c3)C2)C1,[*]Nc1nccc(-c2ccc(F)c(C(=O)NC3(C4(c5ncc(-c6ccc(Br)c(C(O)N[*])n6)cc5)CCCCC4)CCCC3)c2)n1,53.38
[*]C(C)(C)OC(C)(C)C(=O)N1CC2(C[*])CC12,0,CC(C)(C)OC(=O)N1CC2(CCN(c3cncc(Br)c3)C2)C1,[*]C(C)(C)OC(C)(C)C(=O)N1CC2(C[*])CC12,13.78
[*]CC1([*])CN(C)C1,0,CC(C)(C)OC(=O)N1CC2(CCN(c3cncc(C#Cc4ccccc4)c3)C2)C1,[*]CC1([*])CN(C)C1,15.32
[*]C(C)(C)[*],0,CC(C)(C)OC(=O)N1CC2(CCN(c3cncc(N4CC(OCCCc5ccccc5)C4)c3)C2)C1,[*]C(C)(C)[*],3.1
[*]C1CC2(CCN(C(=O)C[*])C2)C1,0,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)CCc4c[nH]c5ccccc45)C3)C2)c1,[*]C1CC2(CCN(C(=O)C[*])C2)C1,11.9
[*]C(CC(=O)N1CCC2(C1)CN(C(=O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1)C2)c1ccc2[nH]ccc2c1,0,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,[*]C(CC(=O)N1CCC2(C1)CN(C(=O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1)C2)c1ccc2[nH]ccc2c1,21.1
[*]CC(=O)OCC[*],0,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc5c(cc4[N+](=O)[O-])OCO5)C3)C2)c1,[*]CC(=O)OCC[*],7.55
[*]CC[*],0,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4ccc5c(c4)OCO5)C3)C2)c1,[*]CC[*],1.14
[*]c1cncc(N2CC3(CCN(C(=O)C[*])C3)C2)c1,0,CCCCCCC#Cc1cncc(N2CCC3(CN(Cc4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,[*]c1cncc(N2CC3(CCN(C(=O)C[*])C3)C2)c1,14.28
[*]CCO[*],0,CCCCCCOC1CN(c2cncc(N3CCC4(CN(C(=O)OC(C)(C)C)C4)C3)c2)C1,[*]CCO[*],2.77
[*]C(=O)OC(c1cccc([N+](=O)[O-])c1)N1CC2(CCN(c3cncc(C#Cc4ccccc4)c3)C2)C1,0,O=C(c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1)N1CC2(CCN(c3cncc(C#Cc4ccccc4)c3)C2)C1,[*]C(=O)OC(c1cccc([N+](=O)[O-])c1)N1CC2(CCN(c3cncc(C#Cc4ccccc4)c3)C2)C1,7.67
[*]c[*]NC=C(C)C[*],0,C(#Cc1cncc(N2CCC3(CNC3)C2)c1)c1ccccc1,[*]c[*]NC=C(C)C[*],9.84
[*]C(C)(C)OC(=O)N(C)[*],0,CC(C)(C)OC(=O)N1CC2(CCN(c3cccc(Br)n3)C2)C1,[*]C(C)(C)OC(=O)N(C)[*],7.09
[*]C#Cc1cncc([*])c1,0,CC(C)(C)OC(=O)N1CC2(CCN(c3cncc(-c4ccc(F)cc4)c3)C2)C1,[*]C#Cc1cncc([*])c1,9.81
[*]C#C[*],0,CC(C)(C)OC(=O)N1CC2(CCN(c3cncc(Br)c3)C2)C1,[*]C#C[*],2.89
[*]C(C)(C)[*],0,CC(C)(C)OC(=O)N1CC2(CCN(c3cncc(C#Cc4ccccc4)c3)C2)C1,[*]C(C)(C)[*],3.65
[*]N[*],0,CC(C)(C)OC(=O)N1CC2(CCN(c3cncc(N4CC(OCCCc5ccccc5)C4)c3)C2)C1,[*]N[*],4.71
[*]CC[*],0,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)CCc4c[nH]c5ccccc45)C3)C2)c1,[*]CC[*],1.14
[*]CCCCC[*],0,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,[*]CCCCC[*],3.03
[*]CC[*],0,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc5c(cc4[N+](=O)[O-])OCO5)C3)C2)c1,[*]CC[*],1.22
[*]N1CCc2cn(CC(=O)N3CC4(CCN(C(=O)c5cc(C)c6c(c5)CC(CNC(=O)C[*])C6)C4)C3)c3cncc(F)c32)C1,0,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4ccc5c(c4)OCO5)C3)C2)c1,[*]N1CCc2cn(CC(=O)N3CC4(CCN(C(=O)c5cc(C)c6c(c5)CC(CNC(=O)C[*])C6)C4)C3)c3cncc(F)c32)C1,44.25
[*]CCCC(C)N1CC2(CN(C3(Cc4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)CC3)C2)c2ccccc21,0,CCCCCCC#Cc1cncc(N2CCC3(CN(Cc4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,[*]CCCC(C)N1CC2(CN(C3(Cc4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)CC3)C2)c2ccccc21,23.04
[*]CCCC[*],0,CCCCCCOC1CN(c2cncc(N3CCC4(CN(C(=O)OC(C)(C)C)C4)C3)c2)C1,[*]CCCC[*],3.44
[*]C(=O)OC(c1cncc(C#Cc2ccccc2)[N+]23CCC4(CCN(c5cncc(C(=O)O)c5)C4)C3C2)N1,0,O=C(c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1)N1CC2(CCN(c3cncc(C#Cc4ccccc4)c3)C2)C1,[*]C(=O)OC(c1cncc(C#Cc2ccccc2)[N+]23CCC4(CCN(c5cncc(C(=O)O)c5)C4)C3C2)N1,26.63
[*]c[*]ccccc1[*],0,C(#Cc1cncc(N2CCC3(CNC3)C2)c1)c1ccccc1,[*]c[*]ccccc1[*],6.02
[*]CC[*],0,CC(C)(C)OC(=O)N1CC2(CCN(c3cccc(Br)n3)C2)C1,[*]CC[*],2.57
[*]Cn1ccc2c([*])cnnc21,0,CC(C)(C)OC(=O)N1CC2(CCN(c3cncc(-c4ccc(F)cc4)c3)C2)C1,[*]Cn1ccc2c([*])cnnc21,9.03
[*]CC[*],0,CC(C)(C)OC(=O)N1CC2(CCN(c3cncc(Br)c3)C2)C1,[*]CC[*],2.12
[*]Cn1ccc(C#Cc2ccc(CCn3ccc4c(n3)N(c3cnc(C(C)(C)O)nc3)CC[C@@H]4n3ccc(C#C[*])c3)c(F)c2F)c2nc(C)nn12,0,CC(C)(C)OC(=O)N1CC2(CCN(c3cncc(C#Cc4ccccc4)c3)C2)C1,[*]Cn1ccc(C#Cc2ccc(CCn3ccc4c(n3)N(c3cnc(C(C)(C)O)nc3)CC[C@@H]4n3ccc(C#C[*])c3)c(F)c2F)c2nc(C)nn12,61.93
[*]C(C)(C)O[*],0,CC(C)(C)OC(=O)N1CC2(CCN(c3cncc(N4CC(OCCCc5ccccc5)C4)c3)C2)C1,[*]C(C)(C)O[*],2.31
[*]CC[*],0,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)CCc4c[nH]c5ccccc45)C3)C2)c1,[*]CC[*],1.14
[*]CC[*],0,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,[*]CC[*],1.22
[*]CCCC[*],0,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc5c(cc4[N+](=O)[O-])OCO5)C3)C2)c1,[*]CCCC[*],2.72
[*]CCCCOC(=O)C[*],0,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4ccc5c(c4)OCO5)C3)C2)c1,[*]CCCCOC(=O)C[*],7.98
[*]CC[*],0,CCCCCCC#Cc1cncc(N2CCC3(CN(Cc4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,[*]CC[*],1.13
